Pfam_code,alignment_type,score_original
PF08416,SEED,0.17
PF08423,HMMER,1.25
PF08429,HMMER,2.48
PF08430,SEED,2.64
PF08433,HMMER,0.79
PF08434,HMMER,3.08
PF08441,HMMER,0.85
PF08442,HMMER,2.49
PF08443,HMMER,4.64
PF08444,HMMER,1.86
PF08447,HMMER,1.54
PF08449,HMMER,0.81
PF08454,HMMER,2.9
PF08466,HMMER,4.13
PF08473,HMMER,1.51
PF08474,HMMER,2.19
PF08477,HMMER,0.89
PF08487,HMMER,1.5
PF08499,HMMER,3.97
PF08504,HMMER,3.71
PF08506,HMMER,1.52
PF08512,FULL,0.75
PF08513,HMMER,2.03
PF08514,HMMER,3.97
PF08515,HMMER,3.52
PF08516,HMMER,1.78
PF08517,HMMER,2.02
PF08518,HMMER,2.4
PF08526,HMMER,1.44
PF08527,HMMER,1.98
PF08539,HMMER,2.8
PF08540,HMMER,3.4
PF08542,HMMER,0.51
PF08544,HMMER,1.24
PF08557,HMMER,4.51
PF08558,HMMER,1.19
PF08562,HMMER,2.95
PF08565,FULL,4.17
PF08569,HMMER,4.2
PF08583,HMMER,0.28
PF08585,HMMER,1.9
PF08596,HMMER,3.79
PF08598,HMMER,1.9
PF08603,HMMER,4.04
PF08608,HMMER,5.22
PF08609,HMMER,0.35
PF08613,HMMER,0.76
PF08614,HMMER,1.13
PF08616,FULL,1.91
PF08623,HMMER,4.31
PF08628,HMMER,1.09
PF08629,HMMER,2.41
PF08646,HMMER,1.05
PF08662,HMMER,0.78
PF08669,HMMER,1.25
PF08674,HMMER,4.06
PF08676,HMMER,0.61
PF08683,HMMER,3.85
PF08685,HMMER,3.4
PF08686,FULL,2.62
PF08687,HMMER,1.96
PF08688,HMMER,1.25
PF08699,HMMER,2.81
PF08700,HMMER,0.47
PF08702,HMMER,0.56
PF08703,FULL,3.48
PF08704,FULL,2.12
PF08709,HMMER,2.22
PF08711,HMMER,1.71
PF08718,HMMER,1.64
PF08725,HMMER,2.78
PF08726,HMMER,2.74
PF08729,HMMER,4.82
PF08736,HMMER,1.79
PF08742,HMMER,1.94
PF08743,HMMER,3.38
PF08752,FULL,4.52
PF08755,HMMER,0.84
PF08758,HMMER,1.37
PF08763,HMMER,2.97
PF08766,HMMER,1.94
PF08776,HMMER,3.19
PF08777,HMMER,0.81
PF08778,HMMER,3.33
PF08781,HMMER,3.88
PF08782,HMMER,2.66
PF08784,HMMER,2.39
PF08788,HMMER,4.52
PF08799,FULL,3.53
PF08806,HMMER,0.96
PF08815,HMMER,2.78
PF08824,HMMER,1.53
PF08826,FULL,2.95
PF08832,HMMER,2.05
PF08833,HMMER,3.69
PF08840,HMMER,2.94
PF08880,HMMER,4.09
PF08912,HMMER,2.66
PF08913,HMMER,3.4
PF08916,HMMER,2.23
PF08919,HMMER,2.11
PF08926,HMMER,4.09
PF08934,HMMER,1.84
PF08944,HMMER,5.03
PF08947,HMMER,3.53
PF08952,HMMER,1.8
PF08953,HMMER,2.45
PF08969,HMMER,1.74
PF08976,HMMER,1.98
PF09005,HMMER,3.95
PF09007,HMMER,1.99
PF09011,HMMER,2.2
PF09027,HMMER,1.21
PF09029,FULL,3.88
PF09030,FULL,3.36
PF09042,HMMER,2.35
PF09045,HMMER,2.59
PF09066,HMMER,1.92
PF09067,HMMER,1.13
PF09068,HMMER,1.83
PF09069,HMMER,2.34
PF09072,HMMER,4.47
PF09079,FULL,0.69
PF09110,FULL,4.89
PF09111,FULL,5.02
PF09127,HMMER,1.3
PF09128,HMMER,1.81
PF09141,HMMER,3.85
PF09162,HMMER,3.61
PF09165,FULL,4.84
PF09173,HMMER,4.99
PF09177,HMMER,3.7
PF09229,FULL,3.92
PF09240,HMMER,0.86
PF09247,FULL,4.79
PF09258,HMMER,1.93
PF09261,HMMER,1.01
PF09268,HMMER,3.96
PF09270,HMMER,3.11
PF09271,FULL,4.77
PF09273,FULL,1.21
PF09279,HMMER,1.71
PF09280,HMMER,4.55
PF09289,HMMER,2.6
PF09291,FULL,5.2
PF09294,HMMER,0.69
PF09296,HMMER,0.72
PF09297,HMMER,1.8
PF09305,HMMER,2.75
PF09311,FULL,2.79
PF09316,HMMER,2.29
PF09320,HMMER,2.41
PF09324,HMMER,1.86
PF09325,HMMER,1.68
PF09334,HMMER,1.02
PF09335,FULL,1.17
PF09336,HMMER,1.95
PF09341,HMMER,2.38
PF09354,HMMER,3.32
PF09358,FULL,2.04
PF09360,HMMER,2.98
PF09379,HMMER,1.51
PF09380,HMMER,1.34
PF09382,HMMER,0.39
PF09398,FULL,2.85
PF09402,HMMER,2.11
PF09409,HMMER,0.79
PF09422,SEED,1.28
PF09443,HMMER,3.63
PF09457,HMMER,2.05
PF09469,HMMER,2.73
PF09497,FULL,4.25
PF09514,HMMER,4.23
PF09532,HMMER,1.17
PF09596,HMMER,2.51
PF09668,HMMER,1.98
PF09727,FULL,2.65
PF09728,HMMER,3.58
PF09730,HMMER,3.34
PF09735,FULL,3.66
PF09738,HMMER,2.59
PF09744,HMMER,1.73
PF09750,HMMER,1.16
PF09769,HMMER,1.93
PF09770,HMMER,1.4
PF09788,FULL,4.14
PF09790,HMMER,3.45
PF09791,HMMER,1.68
PF09794,FULL,4.11
PF09799,HMMER,1.02
PF09806,HMMER,4.37
PF09811,HMMER,1.33
PF09815,HMMER,1.16
PF09816,FULL,4.41
PF09848,HMMER,3.84
PF10034,SEED,1.01
PF10037,HMMER,0.84
PF10075,HMMER,0.11
PF10148,HMMER,5.03
PF10162,HMMER,1.32
PF10165,HMMER,2.54
PF10174,HMMER,3.77
PF10176,HMMER,4.42
PF10177,HMMER,2.17
PF10186,FULL,1.99
PF10190,HMMER,2.69
PF10192,FULL,3.41
PF10195,HMMER,2.35
PF10197,HMMER,1.47
PF10204,HMMER,3.11
PF10208,HMMER,3.6
PF10211,FULL,3.02
PF10223,HMMER,1.44
PF10225,HMMER,2.21
PF10226,FULL,2.77
PF10228,HMMER,4.64
PF10237,HMMER,0.64
PF10239,HMMER,2.32
PF10240,HMMER,1.66
PF10242,HMMER,1.7
PF10248,FULL,3.61
PF10250,HMMER,0.88
PF10254,HMMER,3.34
PF10256,FULL,2.43
PF10257,HMMER,1.62
PF10262,HMMER,1.18
PF10263,HMMER,0.83
PF10264,HMMER,3.25
PF10265,HMMER,2.07
PF10267,HMMER,2.42
PF10268,HMMER,2.62
PF10269,HMMER,3.12
PF10271,HMMER,3.02
PF10274,HMMER,1.2
PF10275,HMMER,2.57
PF10277,HMMER,0.87
PF10283,HMMER,2.96
PF10291,HMMER,3.02
PF10294,HMMER,1.39
PF10300,HMMER,1.81
PF10358,FULL,2.55
PF10366,HMMER,1.08
PF10367,HMMER,2.05
PF10373,FULL,2.63
PF10374,HMMER,1.27
PF10390,HMMER,2.43
PF10391,HMMER,2.28
PF10393,HMMER,1.76
PF10401,HMMER,1.44
PF10408,HMMER,1.02
PF10409,HMMER,1.24
PF10417,HMMER,2.98
PF10421,HMMER,2.73
PF10427,SEED,2.22
PF10431,HMMER,0.09
PF10433,FULL,3.46
PF10436,HMMER,2.71
PF10456,HMMER,2.28
PF10457,HMMER,3.73
PF10469,HMMER,0.58
PF10470,HMMER,3.71
PF10473,HMMER,1.3
PF10475,FULL,2.66
PF10482,HMMER,2.86
PF10483,FULL,4.86
PF10486,HMMER,1.06
PF10488,HMMER,2.14
PF10495,HMMER,3.04
PF10497,HMMER,4.73
PF10502,HMMER,1.41
PF10506,HMMER,0.94
PF10509,FULL,4.19
PF10513,HMMER,1.21
PF10515,HMMER,3.59
PF10522,HMMER,0.76
PF10523,HMMER,0.73
PF10524,FULL,5.23
PF10525,HMMER,3.62
PF10529,FULL,3.65
PF10534,HMMER,2.81
PF10537,HMMER,1.05
PF10541,HMMER,2.66
PF10557,HMMER,2.42
PF10558,HMMER,4.0
PF10559,HMMER,5.4
PF10565,HMMER,1.64
PF10568,HMMER,1.82
PF10577,HMMER,1.98
PF10581,HMMER,4.89
PF10584,HMMER,3.39
PF10585,FULL,2.38
PF10587,HMMER,3.57
PF10591,HMMER,1.77
PF10595,HMMER,1.2
PF10600,FULL,3.81
PF10601,HMMER,2.34
PF10602,HMMER,0.58
PF10606,HMMER,3.55
PF10607,HMMER,1.0
PF10608,HMMER,3.75
PF10609,HMMER,2.37
PF10613,HMMER,2.78
PF10629,HMMER,2.43
PF10630,HMMER,2.43
PF10660,HMMER,1.48
PF10996,HMMER,0.89
PF11002,HMMER,3.77
PF11057,HMMER,2.33
PF11232,HMMER,3.9
PF11261,HMMER,5.05
PF11357,HMMER,3.81
PF11365,FULL,2.1
PF11413,HMMER,2.99
PF11414,HMMER,1.03
PF11461,HMMER,1.49
PF11464,FULL,2.49
PF11467,HMMER,2.08
PF11502,FULL,3.6
PF11515,HMMER,2.88
PF11527,HMMER,1.05
PF11540,HMMER,4.19
PF11548,HMMER,2.01
PF11566,HMMER,0.58
PF11569,HMMER,2.29
PF11577,FULL,4.06
PF11598,HMMER,2.57
PF11601,FULL,4.49
PF11616,HMMER,3.07
PF11618,HMMER,2.58
PF11627,HMMER,5.09
PF11628,HMMER,3.52
PF11629,HMMER,3.58
PF11648,HMMER,1.62
PF11652,FULL,2.53
PF11669,HMMER,1.99
PF11701,HMMER,3.01
PF11704,HMMER,0.68
PF11705,HMMER,1.67
PF11717,HMMER,1.72
PF11759,SEED,2.79
PF11764,FULL,3.94
PF11779,FULL,3.06
PF11799,HMMER,0.46
PF11819,HMMER,2.05
PF11825,HMMER,1.55
PF11830,HMMER,3.04
PF11835,HMMER,2.89
PF11838,FULL,1.57
PF11841,HMMER,2.52
PF11851,FULL,2.91
PF11857,HMMER,1.99
PF11878,HMMER,1.81
PF11879,HMMER,3.02
PF11881,HMMER,1.53
PF11882,HMMER,4.58
PF11904,FULL,3.03
PF11918,HMMER,0.89
PF11928,FULL,1.97
PF11933,HMMER,2.81
PF11934,HMMER,1.97
PF11938,HMMER,1.15
PF11945,HMMER,4.96
PF11952,HMMER,2.48
PF11956,HMMER,1.99
PF11969,HMMER,1.09
PF11971,HMMER,1.67
PF11976,HMMER,2.92
PF11977,HMMER,3.35
PF11979,HMMER,3.07
PF11980,HMMER,3.14
PF11987,HMMER,0.87
PF12001,HMMER,2.97
PF12004,HMMER,1.53
PF12012,FULL,2.11
PF12020,HMMER,4.05
PF12024,HMMER,1.26
PF12026,HMMER,1.7
PF12030,HMMER,3.74
PF12031,HMMER,4.36
PF12036,HMMER,2.14
PF12037,HMMER,4.4
PF12045,HMMER,2.52
PF12052,HMMER,4.01
PF12053,HMMER,3.43
PF12062,HMMER,4.74
PF12063,HMMER,2.69
PF12067,HMMER,2.43
PF12068,FULL,2.09
PF12075,HMMER,3.84
PF12090,HMMER,4.08
PF12114,HMMER,2.22
PF12125,HMMER,5.44
PF12126,HMMER,0.55
PF12129,HMMER,3.82
PF12130,HMMER,1.73
PF12140,HMMER,2.02
PF12144,HMMER,1.63
PF12145,HMMER,3.07
PF12146,HMMER,2.08
PF12148,HMMER,3.16
PF12157,HMMER,5.23
PF12166,FULL,3.93
PF12171,HMMER,1.87
PF12179,HMMER,1.62
PF12180,HMMER,1.3
PF12185,HMMER,2.18
PF12202,FULL,2.88
PF12203,FULL,4.23
PF12205,FULL,4.43
PF12232,FULL,1.75
PF12234,HMMER,3.0
PF12235,FULL,3.9
PF12240,HMMER,3.15
PF12260,HMMER,0.91
PF12265,FULL,4.25
PF12280,HMMER,1.89
PF12284,HMMER,1.79
PF12287,HMMER,1.96
PF12301,HMMER,1.45
PF12304,HMMER,1.79
PF12308,HMMER,3.4
PF12310,HMMER,1.83
PF12316,HMMER,3.0
PF12335,HMMER,3.35
PF12336,HMMER,2.84
PF12347,FULL,2.83
PF12348,HMMER,1.1
PF12349,HMMER,1.09
PF12352,HMMER,0.77
PF12360,HMMER,3.7
PF12371,HMMER,1.8
PF12394,HMMER,3.37
PF12402,HMMER,3.25
PF12403,HMMER,3.25
PF12409,HMMER,1.27
PF12413,HMMER,2.16
PF12414,HMMER,4.43
PF12423,HMMER,1.58
PF12424,HMMER,3.47
PF12430,HMMER,5.08
PF12440,HMMER,1.61
PF12443,HMMER,0.32
PF12444,HMMER,2.16
PF12448,HMMER,2.21
PF12456,HMMER,1.41
PF12465,HMMER,2.51
PF12473,HMMER,1.41
PF12474,HMMER,1.36
PF12478,HMMER,4.25
PF12480,HMMER,1.61
PF12485,FULL,2.38
PF12489,FULL,3.25
PF12496,HMMER,2.47
PF12509,HMMER,-0.21
PF12510,FULL,2.44
PF12516,HMMER,1.83
PF12529,HMMER,3.01
PF12533,FULL,2.47
PF12534,HMMER,2.55
PF12537,HMMER,4.92
PF12547,FULL,1.33
PF12548,FULL,2.57
PF12549,HMMER,0.92
PF12569,HMMER,3.93
PF12578,HMMER,0.75
PF12595,HMMER,2.86
PF12598,FULL,0.62
PF12605,HMMER,3.87
PF12606,HMMER,3.04
PF12610,HMMER,2.02
PF12624,FULL,1.48
PF12661,HMMER,2.76
PF12662,HMMER,2.99
PF12678,HMMER,3.18
PF12697,HMMER,1.33
PF12698,HMMER,0.6
PF12701,HMMER,2.47
PF12714,HMMER,2.31
PF12717,HMMER,1.04
PF12721,HMMER,1.42
PF12736,HMMER,0.71
PF12738,FULL,1.81
PF12752,FULL,2.92
PF12755,HMMER,0.71
PF12756,HMMER,1.01
PF12763,FULL,2.05
PF12767,FULL,0.0
PF12774,HMMER,2.55
PF12775,HMMER,1.69
PF12777,HMMER,1.34
PF12780,HMMER,1.82
PF12781,HMMER,2.24
PF12783,HMMER,1.5
PF12796,HMMER,1.02
PF12799,HMMER,1.36
PF12810,HMMER,2.86
PF12832,FULL,2.4
PF12836,HMMER,1.36
PF12845,HMMER,0.83
PF12848,HMMER,1.71
PF12851,FULL,2.86
PF12859,HMMER,-0.5
PF12862,FULL,3.64
PF12872,HMMER,0.73
PF12874,HMMER,1.84
PF12877,HMMER,1.71
PF12881,HMMER,4.04
PF12884,HMMER,3.42
PF12885,HMMER,2.33
PF12886,HMMER,2.62
PF12894,FULL,0.74
PF12895,HMMER,0.58
PF12901,HMMER,2.82
PF12906,HMMER,3.05
PF12923,FULL,5.09
PF12924,HMMER,3.7
PF12925,HMMER,3.06
PF12926,FULL,4.37
PF12931,HMMER,1.44
PF12932,FULL,4.26
PF12937,HMMER,1.36
PF12947,SEED,3.02
PF12998,HMMER,1.96
PF13000,HMMER,3.0
PF13012,HMMER,1.0
PF13086,HMMER,1.15
PF13087,HMMER,1.04
PF13088,HMMER,1.55
PF13091,HMMER,1.63
PF13174,HMMER,0.83
PF13176,HMMER,0.97
PF13180,FULL,2.19
PF13181,HMMER,0.67
PF13191,FULL,3.13
PF13193,HMMER,1.49
PF13202,HMMER,1.88
PF13229,FULL,0.91
PF13233,HMMER,0.02
PF13234,HMMER,0.68
PF13238,HMMER,0.72
PF13242,FULL,2.42
PF13246,HMMER,1.02
PF13270,HMMER,3.07
PF13281,HMMER,2.84
PF13289,HMMER,3.0
PF13293,HMMER,3.69
PF13297,HMMER,2.73
PF13306,HMMER,0.87
PF13307,HMMER,2.29
PF13329,HMMER,2.72
PF13330,FULL,2.82
PF13344,HMMER,1.29
PF13347,HMMER,0.65
PF13365,HMMER,1.53
PF13374,HMMER,1.55
PF13385,HMMER,0.6
PF13393,HMMER,2.17
PF13402,HMMER,4.16
PF13405,HMMER,1.82
PF13409,HMMER,1.03
PF13410,HMMER,1.65
PF13414,HMMER,1.25
PF13417,FULL,1.73
PF13424,FULL,0.99
PF13426,HMMER,1.88
PF13431,HMMER,0.94
PF13432,HMMER,0.46
PF13445,HMMER,2.52
PF13450,HMMER,1.22
PF13460,HMMER,0.22
PF13465,HMMER,4.25
PF13469,HMMER,4.3
PF13472,HMMER,3.88
PF13476,HMMER,0.18
PF13489,HMMER,0.34
PF13499,HMMER,1.2
PF13513,FULL,2.21
PF13516,HMMER,1.52
PF13517,HMMER,0.77
PF13519,HMMER,1.06
PF13520,HMMER,1.59
PF13522,HMMER,2.11
PF13532,HMMER,0.51
PF13553,HMMER,2.81
PF13561,HMMER,1.21
PF13574,HMMER,1.67
PF13589,HMMER,1.28
PF13602,FULL,1.4
PF13606,HMMER,2.04
PF13620,HMMER,1.56
PF13621,HMMER,0.76
PF13637,FULL,1.95
PF13638,HMMER,0.75
PF13639,HMMER,2.56
PF13640,HMMER,1.6
PF13641,HMMER,4.41
PF13646,HMMER,0.69
PF13649,HMMER,0.71
PF13653,HMMER,4.25
PF13656,HMMER,3.54
PF13671,HMMER,0.94
PF13676,HMMER,0.6
PF13679,HMMER,0.77
PF13695,HMMER,1.7
PF13696,HMMER,3.71
PF13704,HMMER,2.53
PF13705,HMMER,0.8
PF13716,HMMER,1.07
PF13733,HMMER,2.71
PF13757,HMMER,1.97
PF13765,SEED,2.14
PF13768,HMMER,0.81
PF13771,HMMER,1.87
PF13774,FULL,2.17
PF13778,FULL,1.86
PF13793,HMMER,3.25
PF13802,FULL,2.1
PF13804,HMMER,4.85
PF13812,HMMER,0.92
PF13815,HMMER,2.57
PF13831,HMMER,3.05
PF13832,HMMER,2.34
PF13833,HMMER,1.32
PF13836,HMMER,1.64
PF13837,HMMER,2.02
PF13838,HMMER,2.62
PF13840,HMMER,2.06
PF13841,HMMER,1.93
PF13843,SEED,1.83
PF13847,HMMER,0.77
PF13848,HMMER,0.41
PF13850,HMMER,1.62
PF13853,HMMER,1.91
PF13854,HMMER,4.08
PF13855,HMMER,1.09
PF13857,HMMER,1.15
PF13863,HMMER,1.07
PF13864,HMMER,0.64
PF13865,HMMER,1.62
PF13866,HMMER,4.36
PF13867,HMMER,4.15
PF13868,HMMER,0.39
PF13870,HMMER,0.65
PF13871,HMMER,3.58
PF13872,HMMER,3.86
PF13873,SEED,0.94
PF13877,HMMER,0.61
PF13878,HMMER,3.88
PF13879,HMMER,0.9
PF13880,HMMER,3.86
PF13882,HMMER,3.04
PF13883,HMMER,2.29
PF13884,HMMER,3.21
PF13885,HMMER,3.05
PF13886,HMMER,0.59
PF13887,HMMER,4.0
PF13888,HMMER,1.68
PF13889,HMMER,3.46
PF13891,HMMER,1.53
PF13893,HMMER,1.96
PF13894,FULL,2.33
PF13895,SEED,0.38
PF13896,FULL,4.0
PF13897,HMMER,3.42
PF13898,FULL,2.34
PF13899,HMMER,1.63
PF13901,HMMER,2.15
PF13903,HMMER,0.64
PF13905,HMMER,1.23
PF13906,HMMER,3.51
PF13907,HMMER,2.95
PF13908,HMMER,2.39
PF13909,HMMER,3.03
PF13911,SEED,0.99
PF13912,HMMER,2.16
PF13913,HMMER,2.16
PF13914,HMMER,2.15
PF13915,HMMER,3.58
PF13916,HMMER,1.81
PF13917,HMMER,2.15
PF13918,HMMER,2.13
PF13919,HMMER,3.84
PF13920,HMMER,2.15
PF13921,HMMER,1.78
PF13922,HMMER,5.14
PF13923,HMMER,2.33
PF13925,HMMER,1.02
PF13926,HMMER,0.96
PF13927,HMMER,0.96
PF13949,HMMER,0.63
PF13959,HMMER,1.49
PF13964,HMMER,0.79
PF13965,HMMER,3.4
PF13967,HMMER,2.31
PF14046,HMMER,2.71
PF14047,HMMER,3.94
PF14048,HMMER,2.67
PF14049,HMMER,2.24
PF14050,HMMER,2.37
PF14051,FULL,5.15
PF14061,HMMER,3.62
PF14073,FULL,3.88
PF14075,FULL,3.83
PF14160,HMMER,1.77
PF14161,HMMER,2.43
PF14222,HMMER,4.3
PF14225,FULL,4.27
PF14228,HMMER,2.82
PF14260,FULL,3.66
PF14291,HMMER,1.34
PF14304,HMMER,4.59
PF14306,HMMER,3.85
PF14324,FULL,3.6
PF14327,HMMER,4.57
PF14360,HMMER,3.9
PF14370,HMMER,4.24
PF14377,HMMER,1.55
PF14382,HMMER,1.12
PF14429,HMMER,1.63
PF14438,FULL,4.29
PF14443,FULL,4.03
PF14444,HMMER,2.81
PF14473,HMMER,1.48
PF14484,HMMER,2.75
PF14492,HMMER,1.91
PF14497,HMMER,0.68
PF14513,HMMER,2.26
PF14520,HMMER,1.31
PF14523,FULL,2.63
PF14533,HMMER,1.0
PF14545,HMMER,1.16
PF14551,HMMER,0.54
PF14555,HMMER,1.54
PF14559,HMMER,0.37
PF14560,HMMER,0.69
PF14566,HMMER,0.89
PF14572,HMMER,3.4
PF14575,HMMER,1.7
PF14580,HMMER,1.12
PF14598,HMMER,1.58
PF14603,HMMER,2.06
PF14604,HMMER,1.8
PF14608,HMMER,2.54
PF14619,HMMER,4.97
PF14634,HMMER,1.61
PF14636,HMMER,3.05
PF14637,HMMER,3.7
PF14638,HMMER,3.8
PF14642,HMMER,3.27
PF14645,HMMER,1.36
PF14648,HMMER,5.0
PF14650,HMMER,2.43
PF14651,HMMER,2.22
PF14652,HMMER,2.19
PF14653,HMMER,3.61
PF14654,HMMER,1.86
PF14670,FULL,2.63
PF14671,FULL,4.45
PF14672,FULL,4.01
PF14681,HMMER,2.07
PF14703,HMMER,2.2
PF14705,HMMER,1.41
PF14707,SEED,2.35
PF14709,HMMER,1.03
PF14712,HMMER,0.74
PF14716,HMMER,0.89
PF14719,HMMER,1.91
PF14722,HMMER,1.82
PF14723,HMMER,1.58
PF14748,HMMER,3.36
PF14749,HMMER,1.16
PF14753,HMMER,2.06
PF14769,HMMER,1.09
PF14772,HMMER,0.52
PF14774,HMMER,2.5
PF14787,HMMER,5.65
PF14791,HMMER,1.78
PF14792,HMMER,1.65
PF14796,FULL,4.17
PF14798,HMMER,1.42
PF14799,HMMER,2.23
PF14816,HMMER,1.36
PF14818,HMMER,2.08
PF14820,HMMER,5.82
PF14821,HMMER,1.18
PF14822,HMMER,3.41
PF14833,HMMER,0.63
PF14836,HMMER,1.72
PF14843,HMMER,2.58
PF14844,HMMER,1.61
PF14845,HMMER,1.82
PF14851,HMMER,1.84
PF14854,HMMER,1.66
PF14857,HMMER,3.39
PF14875,HMMER,1.88
PF14886,HMMER,4.78
PF14892,HMMER,1.42
PF14893,HMMER,2.17
PF14904,HMMER,4.62
PF14909,FULL,3.5
PF14912,HMMER,1.01
PF14914,HMMER,3.98
PF14915,FULL,2.62
PF14916,FULL,3.45
PF14917,HMMER,5.0
PF14921,HMMER,1.84
PF14922,HMMER,1.46
PF14927,HMMER,1.57
PF14938,HMMER,2.11
PF14940,HMMER,1.66
PF14944,HMMER,3.77
PF14945,HMMER,1.7
PF14948,HMMER,2.06
PF14949,HMMER,2.56
PF14954,HMMER,3.02
PF14957,FULL,1.92
PF14965,HMMER,0.82
PF14967,FULL,3.49
PF14976,HMMER,5.31
PF14977,HMMER,0.83
PF14979,HMMER,1.7
PF14982,FULL,2.37
PF14988,HMMER,0.71
PF14992,HMMER,1.97
PF14997,FULL,0.38
PF14998,HMMER,1.99
PF15005,HMMER,0.52
PF15010,HMMER,2.33
PF15017,HMMER,2.67
PF15018,HMMER,3.59
PF15024,HMMER,2.75
PF15027,HMMER,2.8
PF15035,HMMER,1.82
PF15037,HMMER,1.02
PF15040,HMMER,3.72
PF15045,HMMER,0.66
PF15047,HMMER,0.38
PF15049,HMMER,1.07
PF15051,HMMER,2.18
PF15054,FULL,3.05
PF15056,HMMER,2.43
PF15057,HMMER,0.61
PF15058,HMMER,0.82
PF15059,HMMER,2.74
PF15060,HMMER,1.93
PF15063,HMMER,1.15
PF15067,HMMER,2.43
PF15068,HMMER,2.04
PF15069,HMMER,1.66
PF15070,HMMER,3.47
PF15107,HMMER,1.24
PF15115,HMMER,0.58
PF15118,HMMER,3.99
PF15125,HMMER,2.64
PF15129,HMMER,4.34
PF15143,HMMER,3.68
PF15155,HMMER,2.62
PF15157,HMMER,5.12
PF15170,HMMER,3.5
PF15173,HMMER,0.96
PF15177,HMMER,2.71
PF15180,HMMER,1.35
PF15183,FULL,1.78
PF15186,HMMER,2.67
PF15193,FULL,4.36
PF15194,FULL,5.01
PF15200,HMMER,1.36
PF15206,HMMER,4.57
PF15223,HMMER,2.97
PF15227,HMMER,2.7
PF15228,HMMER,1.53
PF15229,HMMER,2.13
PF15230,HMMER,3.0
PF15231,HMMER,4.95
PF15232,HMMER,2.03
PF15233,HMMER,3.54
PF15235,HMMER,2.28
PF15237,FULL,1.98
PF15238,HMMER,3.48
PF15240,HMMER,3.56
PF15241,FULL,2.99
PF15242,FULL,2.21
PF15246,HMMER,1.01
PF15248,HMMER,2.21
PF15249,FULL,3.91
PF15250,HMMER,1.43
PF15251,HMMER,3.26
PF15252,HMMER,0.8
PF15255,HMMER,2.9
PF15256,FULL,2.47
PF15258,FULL,4.76
PF15259,HMMER,0.93
PF15260,HMMER,2.99
PF15262,HMMER,1.1
PF15265,HMMER,0.71
PF15266,HMMER,0.77
PF15268,FULL,2.49
PF15269,HMMER,4.88
PF15273,FULL,2.82
PF15275,HMMER,0.98
PF15276,HMMER,2.33
PF15277,HMMER,1.61
PF15279,HMMER,1.35
PF15282,HMMER,2.39
PF15287,HMMER,1.39
PF15288,HMMER,4.65
PF15290,FULL,3.87
PF15297,HMMER,1.79
PF15298,HMMER,1.96
PF15300,HMMER,3.65
PF15301,FULL,3.89
PF15303,HMMER,1.58
PF15304,HMMER,0.94
PF15308,HMMER,2.27
PF15309,HMMER,1.39
PF15313,HMMER,3.27
PF15315,HMMER,4.98
PF15316,HMMER,1.77
PF15317,HMMER,1.93
PF15320,HMMER,5.68
PF15321,HMMER,1.93
PF15326,HMMER,1.32
PF15327,HMMER,1.49
PF15330,HMMER,0.79
PF15336,FULL,4.12
PF15337,HMMER,3.34
PF15342,FULL,3.93
PF15344,HMMER,0.83
PF15363,HMMER,3.8
PF15365,HMMER,5.32
PF15371,HMMER,2.22
PF15374,HMMER,2.16
PF15378,HMMER,1.73
PF15385,HMMER,2.74
PF15386,HMMER,3.98
PF15388,FULL,3.04
PF15409,FULL,2.92
PF15410,HMMER,2.04
PF15412,HMMER,2.53
PF15423,HMMER,3.22
PF15434,HMMER,2.83
PF15439,HMMER,1.87
PF15440,HMMER,0.9
PF15441,HMMER,5.19
PF15452,HMMER,0.84
PF15453,FULL,0.6
PF15477,HMMER,1.32
PF15483,HMMER,3.61
PF15487,HMMER,4.7
PF15494,HMMER,1.17
PF15508,HMMER,0.51
PF15511,HMMER,1.35
PF15519,HMMER,1.71
PF15549,HMMER,1.12
PF15558,HMMER,0.92
PF15612,HMMER,0.63
PF15613,HMMER,1.23
PF15619,HMMER,2.18
PF15621,HMMER,3.38
PF15623,HMMER,3.69
PF15625,HMMER,2.22
PF15636,HMMER,4.05
PF15663,HMMER,3.25
PF15665,HMMER,1.61
PF15666,FULL,3.18
PF15670,HMMER,1.71
PF15692,FULL,2.71
PF15695,HMMER,4.26
PF15696,HMMER,1.72
PF15703,HMMER,-0.25
PF15705,HMMER,2.51
PF15706,HMMER,3.05
PF15708,HMMER,4.62
PF15711,HMMER,1.42
PF15722,HMMER,3.94
PF15733,HMMER,0.65
PF15735,HMMER,0.97
PF15737,HMMER,0.84
PF15739,FULL,1.59
PF15779,HMMER,2.32
PF15782,HMMER,4.28
PF15783,HMMER,1.05
PF15784,HMMER,3.52
PF15787,HMMER,1.97
PF15788,SEED,1.69
PF15790,HMMER,4.33
PF15791,HMMER,2.88
PF15796,HMMER,3.33
PF15804,HMMER,0.71
PF15807,HMMER,0.95
PF15808,FULL,4.77
PF15815,HMMER,2.41
PF15825,HMMER,4.86
PF15831,HMMER,1.1
PF15832,HMMER,4.31
PF15840,HMMER,5.69
PF15870,HMMER,3.95
PF15871,HMMER,2.9
PF15872,FULL,2.31
PF15874,HMMER,0.97
PF15898,HMMER,3.25
PF15901,FULL,3.18
PF15902,FULL,2.87
PF15903,HMMER,2.76
PF15908,FULL,3.4
PF15910,HMMER,1.44
PF15913,HMMER,3.5
PF15914,HMMER,4.58
PF15917,HMMER,2.88
PF15920,FULL,3.27
