uniprot	domain_id	domain_name	start	end
Q8WZ42	PF00041	Fibronectin type III domain	28297	28381
Q8WZ42	PF00041	Fibronectin type III domain	28392	28474
Q8WZ42	PF00041	Fibronectin type III domain	28586	28668
Q8WZ42	PF00041	Fibronectin type III domain	28686	28775
Q8WZ42	PF00041	Fibronectin type III domain	28783	28869
Q8WZ42	PF00041	Fibronectin type III domain	28985	29064
Q8WZ42	PF00041	Fibronectin type III domain	29087	29167
Q8WZ42	PF00041	Fibronectin type III domain	29183	29266
Q8WZ42	PF00041	Fibronectin type III domain	29378	29460
Q8WZ42	PF00041	Fibronectin type III domain	29475	29559
Q8WZ42	PF00041	Fibronectin type III domain	29675	29755
Q8WZ42	PF00041	Fibronectin type III domain	29769	29857
Q8WZ42	PF00041	Fibronectin type III domain	29867	29951
Q8WZ42	PF00041	Fibronectin type III domain	30073	30158
Q8WZ42	PF00041	Fibronectin type III domain	30181	30258
Q8WZ42	PF00041	Fibronectin type III domain	30271	30359
Q8WZ42	PF00041	Fibronectin type III domain	30470	30550
Q8WZ42	PF00041	Fibronectin type III domain	30565	30652
Q8WZ42	PF00041	Fibronectin type III domain	30761	30847
Q8WZ42	PF00041	Fibronectin type III domain	30861	30949
Q8WZ42	PF00041	Fibronectin type III domain	30962	31047
Q8WZ42	PF00041	Fibronectin type III domain	31162	31240
Q8WZ42	PF00041	Fibronectin type III domain	31259	31347
Q8WZ42	PF00041	Fibronectin type III domain	31359	31444
Q8WZ42	PF00041	Fibronectin type III domain	31652	31739
Q8WZ42	PF00041	Fibronectin type III domain	31754	31842
Q8WZ42	PF00041	Fibronectin type III domain	32050	32138
Q8WZ42	PF00069	Protein kinase domain	32179	32432
Q8WZ42	PF02818	PPAK motif	10503	10529
Q8WZ42	PF02818	PPAK motif	10587	10613
Q8WZ42	PF02818	PPAK motif	10615	10641
Q8WZ42	PF02818	PPAK motif	10762	10787
Q8WZ42	PF02818	PPAK motif	10901	10925
Q8WZ42	PF02818	PPAK motif	10927	10953
Q8WZ42	PF02818	PPAK motif	10955	10981
Q8WZ42	PF02818	PPAK motif	10983	11009
Q8WZ42	PF02818	PPAK motif	11698	11724
Q8WZ42	PF07679	Immunoglobulin I-set domain	6	97
Q8WZ42	PF07679	Immunoglobulin I-set domain	104	193
Q8WZ42	PF07679	Immunoglobulin I-set domain	944	1032
Q8WZ42	PF07679	Immunoglobulin I-set domain	1082	1171
Q8WZ42	PF07679	Immunoglobulin I-set domain	1293	1381
Q8WZ42	PF07679	Immunoglobulin I-set domain	1457	1547
Q8WZ42	PF07679	Immunoglobulin I-set domain	1556	1647
Q8WZ42	PF07679	Immunoglobulin I-set domain	1704	1794
Q8WZ42	PF07679	Immunoglobulin I-set domain	1842	1929
Q8WZ42	PF07679	Immunoglobulin I-set domain	2078	2168
Q8WZ42	PF07679	Immunoglobulin I-set domain	2175	2259
Q8WZ42	PF07679	Immunoglobulin I-set domain	2268	2343
Q8WZ42	PF07679	Immunoglobulin I-set domain	2358	2428
Q8WZ42	PF07679	Immunoglobulin I-set domain	2447	2528
Q8WZ42	PF07679	Immunoglobulin I-set domain	2534	2609
Q8WZ42	PF07679	Immunoglobulin I-set domain	2622	2703
Q8WZ42	PF07679	Immunoglobulin I-set domain	2708	2778
Q8WZ42	PF07679	Immunoglobulin I-set domain	2796	2878
Q8WZ42	PF07679	Immunoglobulin I-set domain	2883	2963
Q8WZ42	PF07679	Immunoglobulin I-set domain	2971	3051
Q8WZ42	PF07679	Immunoglobulin I-set domain	3059	3137
Q8WZ42	PF07679	Immunoglobulin I-set domain	3239	3328
Q8WZ42	PF07679	Immunoglobulin I-set domain	3345	3432
Q8WZ42	PF07679	Immunoglobulin I-set domain	3504	3592
Q8WZ42	PF07679	Immunoglobulin I-set domain	3621	3711
Q8WZ42	PF07679	Immunoglobulin I-set domain	4289	4377
Q8WZ42	PF07679	Immunoglobulin I-set domain	4383	4472
Q8WZ42	PF07679	Immunoglobulin I-set domain	4478	4567
Q8WZ42	PF07679	Immunoglobulin I-set domain	4571	4660
Q8WZ42	PF07679	Immunoglobulin I-set domain	4665	4752
Q8WZ42	PF07679	Immunoglobulin I-set domain	4758	4843
Q8WZ42	PF07679	Immunoglobulin I-set domain	4851	4940
Q8WZ42	PF07679	Immunoglobulin I-set domain	4946	5033
Q8WZ42	PF07679	Immunoglobulin I-set domain	5040	5128
Q8WZ42	PF07679	Immunoglobulin I-set domain	5133	5222
Q8WZ42	PF07679	Immunoglobulin I-set domain	5228	5315
Q8WZ42	PF07679	Immunoglobulin I-set domain	5320	5408
Q8WZ42	PF07679	Immunoglobulin I-set domain	5413	5502
Q8WZ42	PF07679	Immunoglobulin I-set domain	5508	5595
Q8WZ42	PF07679	Immunoglobulin I-set domain	5602	5691
Q8WZ42	PF07679	Immunoglobulin I-set domain	5695	5784
Q8WZ42	PF07679	Immunoglobulin I-set domain	5788	5878
Q8WZ42	PF07679	Immunoglobulin I-set domain	5882	5969
Q8WZ42	PF07679	Immunoglobulin I-set domain	5975	6064
Q8WZ42	PF07679	Immunoglobulin I-set domain	6069	6157
Q8WZ42	PF07679	Immunoglobulin I-set domain	6164	6253
Q8WZ42	PF07679	Immunoglobulin I-set domain	6257	6346
Q8WZ42	PF07679	Immunoglobulin I-set domain	6350	6440
Q8WZ42	PF07679	Immunoglobulin I-set domain	6444	6532
Q8WZ42	PF07679	Immunoglobulin I-set domain	6537	6627
Q8WZ42	PF07679	Immunoglobulin I-set domain	6633	6720
Q8WZ42	PF07679	Immunoglobulin I-set domain	6727	6816
Q8WZ42	PF07679	Immunoglobulin I-set domain	6820	6909
Q8WZ42	PF07679	Immunoglobulin I-set domain	6914	6998
Q8WZ42	PF07679	Immunoglobulin I-set domain	7006	7091
Q8WZ42	PF07679	Immunoglobulin I-set domain	7102	7190
Q8WZ42	PF07679	Immunoglobulin I-set domain	7198	7287
Q8WZ42	PF07679	Immunoglobulin I-set domain	7291	7381
Q8WZ42	PF07679	Immunoglobulin I-set domain	7385	7473
Q8WZ42	PF07679	Immunoglobulin I-set domain	7478	7568
Q8WZ42	PF07679	Immunoglobulin I-set domain	7573	7661
Q8WZ42	PF07679	Immunoglobulin I-set domain	7668	7757
Q8WZ42	PF07679	Immunoglobulin I-set domain	7761	7850
Q8WZ42	PF07679	Immunoglobulin I-set domain	7855	7943
Q8WZ42	PF07679	Immunoglobulin I-set domain	7947	8035
Q8WZ42	PF07679	Immunoglobulin I-set domain	8043	8130
Q8WZ42	PF07679	Immunoglobulin I-set domain	8139	8228
Q8WZ42	PF07679	Immunoglobulin I-set domain	8232	8322
Q8WZ42	PF07679	Immunoglobulin I-set domain	8327	8409
Q8WZ42	PF07679	Immunoglobulin I-set domain	8419	8509
Q8WZ42	PF07679	Immunoglobulin I-set domain	8514	8602
Q8WZ42	PF07679	Immunoglobulin I-set domain	8609	8698
Q8WZ42	PF07679	Immunoglobulin I-set domain	8702	8790
Q8WZ42	PF07679	Immunoglobulin I-set domain	8796	8882
Q8WZ42	PF07679	Immunoglobulin I-set domain	8888	8977
Q8WZ42	PF07679	Immunoglobulin I-set domain	8984	9071
Q8WZ42	PF07679	Immunoglobulin I-set domain	9080	9169
Q8WZ42	PF07679	Immunoglobulin I-set domain	9176	9263
Q8WZ42	PF07679	Immunoglobulin I-set domain	9273	9362
Q8WZ42	PF07679	Immunoglobulin I-set domain	9383	9471
Q8WZ42	PF07679	Immunoglobulin I-set domain	9586	9657
Q8WZ42	PF07679	Immunoglobulin I-set domain	9674	9747
Q8WZ42	PF07679	Immunoglobulin I-set domain	9762	9848
Q8WZ42	PF07679	Immunoglobulin I-set domain	12059	12134
Q8WZ42	PF07679	Immunoglobulin I-set domain	12237	12309
Q8WZ42	PF07679	Immunoglobulin I-set domain	12415	12488
Q8WZ42	PF07679	Immunoglobulin I-set domain	12502	12577
Q8WZ42	PF07679	Immunoglobulin I-set domain	12590	12672
Q8WZ42	PF07679	Immunoglobulin I-set domain	12769	12844
Q8WZ42	PF07679	Immunoglobulin I-set domain	12857	12937
Q8WZ42	PF07679	Immunoglobulin I-set domain	12945	13017
Q8WZ42	PF07679	Immunoglobulin I-set domain	13127	13197
Q8WZ42	PF07679	Immunoglobulin I-set domain	13213	13287
Q8WZ42	PF07679	Immunoglobulin I-set domain	13302	13375
Q8WZ42	PF07679	Immunoglobulin I-set domain	13391	13463
Q8WZ42	PF07679	Immunoglobulin I-set domain	13480	13552
Q8WZ42	PF07679	Immunoglobulin I-set domain	13568	13654
Q8WZ42	PF07679	Immunoglobulin I-set domain	13662	13735
Q8WZ42	PF07679	Immunoglobulin I-set domain	13751	13826
Q8WZ42	PF07679	Immunoglobulin I-set domain	13840	13916
Q8WZ42	PF07679	Immunoglobulin I-set domain	13927	14013
Q8WZ42	PF07679	Immunoglobulin I-set domain	14341	14411
Q8WZ42	PF07679	Immunoglobulin I-set domain	14625	14707
Q8WZ42	PF07679	Immunoglobulin I-set domain	15314	15403
Q8WZ42	PF07679	Immunoglobulin I-set domain	15615	15725
Q8WZ42	PF07679	Immunoglobulin I-set domain	16041	16120
Q8WZ42	PF07679	Immunoglobulin I-set domain	16334	16421
Q8WZ42	PF07679	Immunoglobulin I-set domain	16747	16835
Q8WZ42	PF07679	Immunoglobulin I-set domain	17053	17140
Q8WZ42	PF07679	Immunoglobulin I-set domain	17459	17539
Q8WZ42	PF07679	Immunoglobulin I-set domain	17754	17835
Q8WZ42	PF07679	Immunoglobulin I-set domain	18153	18233
Q8WZ42	PF07679	Immunoglobulin I-set domain	18445	18527
Q8WZ42	PF07679	Immunoglobulin I-set domain	18844	18925
Q8WZ42	PF07679	Immunoglobulin I-set domain	19137	19220
Q8WZ42	PF07679	Immunoglobulin I-set domain	19543	19622
Q8WZ42	PF07679	Immunoglobulin I-set domain	19832	19915
Q8WZ42	PF07679	Immunoglobulin I-set domain	20232	20312
Q8WZ42	PF07679	Immunoglobulin I-set domain	20630	20710
Q8WZ42	PF07679	Immunoglobulin I-set domain	20921	20999
Q8WZ42	PF07679	Immunoglobulin I-set domain	21315	21396
Q8WZ42	PF07679	Immunoglobulin I-set domain	21711	21791
Q8WZ42	PF07679	Immunoglobulin I-set domain	22002	22082
Q8WZ42	PF07679	Immunoglobulin I-set domain	22397	22478
Q8WZ42	PF07679	Immunoglobulin I-set domain	22797	22875
Q8WZ42	PF07679	Immunoglobulin I-set domain	23076	23164
Q8WZ42	PF07679	Immunoglobulin I-set domain	23479	23560
Q8WZ42	PF07679	Immunoglobulin I-set domain	23879	23957
Q8WZ42	PF07679	Immunoglobulin I-set domain	24163	24243
Q8WZ42	PF07679	Immunoglobulin I-set domain	24560	24642
Q8WZ42	PF07679	Immunoglobulin I-set domain	24959	25039
Q8WZ42	PF07679	Immunoglobulin I-set domain	25244	25328
Q8WZ42	PF07679	Immunoglobulin I-set domain	25643	25725
Q8WZ42	PF07679	Immunoglobulin I-set domain	26043	26122
Q8WZ42	PF07679	Immunoglobulin I-set domain	26324	26410
Q8WZ42	PF07679	Immunoglobulin I-set domain	26725	26806
Q8WZ42	PF07679	Immunoglobulin I-set domain	27121	27201
Q8WZ42	PF07679	Immunoglobulin I-set domain	27410	27491
Q8WZ42	PF07679	Immunoglobulin I-set domain	27808	27889
Q8WZ42	PF07679	Immunoglobulin I-set domain	28207	28288
Q8WZ42	PF07679	Immunoglobulin I-set domain	28498	28569
Q8WZ42	PF07679	Immunoglobulin I-set domain	28896	28975
Q8WZ42	PF07679	Immunoglobulin I-set domain	29293	29372
Q8WZ42	PF07679	Immunoglobulin I-set domain	29583	29664
Q8WZ42	PF07679	Immunoglobulin I-set domain	29984	30064
Q8WZ42	PF07679	Immunoglobulin I-set domain	30381	30461
Q8WZ42	PF07679	Immunoglobulin I-set domain	30672	30754
Q8WZ42	PF07679	Immunoglobulin I-set domain	31073	31151
Q8WZ42	PF07679	Immunoglobulin I-set domain	31461	31547
Q8WZ42	PF07679	Immunoglobulin I-set domain	31568	31645
Q8WZ42	PF07679	Immunoglobulin I-set domain	31855	31946
Q8WZ42	PF07679	Immunoglobulin I-set domain	31963	32045
Q8WZ42	PF07679	Immunoglobulin I-set domain	32503	32585
Q8WZ42	PF07679	Immunoglobulin I-set domain	32617	32709
Q8WZ42	PF07679	Immunoglobulin I-set domain	32722	32812
Q8WZ42	PF07679	Immunoglobulin I-set domain	33301	33390
Q8WZ42	PF07679	Immunoglobulin I-set domain	33489	33577
Q8WZ42	PF07679	Immunoglobulin I-set domain	33658	33732
Q8WZ42	PF07679	Immunoglobulin I-set domain	33779	33868
Q8WZ42	PF07679	Immunoglobulin I-set domain	33969	34052
Q8WZ42	PF07679	Immunoglobulin I-set domain	34061	34150
Q8WZ42	PF07679	Immunoglobulin I-set domain	34256	34347
Q8WZ42	PF09042	Titin Z	418	454
Q8WZ42	PF09042	Titin Z	693	739
Q8WZ42	PF18362	Tri-helix bundle domain	9505	9535
Q8WZ55	PF15462	Bartter syndrome, infantile, with sensorineural deafness (Barttin)	27	251
Q8WZ59	PF15431	Transmembrane protein 190	21	145
Q8WZ73	PF13920	Zinc finger, C3HC4 type (RING finger)	312	355
Q8WZ73	PF21272	E3 ubiquitin-protein ligase CARP1/2, FYVE/PHD zinc finger	48	93
Q8WZ73	PF22968	E3 ubiquitin-protein ligase rififylin-like domain	243	290
Q8WZ73	PF23632	RNF34/RFFL SAP domain	94	142
Q8WZ74	PF00023	Ankyrin repeat	810	839
Q8WZ74	PF00023	Ankyrin repeat	842	865
Q8WZ74	PF09727	Cortactin-binding protein-2	36	138
Q8WZ74	PF12796	Ankyrin repeats (3 copies)	714	805
Q8WZ74	PF25408	NAV1-like, AAA+ ATPase lid domain	1305	1374
Q8WZ75	PF00041	Fibronectin type III domain	350	435
Q8WZ75	PF07679	Immunoglobulin I-set domain	138	220
Q8WZ75	PF13927	Immunoglobulin domain	31	118
Q8WZ82	PF03959	Serine hydrolase (FSH1)	5	217
Q8WZA1	PF03071	GNT-I family	301	560
Q8WZA1	PF15711	Interleukin-like EMT inducer	129	218
Q8WZA2	PF00027	Cyclic nucleotide-binding domain	62	150
Q8WZA2	PF00027	Cyclic nucleotide-binding domain	378	458
Q8WZA2	PF00610	Domain found in Dishevelled, Egl-10, and Pleckstrin (DEP)	222	289
Q8WZA2	PF00617	RasGEF domain	775	952
Q8WZA2	PF00618	RasGEF N-terminal motif	499	605
Q8WZA9	NA	NA	NA	NA
Q92185	PF00777	Glycosyltransferase family 29 (sialyltransferase)	94	338
Q92186	PF00777	Glycosyltransferase family 29 (sialyltransferase)	131	362
Q92187	PF00777	Glycosyltransferase family 29 (sialyltransferase)	101	347
Q92466	PF00400	WD domain, G-beta repeat	233	271
Q92466	PF00400	WD domain, G-beta repeat	282	315
Q92478	PF00059	Lectin C-type domain	55	146
Q92481	PF03299	Transcription factor AP-2	230	424
Q92482	PF00230	Major intrinsic protein	20	261
Q92484	PF00149	Calcineurin-like phosphoesterase	40	296
Q92484	PF19272	Acid sphingomyelin phosphodiesterase C-terminal region	308	449
Q92485	PF00149	Calcineurin-like phosphoesterase	22	280
Q92485	PF19272	Acid sphingomyelin phosphodiesterase C-terminal region	293	430
Q92496	PF00084	Sushi repeat (SCR repeat)	24	84
Q92496	PF00084	Sushi repeat (SCR repeat)	96	145
Q92496	PF00084	Sushi repeat (SCR repeat)	158	204
Q92496	PF00084	Sushi repeat (SCR repeat)	211	265
Q92496	PF00084	Sushi repeat (SCR repeat)	271	331
Q92496	PF00084	Sushi repeat (SCR repeat)	342	392
Q92496	PF00084	Sushi repeat (SCR repeat)	396	451
Q92496	PF00084	Sushi repeat (SCR repeat)	458	512
Q92499	PF00270	DEAD/DEAH box helicase	26	70
Q92499	PF00270	DEAD/DEAH box helicase	283	413
Q92499	PF00271	Helicase conserved C-terminal domain	496	609
Q92499	PF00622	SPRY domain	132	244
Q92502	PF00620	RhoGAP domain	586	728
Q92502	PF01852	START domain	819	1013
Q92503	PF00650	CRAL/TRIO domain	326	489
Q92503	PF03765	CRAL/TRIO, N-terminal domain	274	296
Q92503	PF04707	PRELI-like family	17	173
Q92504	PF02535	ZIP Zinc transporter	133	466
Q92506	PF13561	Enoyl-(Acyl carrier protein) reductase	18	259
Q92508	PF12166	Piezo non-specific cation channel, cap domain	2234	2519
Q92508	PF15917	Piezo TM25-28	1141	1465
Q92508	PF23188	Piezo1-like, transmembrane helical unit	1685	1807
Q92508	PF24871	Piezo TM1-24	26	707
Q92508	PF24874	Piezo, THU9 and anchor domain	1958	2195
Q92519	PF00069	Protein kinase domain	75	308
Q92520	PF15711	Interleukin-like EMT inducer	102	189
Q92521	PF03901	Alg9-like mannosyltransferase family	63	449
Q92522	PF00538	linker histone H1 and H5 family	47	117
Q92523	PF00755	Choline/Carnitine o-acyltransferase	176	755
Q92523	PF16484	Carnitine O-palmitoyltransferase N-terminus	1	47
Q92526	PF00118	TCP-1/cpn60 chaperonin family	30	524
Q92529	PF00017	SH2 domain	499	570
Q92529	PF00640	Phosphotyrosine interaction domain (PTB/PID)	155	310
Q92530	PF08577	PI31 proteasome regulator	177	248
Q92530	PF11566	PI31 proteasome regulator N-terminal	12	148
Q92535	PF06432	Phosphatidylinositol N-acetylglucosaminyltransferase	14	284
Q92536	PF13520	Amino acid permease	45	446
Q92537	PF00084	Sushi repeat (SCR repeat)	42	102
Q92538	PF01369	Sec7 domain	700	885
Q92538	PF12783	Mon2/Sec7/BIG1-like, HUS domain	403	552
Q92538	PF23325	GBF1-like, tetratrico peptide repeat region	1543	1713
Q92539	PF04571	lipin, N-terminal conserved region	1	107
Q92539	PF08235	LNS2 (Lipin/Ned1/Smp2)	637	862
Q92539	PF16876	Lipin/Ned1/Smp2 multi-domain protein middle domain	469	561
Q92540	PF10373	Est1 DNA/RNA binding domain	171	430
Q92540	PF10374	Telomerase activating protein Est1	55	168
Q92541	PF03126	Plus-3 domain	358	459
Q92542	PF05450	Nicastrin large lobe	274	499
Q92542	PF18266	Nicastrin small lobe	49	223
Q92543	PF00787	PX domain	572	657
Q92543	PF02194	PXA domain	97	265
Q92543	PF08628	Sorting nexin C terminal	838	945
Q92544	PF02990	Endomembrane protein 70	55	598
Q92545	PF12371	Transmembrane protein 131-like N-terminal	109	191
Q92545	PF19532	Transmembrane protein 131-like, second Ig-like domain	342	392
Q92545	PF24495	Transmembrane protein 131 second Ig-like domain	209	298
Q92545	PF24498	TMEM131L third Ig-like domain	436	535
Q92545	PF24499	TMEM131L fourth Ig-like domain	836	972
Q92545	PF24501	TMEM131L fifth Ig-like domain	1023	1087
Q92546	PF08737	Rgp1	91	159
Q92546	PF08737	Rgp1	210	330
Q92547	PF00533	BRCA1 C Terminus (BRCT) domain	105	175
Q92547	PF00533	BRCA1 C Terminus (BRCT) domain	196	271
Q92547	PF00533	BRCA1 C Terminus (BRCT) domain	355	431
Q92547	PF00533	BRCA1 C Terminus (BRCT) domain	549	620
Q92547	PF00533	BRCA1 C Terminus (BRCT) domain	643	723
Q92547	PF00533	BRCA1 C Terminus (BRCT) domain	902	977
Q92547	PF00533	BRCA1 C Terminus (BRCT) domain	1262	1337
Q92547	PF21298	TopBP1, BRCT0 domain	9	104
Q92547	PF23294	TopBP1/SLF1, BRCT domain	1391	1477
Q92551	PF03770	Inositol polyphosphate kinase	207	434
Q92552	PF10037	Mitochondrial 28S ribosomal protein S27	1	412
Q92556	PF04727	ELMO/CED-12 family	303	481
Q92556	PF11841	ELMO, armadillo-like helical domain	115	280
Q92556	PF16457	Pleckstrin homology domain	548	674
Q92556	PF26964	ELMO protein N-terminal Ras-binding domain	6	80
Q92558	PF02205	WH2 motif	495	520
Q92558	PF27560	WAVE5 second domain	116	156
Q92558	PF27569	SCAR helical domain	29	80
Q92560	PF01088	Ubiquitin carboxyl-terminal hydrolase, family 1	5	214
Q92560	PF18031	Ubiquitin carboxyl-terminal hydrolases	643	688
Q92562	PF02383	SacI homology domain	93	423
Q92563	PF00086	Thyroglobulin type-1 repeat	313	376
Q92563	PF07648	Kazal-type serine protease inhibitor domain	136	180
Q92563	PF10591	Secreted protein acidic and rich in cysteine Ca binding region	197	305
Q92564	PF03556	Cullin binding	175	285
Q92565	PF00617	RasGEF domain	349	524
Q92565	PF00618	RasGEF N-terminal motif	72	165
Q92567	PF14944	Tongue Cancer Chemotherapy Resistant Protein 1	1	244
Q92569	PF00017	SH2 domain	65	140
Q92569	PF00017	SH2 domain	358	432
Q92569	PF16454	Phosphatidylinositol 3-kinase regulatory subunit P85 inter-SH2 domain	163	331
Q92570	PF00104	Ligand-binding domain of nuclear hormone receptor	434	606
Q92570	PF00105	Double treble clef zinc finger, C4 type	291	359
Q92572	PF01217	Clathrin adaptor complex small chain	1	147
Q92574	PF04388	Hamartin protein	7	719
Q92575	PF00789	UBX domain	315	394
Q92575	PF23187	UBX7 N-terminal domain	4	99
Q92581	PF00999	Sodium/hydrogen exchanger, transmembrane	84	534
Q92583	PF00048	Small cytokines (intecrine/chemokine), interleukin-8 like	32	88
Q92585	PF09596	MamL-1 domain	14	71
Q92585	PF20801	Mastermind-like 1/3, transactivation domain 2	303	1016
Q92597	PF03096	Ndr family	34	316
Q92598	PF00012	Hsp70 protein	3	703
Q92598	PF27508	HYOU1-like, C-terminal domain	733	796
Q92599	PF00735	Septin	41	309
Q92600	PF04078	Cell differentiation family, Rcd1-like	25	283
Q92604	PF01553	Acyltransferase	92	195
Q92604	PF16076	Acyltransferase C-terminus	272	343
Q92608	PF06920	DHR-2, Lobe A	1205	1334
Q92608	PF07653	Variant SH3 domain	12	63
Q92608	PF14429	C2 domain in Dock180 and Zizimin proteins	419	615
Q92608	PF16172	DOCK N-terminus	72	414
Q92608	PF20421	DHR-2, Lobe C	1514	1615
Q92608	PF20422	DHR-2, Lobe B	1395	1473
Q92608	PF23554	Dedicator of cytokinesis (DOCK) TPR region	626	1156
Q92609	PF00566	Rab-GTPase-TBC domain	155	262
Q92609	PF00566	Rab-GTPase-TBC domain	302	380
Q92611	PF01532	Glycosyl hydrolase family 47	137	585
Q92613	PF10513	Enhancer of polycomb-like	57	177
Q92613	PF13831	PHD-finger	215	248
Q92613	PF13832	PHD-zinc-finger like domain	254	365
Q92614	PF00063	Myosin head (motor domain)	408	1051
Q92614	PF00063	Myosin head (motor domain)	1086	1173
Q92614	PF00595	PDZ domain	222	308
Q92614	PF01576	Myosin tail	1220	1859
Q92614	PF24556	Unconventional myosin-XVIIIa SH3 domain	335	396
Q92615	PF05383	La domain	160	216
Q92615	PF26088	La-related protein 4-like, RNA recognition motif	234	341
Q92616	PF23271	Stalled ribosome sensor GCN1-like, HEAT repeats	2076	2258
Q92616	PF24984	Elongation factor 3/GNC1 HEAT repeat	1592	1691
Q92616	PF24987	EF3 N-terminal HEAT repeat	1394	1562
Q92616	PF24987	EF3 N-terminal HEAT repeat	1713	1843
Q92616	PF24993	Stalled ribosome sensor GCN1 N-terminal	220	353
Q92616	PF25801	Stalled ribosome sensor GCN1-like, HEAT repeats	2382	2669
Q92616	PF26715	Stalled ribosome sensor GCN1, HEAT repeats	1118	1328
Q92618	PF00096	Zinc finger, C2H2 type	34	56
Q92618	PF00096	Zinc finger, C2H2 type	62	84
Q92618	PF00096	Zinc finger, C2H2 type	248	270
Q92618	PF00096	Zinc finger, C2H2 type	278	298
Q92618	PF00096	Zinc finger, C2H2 type	1098	1120
Q92619	PF00620	RhoGAP domain	775	942
Q92619	PF22699	GEM-interacting protein-like, FCH domain	280	548
Q92619	PF24235	Rho GTPase-activating protein 29/45 N-terminal	116	222
Q92620	PF00270	DEAD/DEAH box helicase	536	690
Q92620	PF00271	Helicase conserved C-terminal domain	736	861
Q92620	PF04408	Helicase associated domain (HA2), winged-helix	926	951
Q92620	PF07717	Oligonucleotide/oligosaccharide-binding (OB)-fold	1069	1146
Q92620	PF21010	Helicase associated domain (HA2), ratchet-like	952	1011
Q92621	PF11894	Nuclear pore complex scaffold, nucleoporins 186/192/205	30	1683
Q92622	PF02759	RUN domain	56	176
Q92622	PF13901	Rubicon Homology Domain	737	936
Q92622	PF21054	Rubicon, PI3K-binding domain	487	698
Q92624	PF13374	Tetratricopeptide repeat	428	466
Q92624	PF13374	Tetratricopeptide repeat	472	508
Q92625	PF00536	SAM domain (Sterile alpha motif)	699	759
Q92625	PF00536	SAM domain (Sterile alpha motif)	768	830
Q92625	PF00640	Phosphotyrosine interaction domain (PTB/PID)	965	1067
Q92625	PF12796	Ankyrin repeats (3 copies)	65	139
Q92625	PF12796	Ankyrin repeats (3 copies)	140	207
Q92625	PF12796	Ankyrin repeats (3 copies)	211	277
Q92626	PF00560	Leucine Rich Repeat	159	181
Q92626	PF03098	Animal haem peroxidase	741	1289
Q92626	PF07679	Immunoglobulin I-set domain	246	328
Q92626	PF07679	Immunoglobulin I-set domain	342	428
Q92626	PF07679	Immunoglobulin I-set domain	433	519
Q92626	PF07679	Immunoglobulin I-set domain	525	611
Q92626	PF13855	Leucine rich repeat	86	146
Q92626	PF23334	VWC2L-like domain	1419	1469
Q92629	PF04790	Sarcoglycan complex subunit protein	23	277
Q92630	PF00069	Protein kinase domain	222	535
Q92633	PF00001	7 transmembrane receptor (rhodopsin family)	67	311
Q92636	PF00400	WD domain, G-beta repeat	626	657
Q92636	PF00400	WD domain, G-beta repeat	706	740
Q92636	PF00400	WD domain, G-beta repeat	758	791
Q92636	PF00400	WD domain, G-beta repeat	797	833
Q92636	PF00400	WD domain, G-beta repeat	881	913
Q92636	PF02138	Beige/BEACH domain	304	575
Q92636	PF02893	GRAM domain	178	292
Q92636	PF25400	FAN protein N-terminal PH domain	1	168
Q92637	PF13895	Immunoglobulin domain	107	171
Q92637	PF13927	Immunoglobulin domain	23	86
Q92643	PF01650	Peptidase C13 family	45	277
Q92665	PF15433	Mitochondrial 28S ribosomal protein S31	96	389
Q92667	PF00013	KH domain	610	671
Q92667	PF00567	Tudor domain	705	826
Q92673	PF00041	Fibronectin type III domain	1558	1629
Q92673	PF00041	Fibronectin type III domain	1652	1737
Q92673	PF00041	Fibronectin type III domain	1934	2008
Q92673	PF00057	Low-density lipoprotein receptor domain class A	1077	1112
Q92673	PF00057	Low-density lipoprotein receptor domain class A	1117	1153
Q92673	PF00057	Low-density lipoprotein receptor domain class A	1157	1192
Q92673	PF00057	Low-density lipoprotein receptor domain class A	1198	1235
Q92673	PF00057	Low-density lipoprotein receptor domain class A	1239	1271
Q92673	PF00057	Low-density lipoprotein receptor domain class A	1325	1359
Q92673	PF00057	Low-density lipoprotein receptor domain class A	1368	1403
Q92673	PF00057	Low-density lipoprotein receptor domain class A	1417	1453
Q92673	PF00057	Low-density lipoprotein receptor domain class A	1470	1506
Q92673	PF00057	Low-density lipoprotein receptor domain class A	1513	1549
Q92673	PF00058	Low-density lipoprotein receptor repeat class B	890	929
Q92673	PF00058	Low-density lipoprotein receptor repeat class B	933	969
Q92673	PF15901	Sortilin, neurotensin receptor 3, C-terminal	588	752
Q92673	PF15902	Sortilin, neurotensin receptor 3,	134	586
Q92673	PF25814	SORL1-like, fn3 domain	1842	1930
Q92674	PF07778	Mis6	9	521
Q92681	NA	NA	NA	NA
Q92685	PF05208	ALG3 protein	48	406
Q92686	PF00612	IQ calmodulin-binding motif	28	47
Q92688	PF14580	Leucine-rich repeat	18	146
Q92692	PF07686	Immunoglobulin V-set domain	40	158
Q92692	PF08205	CD80-like C2-set immunoglobulin domain	168	248
Q92696	PF00560	Leucine Rich Repeat	466	484
Q92696	PF01239	Protein prenyltransferase alpha subunit repeat	47	76
Q92696	PF01239	Protein prenyltransferase alpha subunit repeat	90	119
Q92696	PF01239	Protein prenyltransferase alpha subunit repeat	125	154
Q92696	PF01239	Protein prenyltransferase alpha subunit repeat	161	190
