Pfam_code,alignment_type,score_original
PF10475,FULL,2.66
PF10482,REC,2.86
PF10483,FULL,4.86
PF10486,REC,1.06
PF10488,REC,2.14
PF10495,REC,3.04
PF10497,REC,4.73
PF10502,REC,1.41
PF10506,REC,0.94
PF10509,FULL,4.19
PF10513,REC,1.21
PF10515,REC,3.59
PF10522,REC,0.76
PF10523,REC,0.73
PF10524,FULL,5.23
PF10525,REC,3.62
PF10529,FULL,3.65
PF10534,REC,2.81
PF10537,REC,1.05
PF10541,REC,2.66
PF10557,REC,2.42
PF10558,REC,4.0
PF10559,REC,5.4
PF10565,REC,1.64
PF10568,REC,1.82
PF10577,REC,1.98
PF10581,REC,4.89
PF10584,REC,3.39
PF10585,FULL,2.38
PF10587,REC,3.57
PF10591,REC,1.77
PF10595,REC,1.2
PF10600,FULL,3.81
PF10601,REC,2.34
PF10602,REC,0.58
PF10606,REC,3.55
PF10607,REC,1.0
PF10608,REC,3.75
PF10609,REC,2.37
PF10613,REC,2.78
PF10629,REC,2.43
PF10630,REC,2.43
PF10660,REC,1.48
PF10996,REC,0.89
PF11002,REC,3.77
PF11057,REC,2.33
PF11232,REC,3.9
PF11261,REC,5.05
PF11357,REC,3.81
PF11365,FULL,2.1
PF11413,REC,2.99
PF11414,REC,1.03
PF11461,REC,1.49
PF11464,FULL,2.49
PF11467,REC,2.08
PF11502,FULL,3.6
PF11515,REC,2.88
PF11527,REC,1.05
PF11540,REC,4.19
PF11548,REC,2.01
PF11566,REC,0.58
PF11569,REC,2.29
PF11577,FULL,4.06
PF11598,REC,2.57
PF11601,FULL,4.49
PF11616,REC,3.07
PF11618,REC,2.58
PF11627,REC,5.09
PF11628,REC,3.52
PF11629,REC,3.58
PF11648,REC,1.62
PF11652,FULL,2.53
PF11669,REC,1.99
PF11701,REC,3.01
PF11704,REC,0.68
PF11705,REC,1.67
PF11717,REC,1.72
PF11759,SEED,2.79
PF11764,FULL,3.94
PF11779,FULL,3.06
PF11799,REC,0.46
PF11819,REC,2.05
PF11825,REC,1.55
PF11830,REC,3.04
PF11835,REC,2.89
PF11838,FULL,1.57
PF11841,REC,2.52
PF11851,FULL,2.91
PF11857,REC,1.99
PF11878,REC,1.81
PF11879,REC,3.02
PF11881,REC,1.53
PF11882,REC,4.58
PF11904,FULL,3.03
PF11918,REC,0.89
PF11928,FULL,1.97
PF11933,REC,2.81
PF11934,REC,1.97
PF11938,REC,1.15
PF11945,REC,4.96
PF11952,REC,2.48
PF11956,REC,1.99
PF11969,REC,1.09
PF11971,REC,1.67
PF11976,REC,2.92
PF11977,REC,3.35
PF11979,REC,3.07
PF11980,REC,3.14
PF11987,REC,0.87
PF12001,REC,2.97
PF12004,REC,1.53
PF12012,FULL,2.11
PF12020,REC,4.05
PF12024,REC,1.26
PF12026,REC,1.7
PF12030,REC,3.74
PF12031,REC,4.36
PF12036,REC,2.14
PF12037,REC,4.4
PF12045,REC,2.52
PF12052,REC,4.01
PF12053,REC,3.43
PF12062,REC,4.74
PF12063,REC,2.69
PF12067,REC,2.43
PF12068,FULL,2.09
PF12075,REC,3.84
PF12090,REC,4.08
PF12114,REC,2.22
PF12125,REC,5.44
PF12126,REC,0.55
PF12129,REC,3.82
PF12130,REC,1.73
PF12140,REC,2.02
PF12144,REC,1.63
PF12145,REC,3.07
PF12146,REC,2.08
PF12148,REC,3.16
PF12157,REC,5.23
PF12166,FULL,3.93
PF12171,REC,1.87
PF12179,REC,1.62
PF12180,REC,1.3
PF12185,REC,2.18
PF12202,FULL,2.88
PF12203,FULL,4.23
PF12205,FULL,4.43
PF12232,FULL,1.75
PF12234,REC,3.0
PF12235,FULL,3.9
PF12240,REC,3.15
PF12260,REC,0.91
PF12265,FULL,4.25
PF12280,REC,1.89
PF12284,REC,1.79
PF12287,REC,1.96
PF12301,REC,1.45
PF12304,REC,1.79
PF12308,REC,3.4
PF12310,REC,1.83
PF12316,REC,3.0
PF12335,REC,3.35
PF12336,REC,2.84
PF12347,FULL,2.83
PF12348,REC,1.1
PF12349,REC,1.09
PF12352,REC,0.77
PF12360,REC,3.7
PF12371,REC,1.8
PF12394,REC,3.37
PF12402,REC,3.25
PF12403,REC,3.25
PF12409,REC,1.27
PF12413,REC,2.16
PF12414,REC,4.43
PF12423,REC,1.58
PF12424,REC,3.47
PF12430,REC,5.08
PF12440,REC,1.61
PF12443,REC,0.32
PF12444,REC,2.16
PF12448,REC,2.21
PF12456,REC,1.41
PF12465,REC,2.51
PF12473,REC,1.41
PF12474,REC,1.36
PF12478,REC,4.25
PF12480,REC,1.61
PF12485,FULL,2.38
PF12489,FULL,3.25
PF12496,REC,2.47
PF12509,REC,-0.21
PF12510,FULL,2.44
PF12516,REC,1.83
PF12529,REC,3.01
PF12533,FULL,2.47
PF12534,REC,2.55
PF12537,REC,4.92
PF12547,FULL,1.33
PF12548,FULL,2.57
PF12549,REC,0.92
PF12569,REC,3.93
PF12578,REC,0.75
PF12595,REC,2.86
PF12598,FULL,0.62
PF12605,REC,3.87
PF12606,REC,3.04
PF12610,REC,2.02
PF12624,FULL,1.48
PF12661,REC,2.76
PF12662,REC,2.99
PF12678,REC,3.18
PF12697,REC,1.33
PF12698,REC,0.6
PF12701,REC,2.47
PF12714,REC,2.31
PF12717,REC,1.04
PF12721,REC,1.42
PF12736,REC,0.71
PF12738,FULL,1.81
PF12752,FULL,2.92
PF12755,REC,0.71
PF12756,REC,1.01
PF12763,FULL,2.05
PF12767,FULL,0.0
PF12774,REC,2.55
PF12775,REC,1.69
PF12777,REC,1.34
PF12780,REC,1.82
PF12781,REC,2.24
PF12783,REC,1.5
PF12796,REC,1.02
PF12799,REC,1.36
PF12810,REC,2.86
PF12832,FULL,2.4
PF12836,REC,1.36
PF12845,REC,0.83
PF12848,REC,1.71
PF12851,FULL,2.86
PF12859,REC,-0.5
PF12862,FULL,3.64
PF12872,REC,0.73
PF12874,REC,1.84
PF12877,REC,1.71
PF12881,REC,4.04
PF12884,REC,3.42
PF12885,REC,2.33
PF12886,REC,2.62
PF12894,FULL,0.74
PF12895,REC,0.58
PF12901,REC,2.82
PF12906,REC,3.05
PF12923,FULL,5.09
PF12924,REC,3.7
PF12925,REC,3.06
PF12926,FULL,4.37
PF12931,REC,1.44
PF12932,FULL,4.26
PF12937,REC,1.36
PF12947,SEED,3.02
PF12998,REC,1.96
PF13000,REC,3.0
PF13012,REC,1.0
PF13086,REC,1.15
PF13087,REC,1.04
PF13088,REC,1.55
PF13091,REC,1.63
PF13174,REC,0.83
PF13176,REC,0.97
PF13180,FULL,2.19
PF13181,REC,0.67
PF13191,FULL,3.13
PF13193,REC,1.49
PF13202,REC,1.88
PF13229,FULL,0.91
PF13233,REC,0.02
PF13234,REC,0.68
PF13238,REC,0.72
PF13242,FULL,2.42
PF13246,REC,1.02
PF13270,REC,3.07
PF13281,REC,2.84
PF13289,REC,3.0
PF13293,REC,3.69
PF13297,REC,2.73
PF13306,REC,0.87
PF13307,REC,2.29
PF13329,REC,2.72
PF13330,FULL,2.82
PF13344,REC,1.29
PF13347,REC,0.65
PF13365,REC,1.53
PF13374,REC,1.55
PF13385,REC,0.6
PF13393,REC,2.17
PF13402,REC,4.16
PF13405,REC,1.82
PF13409,REC,1.03
PF13410,REC,1.65
PF13414,REC,1.25
PF13417,FULL,1.73
PF13424,FULL,0.99
PF13426,REC,1.88
PF13431,REC,0.94
PF13432,REC,0.46
PF13445,REC,2.52
PF13450,REC,1.22
PF13460,REC,0.22
PF13465,REC,4.25
PF13469,REC,4.3
PF13472,REC,3.88
PF13476,REC,0.18
PF13489,REC,0.34
PF13499,REC,1.2
PF13513,FULL,2.21
PF13516,REC,1.52
PF13517,REC,0.77
PF13519,REC,1.06
PF13520,REC,1.59
PF13522,REC,2.11
PF13532,REC,0.51
PF13553,REC,2.81
PF13561,REC,1.21
PF13574,REC,1.67
PF13589,REC,1.28
PF13602,FULL,1.4
PF13606,REC,2.04
PF13620,REC,1.56
PF13621,REC,0.76
PF13637,FULL,1.95
PF13638,REC,0.75
PF13639,REC,2.56
PF13640,REC,1.6
PF13641,REC,4.41
PF13646,REC,0.69
PF13649,REC,0.71
PF13653,REC,4.25
PF13656,REC,3.54
PF13671,REC,0.94
PF13676,REC,0.6
PF13679,REC,0.77
PF13695,REC,1.7
PF13696,REC,3.71
PF13704,REC,2.53
PF13705,REC,0.8
PF13716,REC,1.07
PF13733,REC,2.71
PF13757,REC,1.97
PF13765,SEED,2.14
PF13768,REC,0.81
PF13771,REC,1.87
PF13774,FULL,2.17
PF13778,FULL,1.86
PF13793,REC,3.25
PF13802,FULL,2.1
PF13804,REC,4.85
PF13812,REC,0.92
PF13815,REC,2.57
PF13831,REC,3.05
PF13832,REC,2.34
PF13833,REC,1.32
PF13836,REC,1.64
PF13837,REC,2.02
PF13838,REC,2.62
PF13840,REC,2.06
PF13841,REC,1.93
PF13843,SEED,1.83
PF13847,REC,0.77
PF13848,REC,0.41
PF13850,REC,1.62
PF13853,REC,1.91
PF13854,REC,4.08
PF13855,REC,1.09
PF13857,REC,1.15
PF13863,REC,1.07
PF13864,REC,0.64
PF13865,REC,1.62
PF13866,REC,4.36
PF13867,REC,4.15
PF13868,REC,0.39
PF13870,REC,0.65
PF13871,REC,3.58
PF13872,REC,3.86
PF13873,SEED,0.94
PF13877,REC,0.61
PF13878,REC,3.88
PF13879,REC,0.9
PF13880,REC,3.86
PF13882,REC,3.04
PF13883,REC,2.29
PF13884,REC,3.21
PF13885,REC,3.05
PF13886,REC,0.59
PF13887,REC,4.0
PF13888,REC,1.68
PF13889,REC,3.46
PF13891,REC,1.53
PF13893,REC,1.96
PF13894,FULL,2.33
PF13895,SEED,0.38
PF13896,FULL,4.0
PF13897,REC,3.42
PF13898,FULL,2.34
PF13899,REC,1.63
PF13901,REC,2.15
PF13903,REC,0.64
PF13905,REC,1.23
PF13906,REC,3.51
PF13907,REC,2.95
PF13908,REC,2.39
PF13909,REC,3.03
PF13911,SEED,0.99
PF13912,REC,2.16
PF13913,REC,2.16
PF13914,REC,2.15
PF13915,REC,3.58
PF13916,REC,1.81
PF13917,REC,2.15
PF13918,REC,2.13
PF13919,REC,3.84
PF13920,REC,2.15
PF13921,REC,1.78
PF13922,REC,5.14
PF13923,REC,2.33
PF13925,REC,1.02
PF13926,REC,0.96
PF13927,REC,0.96
PF13949,REC,0.63
PF13959,REC,1.49
PF13964,REC,0.79
PF13965,REC,3.4
PF13967,REC,2.31
PF14046,REC,2.71
PF14047,REC,3.94
PF14048,REC,2.67
PF14049,REC,2.24
PF14050,REC,2.37
PF14051,FULL,5.15
PF14061,REC,3.62
PF14073,FULL,3.88
PF14075,FULL,3.83
PF14160,REC,1.77
PF14161,REC,2.43
PF14222,REC,4.3
PF14225,FULL,4.27
PF14228,REC,2.82
PF14260,FULL,3.66
PF14291,REC,1.34
PF14304,REC,4.59
PF14306,REC,3.85
PF14324,FULL,3.6
PF14327,REC,4.57
PF14360,REC,3.9
PF14370,REC,4.24
PF14377,REC,1.55
PF14382,REC,1.12
PF14429,REC,1.63
PF14438,FULL,4.29
PF14443,FULL,4.03
PF14444,REC,2.81
PF14473,REC,1.48
PF14484,REC,2.75
PF14492,REC,1.91
PF14497,REC,0.68
PF14513,REC,2.26
PF14520,REC,1.31
PF14523,FULL,2.63
PF14533,REC,1.0
PF14545,REC,1.16
PF14551,REC,0.54
PF14555,REC,1.54
PF14559,REC,0.37
PF14560,REC,0.69
PF14566,REC,0.89
PF14572,REC,3.4
PF14575,REC,1.7
PF14580,REC,1.12
PF14598,REC,1.58
PF14603,REC,2.06
PF14604,REC,1.8
PF14608,REC,2.54
PF14619,REC,4.97
PF14634,REC,1.61
PF14636,REC,3.05
PF14637,REC,3.7
PF14638,REC,3.8
PF14642,REC,3.27
PF14645,REC,1.36
PF14648,REC,5.0
PF14650,REC,2.43
PF14651,REC,2.22
PF14652,REC,2.19
PF14653,REC,3.61
PF14654,REC,1.86
PF14670,FULL,2.63
PF14671,FULL,4.45
PF14672,FULL,4.01
PF14681,REC,2.07
PF14703,REC,2.2
PF14705,REC,1.41
PF14707,SEED,2.35
PF14709,REC,1.03
PF14712,REC,0.74
PF14716,REC,0.89
PF14719,REC,1.91
PF14722,REC,1.82
PF14723,REC,1.58
PF14748,REC,3.36
PF14749,REC,1.16
PF14753,REC,2.06
PF14769,REC,1.09
PF14772,REC,0.52
PF14774,REC,2.5
PF14787,REC,5.65
PF14791,REC,1.78
PF14792,REC,1.65
PF14796,FULL,4.17
PF14798,REC,1.42
PF14799,REC,2.23
PF14816,REC,1.36
PF14818,REC,2.08
PF14820,REC,5.82
PF14821,REC,1.18
PF14822,REC,3.41
PF14833,REC,0.63
PF14836,REC,1.72
PF14843,REC,2.58
PF14844,REC,1.61
PF14845,REC,1.82
PF14851,REC,1.84
PF14854,REC,1.66
PF14857,REC,3.39
PF14875,REC,1.88
PF14886,REC,4.78
PF14892,REC,1.42
PF14893,REC,2.17
PF14904,REC,4.62
PF14909,FULL,3.5
PF14912,REC,1.01
PF14914,REC,3.98
PF14915,FULL,2.62
PF14916,FULL,3.45
PF14917,REC,5.0
PF14921,REC,1.84
PF14922,REC,1.46
PF14927,REC,1.57
PF14938,REC,2.11
PF14940,REC,1.66
PF14944,REC,3.77
PF14945,REC,1.7
PF14948,REC,2.06
PF14949,REC,2.56
PF14954,REC,3.02
PF14957,FULL,1.92
PF14965,REC,0.82
PF14967,FULL,3.49
PF14976,REC,5.31
PF14977,REC,0.83
PF14979,REC,1.7
PF14982,FULL,2.37
PF14988,REC,0.71
PF14992,REC,1.97
PF14997,FULL,0.38
PF14998,REC,1.99
PF15005,REC,0.52
PF15010,REC,2.33
PF15017,REC,2.67
PF15018,REC,3.59
PF15024,REC,2.75
PF15027,REC,2.8
PF15035,REC,1.82
PF15037,REC,1.02
PF15040,REC,3.72
PF15045,REC,0.66
PF15047,REC,0.38
PF15049,REC,1.07
PF15051,REC,2.18
PF15054,FULL,3.05
PF15056,REC,2.43
PF15057,REC,0.61
PF15058,REC,0.82
PF15059,REC,2.74
PF15060,REC,1.93
PF15063,REC,1.15
PF15067,REC,2.43
PF15068,REC,2.04
PF15069,REC,1.66
PF15070,REC,3.47
PF15107,REC,1.24
PF15115,REC,0.58
PF15118,REC,3.99
PF15125,REC,2.64
PF15129,REC,4.34
PF15143,REC,3.68
PF15155,REC,2.62
PF15157,REC,5.12
PF15170,REC,3.5
PF15173,REC,0.96
PF15177,REC,2.71
PF15180,REC,1.35
PF15183,FULL,1.78
PF15186,REC,2.67
PF15193,FULL,4.36
PF15194,FULL,5.01
PF15200,REC,1.36
PF15206,REC,4.57
PF15223,REC,2.97
PF15227,REC,2.7
PF15228,REC,1.53
PF15229,REC,2.13
PF15230,REC,3.0
PF15231,REC,4.95
PF15232,REC,2.03
PF15233,REC,3.54
PF15235,REC,2.28
PF15237,FULL,1.98
PF15238,REC,3.48
PF15240,REC,3.56
PF15241,FULL,2.99
PF15242,FULL,2.21
PF15246,REC,1.01
PF15248,REC,2.21
PF15249,FULL,3.91
PF15250,REC,1.43
PF15251,REC,3.26
PF15252,REC,0.8
PF15255,REC,2.9
PF15256,FULL,2.47
PF15258,FULL,4.76
PF15259,REC,0.93
PF15260,REC,2.99
PF15262,REC,1.1
PF15265,REC,0.71
PF15266,REC,0.77
PF15268,FULL,2.49
PF15269,REC,4.88
PF15273,FULL,2.82
PF15275,REC,0.98
PF15276,REC,2.33
PF15277,REC,1.61
PF15279,REC,1.35
PF15282,REC,2.39
PF15287,REC,1.39
PF15288,REC,4.65
PF15290,FULL,3.87
PF15297,REC,1.79
PF15298,REC,1.96
PF15300,REC,3.65
PF15301,FULL,3.89
PF15303,REC,1.58
PF15304,REC,0.94
PF15308,REC,2.27
PF15309,REC,1.39
PF15313,REC,3.27
PF15315,REC,4.98
PF15316,REC,1.77
PF15317,REC,1.93
PF15320,REC,5.68
PF15321,REC,1.93
PF15326,REC,1.32
PF15327,REC,1.49
PF15330,REC,0.79
PF15336,FULL,4.12
PF15337,REC,3.34
PF15342,FULL,3.93
PF15344,REC,0.83
PF15363,REC,3.8
PF15365,REC,5.32
PF15371,REC,2.22
PF15374,REC,2.16
PF15378,REC,1.73
PF15385,REC,2.74
PF15386,REC,3.98
PF15388,FULL,3.04
PF15409,FULL,2.92
PF15410,REC,2.04
PF15412,REC,2.53
PF15423,REC,3.22
PF15434,REC,2.83
PF15439,REC,1.87
PF15440,REC,0.9
PF15441,REC,5.19
PF15452,REC,0.84
PF15453,FULL,0.6
PF15477,REC,1.32
PF15483,REC,3.61
PF15487,REC,4.7
PF15494,REC,1.17
PF15508,REC,0.51
PF15511,REC,1.35
PF15519,REC,1.71
PF15549,REC,1.12
PF15558,REC,0.92
PF15612,REC,0.63
PF15613,REC,1.23
PF15619,REC,2.18
PF15621,REC,3.38
PF15623,REC,3.69
PF15625,REC,2.22
PF15636,REC,4.05
PF15663,REC,3.25
PF15665,REC,1.61
PF15666,FULL,3.18
PF15670,REC,1.71
PF15692,FULL,2.71
PF15695,REC,4.26
PF15696,REC,1.72
PF15703,REC,-0.25
PF15705,REC,2.51
PF15706,REC,3.05
PF15708,REC,4.62
PF15711,REC,1.42
PF15722,REC,3.94
PF15733,REC,0.65
PF15735,REC,0.97
PF15737,REC,0.84
PF15739,FULL,1.59
PF15779,REC,2.32
PF15782,REC,4.28
PF15783,REC,1.05
PF15784,REC,3.52
PF15787,REC,1.97
PF15788,SEED,1.69
PF15790,REC,4.33
PF15791,REC,2.88
PF15796,REC,3.33
PF15804,REC,0.71
PF15807,REC,0.95
PF15808,FULL,4.77
PF15815,REC,2.41
PF15825,REC,4.86
PF15831,REC,1.1
PF15832,REC,4.31
PF15840,REC,5.69
PF15870,REC,3.95
PF15871,REC,2.9
PF15872,FULL,2.31
PF15874,REC,0.97
PF15898,REC,3.25
PF15901,FULL,3.18
PF15902,FULL,2.87
PF15903,REC,2.76
PF15908,FULL,3.4
PF15910,REC,1.44
PF15913,REC,3.5
PF15914,REC,4.58
PF15917,REC,2.88
PF15920,FULL,3.27
PF15936,REC,1.37
PF15949,REC,1.72
PF15951,REC,2.59
PF15965,REC,3.95
PF15966,REC,2.87
PF15974,REC,3.21
PF15985,FULL,3.11
PF16000,REC,0.88
PF16005,REC,1.39
PF16016,FULL,3.8
PF16017,REC,4.38
PF16018,REC,0.35
PF16019,REC,3.38
PF16034,REC,3.37
PF16043,REC,1.53
PF16046,REC,3.92
PF16057,REC,2.22
PF16070,REC,2.98
PF16076,REC,1.46
PF16078,REC,3.71
PF16095,REC,1.66
PF16096,REC,3.03
PF16121,REC,5.01
PF16122,REC,5.41
PF16123,REC,1.66
PF16124,REC,1.45
PF16158,REC,1.59
PF16159,REC,3.87
PF16165,REC,2.62
PF16172,FULL,2.77
PF16174,REC,0.68
PF16176,REC,2.49
PF16177,REC,1.25
PF16178,REC,1.79
PF16179,REC,1.75
PF16182,FULL,3.08
PF16183,REC,2.84
PF16184,REC,0.94
PF16186,REC,3.07
PF16187,FULL,3.6
PF16188,FULL,3.21
PF16189,FULL,3.63
PF16190,REC,2.72
PF16191,FULL,1.39
PF16192,REC,0.98
PF16207,REC,1.68
PF16208,REC,2.58
PF16209,REC,2.26
PF16211,REC,3.83
PF16212,REC,1.6
PF16213,REC,1.5
PF16214,REC,1.23
PF16218,REC,2.31
PF16274,REC,3.84
PF16279,REC,1.95
PF16297,REC,1.99
PF16300,REC,2.98
PF16317,REC,4.06
PF16322,REC,1.1
PF16332,REC,3.06
PF16350,REC,1.11
PF16363,FULL,1.86
PF16366,REC,4.17
PF16367,REC,3.69
PF16381,REC,3.93
PF16414,REC,1.53
PF16421,REC,2.25
PF16422,REC,4.84
PF16423,REC,5.01
PF16450,FULL,2.13
PF16453,REC,3.09
PF16454,REC,4.1
PF16455,REC,4.92
PF16457,REC,1.44
PF16470,FULL,2.48
PF16471,FULL,4.21
PF16474,REC,1.48
PF16482,REC,2.11
PF16484,REC,3.21
PF16486,FULL,3.83
PF16487,REC,4.91
PF16488,REC,3.47
PF16489,FULL,1.81
PF16492,REC,2.1
PF16493,REC,3.89
PF16494,FULL,3.51
PF16495,REC,4.37
PF16496,REC,4.16
PF16497,REC,1.9
PF16498,FULL,4.13
PF16499,REC,3.23
PF16500,FULL,0.7
PF16511,REC,2.09
PF16512,REC,2.57
PF16515,REC,1.65
PF16516,REC,1.28
PF16517,REC,1.9
PF16519,REC,2.6
PF16526,REC,2.37
PF16533,REC,4.21
PF16534,REC,4.31
PF16543,REC,1.24
PF16545,REC,3.17
PF16546,REC,2.67
PF16553,REC,2.63
PF16556,REC,1.13
PF16557,REC,4.63
PF16559,REC,3.27
PF16561,REC,4.78
PF16562,REC,3.56
PF16563,REC,3.48
PF16564,FULL,2.98
PF16566,REC,3.57
PF16568,REC,3.55
PF16575,REC,0.99
PF16578,REC,1.35
PF16579,REC,4.31
PF16589,REC,0.58
PF16597,REC,1.64
PF16600,REC,1.79
PF16608,FULL,3.09
PF16609,REC,2.71
PF16614,REC,4.1
PF16615,REC,1.09
PF16616,REC,1.34
PF16619,REC,2.64
PF16621,REC,4.97
PF16622,REC,2.76
PF16629,FULL,3.59
PF16632,REC,2.72
PF16641,REC,2.82
PF16644,REC,1.5
PF16646,REC,2.37
PF16652,FULL,3.48
PF16661,REC,1.09
PF16663,REC,1.17
PF16664,REC,1.86
PF16665,REC,1.85
PF16673,REC,1.47
PF16674,REC,2.33
PF16675,REC,2.14
PF16676,REC,3.59
PF16680,REC,1.99
PF16689,REC,3.69
PF16704,REC,4.7
PF16739,FULL,1.44
PF16741,REC,1.93
PF16746,REC,1.22
PF16757,REC,2.01
PF16770,REC,1.21
PF16788,REC,0.61
PF16794,REC,3.32
PF16866,REC,4.1
PF16870,REC,2.6
PF16876,REC,3.56
PF16878,REC,2.89
PF16879,REC,2.9
PF16880,REC,3.32
PF16884,REC,1.38
PF16885,REC,1.95
PF16891,REC,3.89
PF16897,REC,2.54
PF16898,REC,4.44
PF16899,REC,0.84
PF16905,REC,3.87
PF16906,FULL,5.0
PF16907,REC,2.23
PF16916,REC,1.6
PF16920,REC,2.16
PF16954,REC,0.6
PF16959,REC,2.41
PF16975,REC,3.13
PF17035,REC,4.65
PF17039,REC,2.14
PF17045,REC,1.66
PF17047,REC,3.2
PF17048,REC,5.37
PF17054,REC,2.02
PF17057,REC,1.82
PF17069,REC,1.49
PF17095,REC,2.84
PF17105,REC,3.05
PF17171,REC,1.76
PF17177,REC,0.07
PF17205,REC,2.45
PF17207,REC,1.33
PF17208,REC,1.07
PF17215,REC,1.38
PF17216,REC,1.37
PF17217,REC,2.53
PF17218,REC,2.7
PF17219,REC,4.21
PF17226,REC,2.49
PF17229,REC,5.06
PF17284,REC,1.64
PF17291,SEED,3.36
PF17297,REC,3.93
PF17450,REC,0.53
PF17490,REC,2.28
PF17654,FULL,3.62
PF17655,REC,2.61
PF17661,REC,0.85
PF17674,FULL,1.14
PF17675,FULL,3.87
PF17677,FULL,1.59
PF17681,REC,0.6
PF17708,REC,0.71
PF17725,REC,4.09
PF17734,REC,2.88
PF17736,REC,0.75
PF17751,REC,1.53
PF17771,REC,2.5
PF17772,REC,3.31
PF17776,FULL,1.47
PF17777,REC,2.41
PF17779,REC,1.24
PF17780,REC,2.23
PF17787,REC,2.03
PF17789,REC,0.86
PF17790,REC,0.59
PF17791,REC,1.55
PF17793,REC,4.34
PF17794,REC,1.9
PF17802,FULL,5.1
PF17807,FULL,4.73
PF17809,REC,3.63
PF17811,REC,2.76
PF17814,REC,1.58
PF17817,REC,3.5
PF17818,REC,2.0
PF17820,REC,1.69
PF17826,REC,5.1
PF17830,FULL,2.12
PF17832,REC,2.32
PF17838,REC,2.24
PF17840,REC,2.0
PF17846,REC,1.86
PF17849,REC,1.9
PF17852,REC,1.03
PF17855,REC,1.34
PF17856,REC,1.79
PF17857,REC,2.12
PF17862,REC,1.66
PF17867,FULL,1.24
PF17887,REC,2.21
PF17888,REC,1.67
PF17889,REC,0.43
PF17900,SEED,1.54
PF17902,REC,2.06
PF17904,REC,3.09
PF17906,REC,1.2
PF17907,REC,3.32
PF17913,REC,1.89
PF17916,REC,5.14
PF17919,REC,0.91
PF17921,REC,1.42
PF17942,REC,2.41
PF17958,REC,2.24
PF17959,REC,3.89
PF17960,REC,1.42
PF17971,REC,1.82
PF17980,REC,2.82
PF17982,REC,3.61
PF17988,REC,2.46
PF18012,REC,2.5
PF18016,REC,2.0
PF18020,REC,2.0
PF18027,REC,2.15
PF18031,FULL,3.52
PF18035,FULL,3.88
PF18038,REC,2.11
PF18039,REC,2.71
PF18044,REC,3.29
PF18086,REC,4.21
PF18100,FULL,4.14
PF18102,REC,3.13
PF18104,REC,1.88
PF18108,REC,2.1
PF18109,REC,2.12
PF18111,REC,2.12
PF18112,REC,3.09
PF18116,REC,1.96
PF18118,FULL,3.44
PF18119,FULL,2.72
PF18124,FULL,4.38
PF18139,REC,2.25
PF18148,REC,2.92
PF18150,REC,3.65
PF18151,REC,0.77
PF18193,REC,4.69
PF18198,REC,2.27
PF18199,REC,1.4
PF18201,REC,1.0
PF18212,REC,2.23
PF18253,REC,4.99
PF18264,REC,6.0
PF18292,REC,0.53
PF18293,REC,2.53
PF18296,FULL,4.07
PF18308,REC,3.64
PF18326,REC,2.7
PF18336,REC,4.65
PF18345,REC,3.11
PF18346,REC,2.18
PF18360,REC,4.37
PF18362,REC,3.2
PF18366,REC,4.28
PF18371,REC,2.3
PF18372,REC,3.15
PF18373,REC,1.86
PF18375,REC,3.33
PF18377,REC,1.61
PF18379,REC,2.24
PF18382,FULL,3.65
PF18384,REC,5.42
PF18385,REC,3.82
PF18386,REC,4.54
PF18387,REC,2.76
PF18392,REC,3.1
PF18394,REC,1.09
PF18396,REC,2.46
PF18397,REC,2.44
PF18400,FULL,4.23
PF18401,REC,2.73
PF18402,REC,2.52
PF18403,FULL,2.23
PF18404,REC,4.78
PF18408,REC,4.19
PF18410,REC,1.67
PF18411,REC,3.69
PF18414,REC,3.65
PF18436,REC,4.21
PF18452,REC,1.09
PF18517,REC,0.44
PF18561,REC,2.69
PF18567,FULL,1.75
PF18568,FULL,2.83
PF18574,REC,1.77
PF18580,REC,1.14
PF18581,REC,1.35
PF18584,REC,2.37
PF18589,REC,0.34
PF18606,REC,2.62
PF18611,REC,1.04
PF18635,REC,1.95
PF18658,REC,1.56
PF18695,FULL,0.8
PF18696,REC,1.28
PF18700,REC,3.95
PF18720,FULL,4.16
PF18727,REC,2.57
PF18755,REC,0.69
PF18782,FULL,2.66
PF18786,REC,0.38
PF18797,REC,3.36
PF18808,REC,4.3
PF18829,REC,4.51
PF18861,FULL,2.56
PF18872,REC,4.64
PF18875,REC,3.55
PF18876,REC,2.67
PF18913,REC,4.17
PF18995,FULL,2.27
PF19018,FULL,2.42
PF19026,REC,3.43
PF19028,REC,2.18
PF19030,REC,1.85
PF19031,REC,1.3
PF19032,SEED,0.14
PF19033,REC,0.98
PF19035,REC,3.5
PF19036,REC,0.69
PF19037,REC,0.36
PF19038,REC,0.58
PF19039,REC,2.39
PF19046,REC,5.07
PF19047,FULL,2.99
PF19052,REC,3.17
PF19055,REC,2.64
PF19056,REC,1.81
PF19057,REC,1.69
PF19088,REC,2.7
PF19179,REC,1.41
PF19188,REC,1.86
PF19193,REC,1.29
PF19221,REC,2.14
PF19236,REC,2.52
PF19256,FULL,3.79
PF19272,REC,1.73
PF19274,REC,5.15
PF19277,REC,0.45
PF19280,REC,1.38
PF19281,REC,4.17
PF19286,REC,1.86
PF19292,REC,2.76
PF19303,REC,0.84
PF19309,REC,1.8
PF19311,REC,1.84
PF19314,REC,2.05
PF19317,FULL,4.92
PF19326,SEED,3.14
PF19329,REC,1.61
