Pfam_code,blosum62_global_mean
PF08662,1.1
PF08669,2.56
PF08672,
PF08674,4.78
PF08675,5.08
PF08676,2.59
PF08683,4.02
PF08685,4.25
PF08686,2.62
PF08687,2.41
PF08688,2.46
PF08694,
PF08695,5.06
PF08696,5.26
PF08698,
PF08699,3.56
PF08700,2.08
PF08701,5.2
PF08702,2.09
PF08703,3.48
PF08704,2.12
PF08709,2.72
PF08711,2.31
PF08712,
PF08718,2.1
PF08725,3.22
PF08726,3.26
PF08729,4.89
PF08736,2.78
PF08737,-1.38
PF08740,5.22
PF08742,1.94
PF08743,3.38
PF08746,
PF08752,4.52
PF08755,3.12
PF08758,1.69
PF08763,3.28
PF08766,2.35
PF08767,5.12
PF08768,5.41
PF08771,5.42
PF08772,
PF08773,5.35
PF08774,5.35
PF08776,3.49
PF08777,2.22
PF08778,3.92
PF08781,4.26
PF08782,3.42
PF08783,5.18
PF08784,3.62
PF08785,
PF08788,4.92
PF08790,6.0
PF08797,5.33
PF08799,3.53
PF08801,5.18
PF08806,-inf
PF08815,3.01
PF08824,3.18
PF08825,4.9
PF08826,2.95
PF08831,
PF08832,2.68
PF08833,4.15
PF08839,5.16
PF08840,3.37
PF08880,4.55
PF08910,
PF08911,4.33
PF08912,3.52
PF08913,2.55
PF08914,5.37
PF08916,3.24
PF08917,
PF08919,2.05
PF08920,
PF08923,
PF08925,5.21
PF08926,4.38
PF08934,3.25
PF08938,4.94
PF08939,
PF08941,4.95
PF08944,5.03
PF08945,
PF08947,3.81
PF08952,3.28
PF08953,2.67
PF08954,3.37
PF08961,
PF08969,2.73
PF08976,2.35
PF08983,5.04
PF08991,
PF08996,5.47
PF08997,
PF08999,4.89
PF09004,5.16
PF09005,3.66
PF09006,
PF09007,2.94
PF09011,2.41
PF09014,
PF09026,
PF09027,4.06
PF09029,3.88
PF09030,3.36
PF09032,4.71
PF09033,4.96
PF09034,
PF09036,1.95
PF09038,5.26
PF09040,
PF09041,
PF09042,2.29
PF09045,3.79
PF09047,4.57
PF09049,
PF09050,
PF09051,
PF09057,4.95
PF09058,4.59
PF09060,4.96
PF09066,2.36
PF09067,1.94
PF09068,2.85
PF09069,3.38
PF09070,5.35
PF09072,4.54
PF09073,
PF09079,0.69
PF09085,
PF09088,
PF09090,5.06
PF09103,5.01
PF09104,4.94
PF09110,4.89
PF09111,5.02
PF09121,4.9
PF09127,2.15
PF09128,2.59
PF09133,5.38
PF09138,
PF09139,4.84
PF09141,3.85
PF09162,3.81
PF09164,5.36
PF09165,4.84
PF09166,
PF09169,5.3
PF09170,
PF09172,1.79
PF09173,4.99
PF09174,5.2
PF09177,4.55
PF09180,
PF09184,4.37
PF09191,
PF09193,
PF09202,
PF09229,3.92
PF09230,5.31
PF09236,5.15
PF09238,5.55
PF09240,1.25
PF09243,5.08
PF09247,4.79
PF09256,
PF09257,5.72
PF09258,2.64
PF09261,2.17
PF09262,5.08
PF09263,5.29
PF09268,4.31
PF09270,4.31
PF09271,4.77
PF09272,4.78
PF09273,1.21
PF09279,1.88
PF09280,4.69
PF09282,
PF09286,4.94
PF09289,2.87
PF09291,5.2
PF09292,
PF09294,1.22
PF09296,2.23
PF09297,3.14
PF09298,5.17
PF09302,5.15
PF09303,5.48
PF09305,4.1
PF09307,5.0
PF09309,5.34
PF09310,5.34
PF09311,2.79
PF09316,3.86
PF09320,3.19
PF09324,2.84
PF09325,2.05
PF09326,5.08
PF09329,5.5
PF09332,5.2
PF09333,1.98
PF09334,1.8
PF09335,1.17
PF09336,1.88
PF09340,5.06
PF09341,2.05
PF09346,5.33
PF09349,
PF09350,
PF09354,3.32
PF09358,2.04
PF09360,2.27
PF09368,
PF09371,
PF09377,4.97
PF09379,1.97
PF09380,1.99
PF09382,3.01
PF09384,5.01
PF09387,4.77
PF09396,5.25
PF09398,2.85
PF09402,2.57
PF09404,5.18
PF09405,2.8
PF09409,2.4
PF09412,
PF09415,4.5
PF09416,
PF09420,4.38
PF09422,1.32
PF09429,5.03
PF09430,5.04
PF09431,5.01
PF09439,4.87
PF09440,5.01
PF09443,3.92
PF09445,
PF09446,2.57
PF09454,4.87
PF09457,2.35
PF09465,5.24
PF09468,5.16
PF09469,3.78
PF09470,5.2
PF09494,
PF09495,3.41
PF09496,
PF09497,4.25
PF09507,5.05
PF09514,3.91
PF09531,
PF09532,2.24
PF09596,2.5
PF09606,4.8
PF09607,
PF09631,4.69
PF09637,
PF09649,
PF09666,5.24
PF09667,4.88
PF09668,1.97
PF09696,4.98
PF09724,
PF09725,
PF09726,5.25
PF09727,2.65
PF09728,3.63
PF09730,4.0
PF09731,4.76
PF09732,5.79
PF09733,5.35
PF09734,5.31
PF09735,3.66
PF09736,
PF09737,
PF09738,3.26
PF09739,
PF09740,5.47
PF09741,5.08
PF09742,4.92
PF09743,
PF09744,2.66
PF09745,5.05
PF09746,4.63
PF09747,5.11
PF09748,
PF09749,5.28
PF09750,3.61
PF09751,4.7
PF09752,4.89
PF09753,4.8
PF09754,5.09
PF09755,
PF09756,4.81
PF09758,
PF09759,4.75
PF09762,5.19
PF09763,
PF09764,5.15
PF09765,4.67
PF09766,5.12
PF09767,5.38
PF09768,
PF09769,3.43
PF09770,2.96
PF09771,4.92
PF09772,4.98
PF09773,5.13
PF09774,4.95
PF09775,4.2
PF09776,5.01
PF09777,5.28
PF09778,5.32
PF09779,5.51
PF09781,4.76
PF09782,5.49
PF09783,5.2
PF09785,5.01
PF09786,5.08
PF09787,4.82
PF09788,4.14
PF09789,5.0
PF09790,4.34
PF09791,4.74
PF09793,5.02
PF09794,4.11
PF09797,
PF09799,2.21
PF09801,4.9
PF09803,5.16
PF09804,4.69
PF09805,5.04
PF09806,2.95
PF09807,5.08
PF09808,
PF09809,
PF09810,5.04
PF09811,3.43
PF09812,
PF09813,4.96
PF09814,5.28
PF09815,1.46
PF09816,4.41
PF09817,5.33
PF09822,
PF09848,3.0
PF09992,4.76
PF10018,5.11
PF10033,5.07
PF10034,2.35
PF10036,5.09
PF10037,3.87
PF10044,5.13
PF10046,4.8
PF10058,
PF10075,1.78
PF10146,0.0
PF10147,
PF10148,4.96
PF10149,4.95
PF10151,4.71
PF10152,4.64
PF10154,4.97
PF10155,5.07
PF10156,5.0
PF10157,
PF10158,5.05
PF10159,
PF10160,4.88
PF10161,
PF10162,1.54
PF10163,5.04
PF10164,
PF10165,3.55
PF10166,
PF10167,5.06
PF10168,5.15
PF10169,
PF10170,5.32
PF10171,
PF10172,
PF10174,4.12
PF10175,5.0
PF10176,2.73
PF10177,2.05
PF10178,
PF10179,
PF10180,5.46
PF10181,4.74
PF10183,
PF10184,5.24
PF10185,3.61
PF10186,1.99
PF10187,5.24
PF10188,5.07
PF10189,5.17
PF10190,4.28
PF10191,5.13
PF10192,3.41
PF10193,4.62
PF10195,2.35
PF10197,2.21
PF10198,
PF10199,
PF10200,
PF10203,5.04
PF10204,4.23
PF10205,4.27
PF10206,4.92
PF10208,3.6
PF10209,5.21
PF10210,5.41
PF10211,3.02
PF10212,4.78
PF10213,
PF10215,
PF10217,5.45
PF10218,5.33
PF10220,3.92
PF10221,5.06
PF10222,
PF10223,1.41
PF10224,4.86
PF10225,2.17
PF10226,2.77
PF10228,4.61
PF10229,5.18
PF10230,5.13
PF10231,4.68
PF10232,
PF10233,5.16
PF10234,5.01
PF10235,
PF10236,4.92
PF10237,2.42
PF10238,4.7
PF10239,2.66
PF10240,3.19
PF10241,4.96
PF10242,2.11
PF10243,4.92
PF10244,5.55
PF10245,5.14
PF10246,4.94
PF10247,
PF10248,3.61
PF10249,5.35
PF10250,2.83
PF10251,5.46
PF10252,
PF10253,4.79
PF10254,4.16
PF10255,5.25
PF10256,2.43
PF10257,2.03
PF10258,
PF10259,4.69
PF10260,
PF10261,
PF10262,-inf
PF10263,1.97
PF10264,3.79
PF10265,4.23
PF10266,5.14
PF10267,3.06
PF10268,3.69
PF10269,4.18
PF10270,4.73
PF10271,3.83
PF10272,5.14
PF10273,
PF10274,2.96
PF10275,4.31
PF10276,5.45
PF10277,1.54
PF10278,5.39
PF10280,4.21
PF10283,2.21
PF10288,5.39
PF10291,3.47
PF10294,1.59
PF10300,3.67
PF10304,
PF10309,
PF10312,5.11
PF10341,5.01
PF10343,5.22
PF10344,4.93
PF10345,5.11
PF10347,5.8
PF10350,5.11
PF10351,5.15
PF10354,4.99
PF10357,
PF10358,2.55
PF10363,
PF10366,1.08
PF10367,1.83
PF10373,2.63
PF10374,3.08
PF10376,
PF10377,4.97
PF10382,4.83
PF10384,5.16
PF10390,2.95
PF10391,2.99
PF10392,4.82
PF10393,2.48
PF10394,5.3
PF10396,5.19
PF10397,5.07
PF10401,1.79
PF10403,
PF10404,
PF10405,
PF10406,5.25
PF10408,2.46
PF10409,2.2
PF10413,
PF10415,
PF10417,3.43
PF10419,
PF10420,
PF10421,3.25
PF10426,
PF10427,2.6
PF10430,5.25
PF10431,2.88
PF10433,3.46
PF10436,3.03
PF10441,
PF10442,4.98
PF10444,
PF10447,3.83
PF10453,
PF10456,4.05
PF10457,4.42
PF10461,5.82
PF10469,2.65
PF10470,3.69
PF10471,
PF10472,
PF10473,1.3
PF10474,5.26
PF10475,2.66
PF10476,5.24
PF10477,4.7
PF10479,4.91
PF10480,4.85
PF10481,
PF10482,4.39
PF10483,4.86
PF10484,5.26
PF10486,3.1
PF10487,5.08
PF10488,2.09
PF10490,
PF10491,5.01
PF10493,3.1
PF10494,4.88
PF10495,4.52
PF10496,5.1
PF10497,4.69
PF10498,5.35
PF10500,4.81
PF10501,
PF10502,3.04
PF10504,
PF10505,
PF10506,2.06
PF10507,
PF10508,4.52
PF10509,4.19
PF10510,5.0
PF10511,1.82
PF10512,
PF10513,1.97
PF10514,4.71
PF10515,3.92
PF10516,5.05
PF10520,5.62
PF10521,4.6
PF10522,1.54
PF10523,0.82
PF10524,5.23
PF10525,3.58
PF10529,3.65
PF10531,5.37
PF10534,3.77
PF10537,1.05
PF10541,3.64
PF10557,3.02
PF10558,3.47
PF10559,5.38
PF10561,
PF10562,5.17
PF10565,3.26
PF10568,2.11
PF10570,5.03
PF10571,
PF10572,4.91
PF10573,5.44
PF10574,5.23
PF10577,2.03
PF10579,5.05
PF10580,
PF10581,4.89
PF10583,
PF10584,3.61
PF10585,2.38
PF10587,4.63
PF10588,5.64
PF10589,5.48
PF10590,5.75
PF10591,2.05
PF10595,2.39
PF10596,5.53
PF10597,5.18
PF10598,5.11
PF10599,
PF10600,3.81
PF10601,3.44
PF10602,3.1
PF10606,3.55
PF10607,1.64
PF10608,3.78
PF10609,3.26
PF10613,2.82
PF10629,2.92
PF10630,2.42
PF10631,5.91
PF10637,5.4
PF10639,4.72
PF10642,4.8
PF10644,5.37
PF10650,
PF10660,3.65
PF10744,
PF10780,
PF10856,4.95
PF10873,
PF10961,5.29
PF10996,2.48
PF11002,3.77
PF11027,5.34
PF11028,5.03
PF11029,5.32
PF11032,5.25
PF11035,5.09
PF11037,4.94
PF11057,2.09
PF11069,4.14
PF11092,5.42
PF11095,
PF11107,
PF11109,
PF11111,4.38
PF11176,5.15
PF11221,4.98
PF11229,5.1
PF11232,4.28
PF11235,5.26
PF11244,5.66
PF11261,5.05
PF11262,5.37
PF11265,5.3
PF11277,5.1
PF11315,
PF11326,5.47
PF11357,3.49
PF11365,2.1
PF11380,
PF11404,4.35
PF11409,
PF11411,5.47
PF11413,3.42
PF11414,2.32
PF11416,5.3
PF11461,2.39
PF11464,2.49
PF11465,
PF11466,
PF11467,3.34
PF11470,5.26
PF11488,4.97
PF11502,3.6
PF11510,5.0
PF11515,3.73
PF11521,
PF11527,2.86
PF11531,5.18
PF11532,5.4
PF11538,5.05
PF11540,4.62
PF11543,4.94
PF11547,4.73
PF11548,3.25
PF11555,4.92
PF11559,5.08
PF11560,
PF11566,3.04
PF11568,4.99
PF11569,3.02
PF11571,
PF11573,5.3
PF11577,4.06
PF11587,5.68
PF11594,5.08
PF11598,3.08
PF11600,4.94
PF11601,4.49
PF11605,5.18
PF11608,5.2
PF11616,4.19
PF11618,3.8
PF11620,
PF11626,
PF11627,5.3
PF11628,3.92
PF11629,4.06
PF11635,5.02
PF11636,5.13
PF11640,5.05
PF11648,2.96
PF11652,2.53
PF11669,3.72
PF11698,5.26
PF11699,
PF11701,3.55
PF11704,2.47
PF11705,3.28
PF11707,
PF11708,
PF11712,4.75
PF11715,5.28
PF11717,2.34
PF11718,5.07
PF11719,
PF11721,5.01
PF11722,5.66
PF11732,5.13
PF11759,3.58
PF11764,3.94
PF11768,5.2
PF11770,5.29
PF11771,5.52
PF11779,3.06
PF11781,5.82
PF11788,3.89
PF11789,5.37
PF11793,5.74
PF11798,4.84
PF11799,1.94
PF11802,5.03
PF11803,4.5
PF11816,
PF11817,4.77
PF11819,2.48
PF11822,
PF11825,3.28
PF11830,4.03
PF11831,
PF11834,4.81
PF11835,3.25
PF11838,1.57
PF11841,3.2
PF11851,2.91
PF11857,1.95
PF11861,
PF11864,5.11
PF11865,
PF11875,
PF11878,2.33
PF11879,3.36
PF11881,2.5
PF11882,3.61
PF11894,5.05
PF11904,3.03
PF11911,
PF11914,4.89
PF11916,4.95
PF11918,0.87
PF11919,
PF11923,5.33
PF11928,1.97
PF11931,
PF11933,3.19
PF11934,2.76
PF11935,5.02
PF11938,1.89
PF11942,5.18
PF11945,4.95
PF11952,3.97
PF11956,3.39
PF11957,4.84
PF11968,5.23
PF11969,2.41
PF11971,1.69
PF11976,3.01
PF11977,3.61
PF11978,
PF11979,3.07
PF11980,4.28
PF11987,2.14
PF12001,3.23
PF12002,
PF12004,2.87
PF12009,5.35
PF12012,2.11
PF12014,5.18
PF12016,4.5
PF12017,
PF12018,
PF12020,4.27
PF12022,5.07
PF12024,3.19
PF12026,3.42
PF12030,1.72
PF12031,4.88
PF12036,3.3
PF12037,3.75
PF12038,5.25
PF12045,3.04
PF12047,5.38
PF12052,4.37
PF12053,3.38
PF12054,5.17
PF12057,5.18
PF12062,4.37
PF12063,2.51
PF12064,4.98
PF12066,5.19
PF12067,2.64
PF12068,2.09
PF12070,5.04
PF12075,4.21
PF12090,4.26
PF12104,
PF12108,
PF12109,
PF12110,5.19
PF12114,2.66
PF12125,5.51
PF12126,4.94
PF12129,4.59
PF12130,2.11
PF12134,
PF12140,2.43
PF12144,2.96
PF12145,3.78
PF12146,2.5
PF12148,4.11
PF12153,5.11
PF12157,5.22
PF12160,
PF12162,5.0
PF12166,3.93
PF12171,2.02
PF12177,
PF12178,5.47
PF12179,2.84
PF12180,2.59
PF12185,2.04
PF12188,5.41
PF12191,4.32
PF12196,5.3
PF12201,
PF12202,2.88
PF12203,4.23
PF12205,4.43
PF12210,4.95
PF12213,4.73
PF12214,-1.0
PF12215,
PF12220,
PF12230,4.35
PF12231,4.95
PF12232,1.75
PF12234,3.43
PF12235,3.9
PF12237,5.5
PF12240,3.72
PF12248,5.41
PF12251,5.39
PF12253,
PF12254,5.27
PF12257,5.21
PF12258,
PF12260,1.8
PF12265,4.25
PF12269,5.24
PF12280,3.29
PF12284,1.74
PF12287,3.17
PF12295,5.21
PF12297,5.01
PF12301,2.63
PF12304,2.36
PF12308,3.51
PF12309,5.09
PF12310,2.55
PF12316,3.53
PF12317,5.3
PF12325,4.94
PF12328,5.06
PF12329,4.92
PF12330,
PF12333,
PF12335,4.29
PF12336,2.53
PF12341,
PF12346,5.24
PF12347,2.83
PF12348,2.29
PF12349,1.68
PF12352,2.71
PF12353,4.92
PF12356,5.32
PF12360,3.7
PF12366,5.26
PF12368,
PF12369,5.3
PF12371,3.46
PF12372,5.05
PF12374,5.23
PF12394,4.31
PF12397,5.12
PF12400,4.98
PF12402,3.25
PF12403,3.6
PF12409,1.98
PF12413,2.01
PF12414,4.48
PF12416,4.99
PF12417,
PF12422,5.29
PF12423,3.07
PF12424,3.5
PF12430,5.08
PF12432,
PF12436,5.34
PF12440,2.21
PF12443,3.1
PF12444,2.7
PF12448,4.55
PF12451,5.28
PF12453,5.11
PF12455,5.12
PF12456,2.9
PF12457,5.45
PF12460,5.14
PF12463,
PF12465,2.51
PF12470,
PF12473,2.45
PF12474,1.81
PF12478,4.47
PF12480,1.69
PF12483,
PF12485,2.38
PF12489,3.25
PF12490,5.32
PF12491,
PF12494,4.94
PF12496,3.33
PF12497,5.46
PF12509,0.68
PF12510,2.44
PF12513,
PF12516,3.63
PF12529,3.99
PF12530,5.15
PF12533,2.47
PF12534,2.9
PF12537,4.91
PF12540,2.61
PF12542,
PF12547,1.33
PF12548,2.57
PF12549,1.89
PF12554,
PF12560,
PF12567,5.43
PF12569,4.37
PF12572,5.13
PF12576,4.89
PF12577,5.35
PF12578,0.73
PF12580,5.22
PF12584,5.15
PF12589,4.78
PF12595,3.62
PF12597,
PF12598,0.62
PF12605,4.46
PF12606,3.41
PF12610,1.94
PF12612,5.16
PF12618,2.95
PF12619,5.02
PF12624,1.48
PF12627,
PF12631,5.16
PF12632,5.12
PF12640,5.14
PF12643,
PF12656,
PF12657,4.82
PF12660,
PF12661,2.73
PF12662,2.99
PF12678,3.18
PF12689,5.14
PF12697,0.89
PF12698,0.68
PF12701,2.98
PF12705,4.46
PF12706,2.2
PF12714,2.5
PF12717,2.98
PF12719,5.03
PF12721,2.23
PF12722,4.98
PF12734,4.52
PF12736,1.16
PF12738,1.81
PF12739,5.27
PF12742,5.07
PF12743,5.09
PF12745,5.02
PF12752,2.92
PF12755,2.36
PF12756,1.62
PF12763,2.05
PF12765,4.86
PF12767,0.0
PF12769,5.05
PF12770,5.06
PF12772,5.3
PF12773,4.21
PF12774,3.27
PF12775,2.31
PF12777,1.93
PF12780,2.39
PF12781,2.43
PF12783,2.58
PF12796,1.13
PF12799,1.37
PF12807,5.15
PF12810,3.01
PF12813,5.43
PF12816,5.17
PF12820,5.24
PF12826,4.93
PF12830,4.98
PF12832,2.4
PF12836,1.61
PF12838,5.59
PF12842,4.98
PF12845,2.87
PF12848,1.53
PF12850,5.25
PF12851,2.86
PF12859,
PF12861,4.5
PF12862,3.64
PF12871,
PF12872,0.93
PF12874,1.84
PF12877,3.59
PF12881,4.42
PF12884,3.5
PF12885,3.04
PF12886,3.3
PF12894,0.74
PF12895,1.16
PF12896,
PF12901,2.4
PF12906,3.36
PF12922,4.81
PF12923,5.09
PF12924,4.31
PF12925,3.64
PF12926,4.37
PF12928,5.37
PF12931,2.52
PF12932,4.26
PF12933,5.38
PF12934,5.3
PF12936,5.49
PF12937,1.55
PF12938,5.13
PF12940,
PF12947,2.69
PF12971,
PF12972,
PF12998,2.29
PF12999,5.38
PF13000,4.95
PF13001,5.05
PF13012,1.42
PF13015,3.68
PF13017,5.5
PF13019,
PF13023,4.99
PF13041,
PF13085,5.36
PF13086,1.5
PF13087,1.31
PF13088,2.32
PF13091,1.62
PF13092,
PF13094,
PF13096,4.99
PF13097,4.73
PF13167,
PF13174,1.47
PF13176,1.59
PF13177,2.62
PF13180,2.19
PF13181,0.66
PF13185,5.03
PF13191,3.13
PF13193,1.35
PF13202,1.83
PF13229,0.91
PF13233,5.08
PF13234,1.74
PF13236,5.22
PF13238,1.9
PF13240,6.0
PF13242,2.42
PF13243,4.21
PF13245,5.25
PF13246,1.18
PF13249,5.45
PF13251,5.02
PF13270,3.96
PF13271,5.32
PF13279,
PF13281,2.83
PF13287,5.2
PF13289,4.04
PF13293,4.05
PF13297,2.35
PF13299,5.06
PF13300,
PF13302,5.06
PF13306,1.0
PF13307,2.3
PF13324,2.71
PF13325,5.18
PF13328,4.69
PF13330,2.82
PF13339,5.07
PF13341,
PF13344,2.3
PF13347,1.26
PF13349,
PF13353,0.55
PF13359,
PF13360,1.51
PF13361,2.58
PF13364,5.63
PF13365,2.09
PF13369,5.1
PF13374,2.52
PF13378,5.28
PF13383,
PF13385,0.94
PF13392,
PF13393,3.73
PF13401,
PF13402,4.78
PF13405,2.0
PF13409,3.64
PF13410,1.75
PF13414,2.0
PF13415,1.23
PF13417,1.73
PF13418,1.26
PF13419,1.04
PF13423,
PF13424,0.99
PF13426,2.17
PF13431,1.09
PF13432,0.74
PF13439,
PF13450,1.5
PF13460,2.47
PF13465,4.3
PF13469,2.81
PF13472,1.95
PF13476,4.09
PF13481,5.06
PF13483,
PF13489,2.12
PF13499,1.23
PF13506,
PF13507,5.2
PF13510,5.16
PF13513,2.21
PF13516,1.35
PF13517,1.82
PF13519,1.61
PF13520,1.96
PF13522,1.94
PF13532,0.77
PF13534,
PF13537,4.36
PF13538,
PF13540,2.81
PF13543,3.57
PF13553,2.71
PF13558,5.02
PF13561,1.39
PF13564,
PF13570,5.78
PF13574,5.15
PF13589,1.6
PF13593,
PF13599,2.99
PF13602,1.4
PF13604,2.46
PF13606,1.57
PF13616,
PF13620,1.96
PF13621,1.36
PF13622,4.85
PF13625,5.19
PF13637,1.95
PF13638,1.13
PF13639,2.2
PF13640,2.27
PF13641,4.64
PF13646,1.77
PF13649,1.4
PF13656,3.88
PF13660,4.43
PF13661,5.29
PF13664,5.32
PF13669,0.56
PF13671,1.54
PF13673,5.39
PF13676,1.91
PF13679,2.29
PF13688,
PF13691,5.26
PF13695,1.67
PF13696,5.49
PF13704,3.65
PF13705,0.8
PF13716,1.43
PF13718,5.23
PF13725,5.03
PF13733,2.78
PF13757,4.08
PF13764,5.18
PF13765,1.99
PF13768,1.06
PF13771,2.21
PF13772,5.19
PF13774,2.17
PF13775,5.0
PF13778,1.86
PF13793,3.51
PF13802,2.1
PF13804,4.84
PF13812,2.53
PF13815,3.33
PF13820,5.11
PF13821,5.42
PF13831,3.64
PF13832,2.51
PF13833,1.16
PF13836,2.33
PF13837,2.35
PF13838,3.43
PF13839,3.64
PF13840,2.31
PF13841,1.94
PF13842,
PF13843,1.67
PF13844,
PF13846,5.01
PF13847,1.7
PF13848,2.36
PF13850,2.61
PF13851,4.96
PF13853,1.89
PF13854,2.14
PF13855,1.06
PF13857,1.36
PF13862,
PF13863,1.23
PF13864,3.25
PF13865,2.92
PF13866,4.28
PF13867,4.15
PF13868,0.76
PF13869,5.24
PF13870,0.68
PF13871,4.1
PF13872,4.28
PF13873,1.62
PF13874,
PF13877,1.29
PF13878,4.44
PF13879,1.94
PF13880,4.34
PF13881,
PF13882,3.58
PF13883,3.3
PF13884,3.75
PF13885,3.03
PF13886,2.46
PF13887,4.51
PF13888,3.43
PF13889,3.92
PF13890,
PF13891,2.65
PF13892,5.08
PF13893,1.99
PF13894,2.33
PF13895,1.27
PF13896,4.0
PF13897,2.59
PF13898,2.34
PF13899,2.77
PF13901,2.7
PF13902,5.23
PF13903,1.44
PF13904,0.61
PF13905,1.86
PF13906,3.67
PF13907,3.31
PF13908,2.04
PF13909,2.76
PF13910,5.14
PF13911,3.06
PF13912,2.18
PF13913,2.19
PF13914,3.31
PF13915,4.42
PF13916,2.98
PF13917,4.93
PF13918,3.11
PF13919,4.17
PF13920,1.99
PF13921,1.97
PF13922,4.62
PF13923,2.71
PF13925,2.86
PF13926,2.86
PF13927,0.93
PF13931,5.19
PF13932,5.0
PF13934,
PF13949,0.63
PF13959,1.9
PF13964,1.09
PF13965,4.35
PF13967,3.18
PF13971,
PF13975,
PF14008,
PF14046,2.71
PF14047,3.94
PF14048,2.45
PF14049,1.81
PF14050,2.37
PF14051,5.15
PF14061,4.0
PF14073,3.88
PF14075,3.83
PF14077,4.95
PF14138,5.0
PF14160,2.14
PF14161,1.82
PF14186,
PF14204,5.17
PF14222,4.64
PF14225,4.27
PF14228,2.45
PF14237,5.84
PF14252,
PF14260,3.66
PF14291,0.64
PF14304,4.65
PF14306,3.69
PF14309,5.3
PF14324,3.6
PF14327,4.79
PF14336,4.73
PF14360,4.13
PF14369,5.91
PF14370,4.57
PF14374,5.09
PF14377,1.37
PF14381,5.26
PF14382,3.11
PF14396,5.09
PF14413,4.93
PF14429,1.92
PF14438,4.29
PF14443,4.03
PF14444,4.1
PF14447,3.96
PF14465,5.1
PF14469,
PF14473,1.46
PF14478,2.49
PF14484,4.07
PF14492,2.02
PF14493,
PF14497,1.18
PF14500,4.83
PF14513,3.3
PF14520,3.52
PF14523,2.63
PF14533,2.13
PF14538,5.0
PF14542,
PF14545,1.0
PF14551,1.52
PF14554,5.34
PF14555,1.65
PF14559,1.04
PF14560,2.27
PF14565,
PF14566,0.83
PF14570,
PF14572,3.56
PF14575,1.93
PF14580,1.15
PF14593,5.59
PF14596,5.0
PF14598,1.79
PF14599,
PF14603,2.01
PF14604,1.79
PF14608,2.7
PF14617,4.79
PF14619,5.2
PF14621,5.21
PF14622,
PF14629,
PF14630,
PF14631,5.12
PF14632,
PF14633,
PF14634,1.78
PF14635,
PF14636,3.77
PF14637,4.23
PF14638,4.43
PF14639,
PF14641,
PF14642,3.02
PF14643,5.12
PF14644,5.24
PF14645,2.58
PF14646,5.22
PF14647,5.28
PF14648,4.95
PF14649,5.02
PF14650,2.3
PF14651,3.09
PF14652,2.18
PF14653,3.56
PF14654,4.82
PF14655,5.11
PF14656,
PF14658,4.31
PF14661,5.3
PF14662,2.78
PF14663,
PF14664,4.98
PF14665,
PF14666,
PF14668,
PF14669,
PF14670,2.63
PF14671,4.45
PF14672,4.01
PF14674,4.79
PF14675,4.97
PF14676,4.93
PF14677,4.66
PF14678,4.77
PF14679,4.89
PF14680,5.16
PF14681,3.46
PF14687,4.35
PF14688,
PF14691,
PF14694,4.97
PF14695,
PF14697,
PF14698,4.48
PF14699,
PF14700,
PF14701,
PF14702,
PF14703,3.27
PF14704,
PF14705,1.41
PF14707,2.57
PF14709,1.87
PF14712,3.32
PF14713,5.01
PF14716,2.02
PF14719,1.35
PF14721,4.98
PF14722,2.82
PF14723,3.42
PF14724,5.16
PF14726,5.1
PF14727,5.26
PF14728,5.08
PF14732,4.87
PF14735,4.3
PF14736,5.31
PF14737,5.15
PF14738,
PF14739,5.16
PF14740,5.1
PF14744,5.29
PF14745,5.1
PF14746,5.16
PF14748,3.92
PF14749,2.85
PF14750,4.96
PF14752,5.15
PF14753,3.27
PF14759,
PF14761,5.24
PF14762,5.15
PF14763,5.14
PF14764,5.16
PF14765,5.23
PF14766,
PF14767,
PF14768,
PF14769,1.91
PF14770,5.26
PF14771,2.62
PF14772,1.97
PF14773,5.23
PF14774,3.6
PF14775,
PF14776,5.4
PF14777,
PF14778,
PF14779,5.23
PF14780,5.12
PF14781,5.12
PF14782,5.09
PF14783,5.28
PF14784,5.53
PF14787,5.65
PF14788,
PF14791,2.72
PF14792,3.09
PF14796,4.17
PF14797,
PF14798,1.57
PF14799,4.04
PF14800,
PF14802,5.07
PF14806,
PF14807,
PF14808,5.18
PF14811,5.43
PF14813,5.95
PF14815,5.14
PF14816,1.34
PF14817,4.72
PF14818,1.9
PF14820,5.82
PF14821,2.94
PF14822,3.38
PF14825,5.22
PF14826,4.97
PF14828,4.65
PF14833,2.02
PF14835,5.61
PF14836,2.59
PF14837,
PF14838,
PF14839,2.29
PF14843,2.89
PF14844,2.22
PF14845,4.64
PF14846,5.4
PF14851,2.82
PF14852,
PF14853,
PF14854,1.61
PF14857,3.53
PF14858,5.16
PF14868,
PF14874,1.3
PF14875,2.85
PF14880,
PF14881,5.38
PF14886,4.99
PF14887,5.2
PF14892,2.09
PF14893,1.87
PF14895,5.06
PF14901,5.53
PF14904,4.13
PF14906,
PF14908,
PF14909,3.5
PF14910,5.24
PF14911,5.02
PF14912,0.95
PF14913,5.17
PF14914,4.41
PF14915,2.62
PF14916,3.45
PF14917,4.98
PF14918,
PF14919,
PF14920,4.95
PF14921,2.01
PF14922,3.56
PF14923,5.2
PF14924,
PF14925,
PF14926,5.17
PF14927,3.16
PF14929,5.06
PF14931,4.97
PF14932,5.04
PF14933,5.07
PF14934,5.51
PF14935,5.37
PF14936,4.89
PF14937,4.62
