Pfam_code,blosum62_global_mean
PF09794,1.03
PF09797,
PF09799,1.02
PF09801,
PF09803,
PF09804,
PF09805,
PF09806,4.37
PF09807,
PF09808,
PF09809,
PF09810,
PF09811,1.33
PF09812,
PF09813,
PF09814,
PF09815,1.16
PF09816,3.8
PF09817,
PF09848,3.84
PF09992,
PF10018,
PF10033,
PF10034,2.08
PF10036,
PF10037,0.84
PF10044,
PF10046,
PF10058,
PF10075,0.11
PF10146,
PF10147,
PF10148,5.03
PF10149,
PF10151,
PF10152,
PF10154,
PF10155,
PF10156,
PF10157,
PF10158,
PF10159,
PF10160,
PF10161,
PF10162,1.32
PF10163,
PF10164,
PF10165,2.54
PF10166,
PF10167,
PF10168,
PF10169,
PF10170,
PF10171,
PF10172,
PF10174,3.77
PF10175,
PF10176,4.42
PF10177,2.17
PF10178,
PF10179,
PF10180,
PF10181,
PF10183,
PF10184,
PF10185,
PF10186,0.18
PF10187,
PF10188,
PF10189,
PF10190,2.69
PF10191,
PF10192,0.59
PF10193,
PF10195,2.35
PF10197,1.47
PF10198,
PF10199,
PF10200,
PF10203,
PF10204,3.11
PF10205,
PF10206,
PF10208,3.6
PF10209,
PF10210,
PF10211,0.92
PF10212,
PF10213,
PF10215,
PF10217,
PF10218,
PF10220,
PF10221,
PF10222,
PF10223,1.44
PF10224,
PF10225,2.21
PF10226,2.76
PF10228,4.64
PF10229,
PF10230,
PF10231,
PF10232,
PF10233,
PF10234,
PF10235,
PF10236,
PF10237,0.64
PF10238,
PF10239,2.32
PF10240,1.66
PF10241,
PF10242,1.7
PF10243,
PF10244,
PF10245,
PF10246,
PF10247,
PF10248,2.22
PF10249,
PF10250,0.88
PF10251,
PF10252,
PF10253,
PF10254,3.34
PF10255,
PF10256,2.02
PF10257,1.62
PF10258,
PF10259,
PF10260,
PF10261,
PF10262,1.18
PF10263,0.83
PF10264,3.25
PF10265,2.07
PF10266,
PF10267,2.42
PF10268,2.62
PF10269,3.12
PF10270,
PF10271,3.02
PF10272,
PF10273,
PF10274,1.2
PF10275,2.57
PF10276,
PF10277,0.87
PF10278,
PF10280,
PF10283,2.96
PF10288,
PF10291,3.02
PF10294,1.39
PF10300,1.81
PF10304,
PF10309,
PF10312,
PF10341,
PF10343,
PF10344,
PF10345,
PF10350,
PF10354,
PF10357,
PF10358,1.31
PF10363,
PF10366,1.08
PF10367,2.05
PF10373,0.68
PF10374,1.27
PF10376,
PF10377,
PF10382,
PF10384,
PF10390,2.43
PF10391,2.28
PF10392,
PF10393,1.76
PF10394,
PF10396,
PF10397,
PF10401,1.44
PF10403,
PF10404,
PF10405,
PF10406,
PF10408,1.02
PF10409,1.24
PF10413,
PF10415,
PF10417,2.98
PF10419,
PF10420,
PF10421,2.73
PF10426,
PF10427,2.2
PF10430,
PF10431,0.09
PF10433,0.54
PF10436,2.71
PF10441,
PF10442,
PF10444,
PF10447,
PF10453,
PF10456,2.28
PF10457,3.73
PF10461,
PF10469,0.58
PF10470,3.71
PF10471,
PF10472,
PF10473,1.3
PF10474,
PF10475,0.36
PF10476,
PF10477,
PF10480,
PF10481,
PF10482,2.86
PF10483,-1.8
PF10484,
PF10486,1.06
PF10487,
PF10488,2.14
PF10490,
PF10491,
PF10493,
PF10494,
PF10495,3.04
PF10496,
PF10497,4.73
PF10498,
PF10500,
PF10501,
PF10502,1.41
PF10504,
PF10505,
PF10506,0.94
PF10507,
PF10508,
PF10509,2.3
PF10510,
PF10511,
PF10512,
PF10513,1.21
PF10514,
PF10515,3.59
PF10516,
PF10520,
PF10521,
PF10522,0.76
PF10523,0.73
PF10524,5.42
PF10525,3.62
PF10529,3.36
PF10534,2.81
PF10537,1.05
PF10541,2.66
PF10557,2.42
PF10558,4.0
PF10559,5.4
PF10561,
PF10565,1.64
PF10568,1.82
PF10570,
PF10571,
PF10572,
PF10573,
PF10574,
PF10577,1.98
PF10579,
PF10580,
PF10581,4.89
PF10583,
PF10584,3.39
PF10585,1.84
PF10587,3.57
PF10588,
PF10589,
PF10590,
PF10591,1.77
PF10595,1.2
PF10596,
PF10597,
PF10598,
PF10599,
PF10600,2.57
PF10601,2.34
PF10602,0.58
PF10606,3.55
PF10607,1.0
PF10608,3.75
PF10609,2.37
PF10613,2.78
PF10629,2.43
PF10630,2.43
PF10631,
PF10637,
PF10639,
PF10642,
PF10644,
PF10650,
PF10660,1.48
PF10683,
PF10744,
PF10780,
PF10856,
PF10873,
PF10961,
PF10996,0.89
PF11002,3.77
PF11027,
PF11028,
PF11029,
PF11032,
PF11035,
PF11037,
PF11057,2.33
PF11069,
PF11092,
PF11095,
PF11107,
PF11109,
PF11111,
PF11176,
PF11221,
PF11229,
PF11232,3.9
PF11235,
PF11261,5.05
PF11262,
PF11265,
PF11277,
PF11315,
PF11326,
PF11357,3.81
PF11365,1.83
PF11380,
PF11409,
PF11411,
PF11413,2.99
PF11414,1.03
PF11416,
PF11461,1.49
PF11464,2.46
PF11465,
PF11466,
PF11467,2.08
PF11470,
PF11502,2.66
PF11510,
PF11515,2.88
PF11521,
PF11526,
PF11527,1.05
PF11531,
PF11532,
PF11538,
PF11540,4.19
PF11543,
PF11547,
PF11548,2.01
PF11555,
PF11559,
PF11560,
PF11566,0.58
PF11568,
PF11569,2.29
PF11571,
PF11573,
PF11577,1.32
PF11587,
PF11594,
PF11597,
PF11598,2.57
PF11600,
PF11601,2.61
PF11605,
PF11608,
PF11616,3.07
PF11618,2.58
PF11620,
PF11626,
PF11627,5.09
PF11628,3.52
PF11629,3.58
PF11635,
PF11636,
PF11640,
PF11648,1.62
PF11652,2.43
PF11669,1.99
PF11698,
PF11699,
PF11701,3.01
PF11704,0.68
PF11705,1.67
PF11707,
PF11708,
PF11712,
PF11715,
PF11717,1.72
PF11718,
PF11719,
PF11721,
PF11722,
PF11732,
PF11759,3.47
PF11764,2.81
PF11768,
PF11770,
PF11771,
PF11779,3.02
PF11781,
PF11788,
PF11789,
PF11793,
PF11798,
PF11799,0.46
PF11802,
PF11803,
PF11816,
PF11817,
PF11819,2.05
PF11822,
PF11825,1.55
PF11830,3.04
PF11831,
PF11834,
PF11835,2.89
PF11838,1.21
PF11841,2.52
PF11851,1.51
PF11857,1.99
PF11861,
PF11864,
PF11865,
PF11875,
PF11878,1.81
PF11879,3.02
PF11881,1.53
PF11882,4.58
PF11894,
PF11904,2.36
PF11911,
PF11914,
PF11916,
PF11918,0.89
PF11919,
PF11923,
PF11928,1.56
PF11931,
PF11933,2.81
PF11934,1.97
PF11935,
PF11938,1.15
PF11942,
PF11945,4.96
PF11952,2.48
PF11956,1.99
PF11957,
PF11968,
PF11969,1.09
PF11971,1.67
PF11976,2.92
PF11977,3.35
PF11978,
PF11979,3.07
PF11980,3.14
PF11987,0.87
PF12001,2.97
PF12002,
PF12004,1.53
PF12009,
PF12012,1.95
PF12014,
PF12016,
PF12017,
PF12018,
PF12020,4.05
PF12022,
PF12024,1.26
PF12026,1.7
PF12030,3.74
PF12031,4.36
PF12036,2.14
PF12037,4.4
PF12038,
PF12045,2.52
PF12047,
PF12052,4.01
PF12053,3.43
PF12054,
PF12057,
PF12062,4.74
PF12063,2.69
PF12064,
PF12066,
PF12067,2.43
PF12068,1.31
PF12070,
PF12075,3.84
PF12090,4.08
PF12104,
PF12108,
PF12109,
PF12110,
PF12114,2.22
PF12125,5.44
PF12126,0.55
PF12129,3.82
PF12130,1.73
PF12134,
PF12140,2.02
PF12144,1.63
PF12145,3.07
PF12146,2.08
PF12148,3.16
PF12153,
PF12157,5.23
PF12160,
PF12162,
PF12166,2.67
PF12171,1.87
PF12177,
PF12178,
PF12179,1.62
PF12180,1.3
PF12185,2.18
PF12188,
PF12191,
PF12196,
PF12201,
PF12202,2.09
PF12203,3.66
PF12205,4.0
PF12210,
PF12213,
PF12214,
PF12215,
PF12220,
PF12230,
PF12231,
PF12232,1.67
PF12234,3.0
PF12235,2.53
PF12237,
PF12240,3.15
PF12248,
PF12251,
PF12253,
PF12254,
PF12257,
PF12258,
PF12260,0.91
PF12265,1.91
PF12269,
PF12280,1.89
PF12284,1.79
PF12287,1.96
PF12295,
PF12297,
PF12301,1.45
PF12304,1.79
PF12308,3.4
PF12309,
PF12310,1.83
PF12316,3.0
PF12317,
PF12325,
PF12328,
PF12329,
PF12330,
PF12333,
PF12335,3.35
PF12336,2.84
PF12341,
PF12346,
PF12347,1.27
PF12348,1.1
PF12349,1.09
PF12352,0.77
PF12353,
PF12356,
PF12360,3.7
PF12366,
PF12368,
PF12369,
PF12371,1.8
PF12372,
PF12374,
PF12394,3.37
PF12397,
PF12400,
PF12402,3.25
PF12403,3.25
PF12409,1.27
PF12413,2.16
PF12414,4.43
PF12416,
PF12422,
PF12423,1.58
PF12424,3.47
PF12430,5.08
PF12432,
PF12436,
PF12440,1.61
PF12443,0.32
PF12444,2.16
PF12448,2.21
PF12451,
PF12453,
PF12455,
PF12456,1.41
PF12457,
PF12460,
PF12463,
PF12465,2.51
PF12470,
PF12473,1.41
PF12474,1.36
PF12478,4.25
PF12480,1.61
PF12483,
PF12485,1.08
PF12489,0.17
PF12490,
PF12491,
PF12494,
PF12496,2.47
PF12497,
PF12509,-0.21
PF12510,1.53
PF12513,
PF12516,1.83
PF12529,3.01
PF12530,
PF12533,2.41
PF12534,2.55
PF12537,4.92
PF12540,
PF12542,
PF12547,-0.07
PF12548,1.75
PF12549,0.92
PF12554,
PF12560,
PF12567,
PF12569,3.93
PF12572,
PF12576,
PF12577,
PF12578,0.75
PF12580,
PF12583,
PF12584,
PF12589,
PF12595,2.86
PF12597,
PF12598,0.55
PF12605,3.87
PF12606,3.04
PF12610,2.02
PF12612,
PF12618,
PF12619,
PF12624,0.48
PF12627,
PF12631,
PF12632,
PF12640,
PF12643,
PF12656,
PF12657,
PF12660,
PF12661,2.76
PF12662,2.99
PF12678,3.18
PF12689,
PF12697,1.33
PF12698,0.6
PF12701,2.47
PF12705,
PF12706,
PF12714,2.31
PF12717,1.04
PF12719,
PF12721,1.42
PF12722,
PF12733,
PF12734,
PF12736,0.71
PF12738,0.7
PF12739,
PF12742,
PF12743,
PF12745,
PF12752,1.81
PF12755,0.71
PF12756,1.01
PF12763,1.66
PF12765,
PF12767,-2.0
PF12769,
PF12770,
PF12772,
PF12773,
PF12774,2.55
PF12775,1.69
PF12777,1.34
PF12780,1.82
PF12781,2.24
PF12783,1.5
PF12796,1.02
PF12799,1.36
PF12807,
PF12810,2.86
PF12816,
PF12820,
PF12826,
PF12830,
PF12832,0.35
PF12836,1.36
PF12838,
PF12842,
PF12845,0.83
PF12848,1.71
PF12850,
PF12851,1.42
PF12859,-0.5
PF12861,
PF12862,0.58
PF12871,
PF12872,0.73
PF12874,1.84
PF12877,1.71
PF12881,4.04
PF12884,3.42
PF12885,2.33
PF12886,2.62
PF12894,1.01
PF12895,0.58
PF12896,
PF12901,2.82
PF12906,3.05
PF12922,
PF12923,5.07
PF12924,3.7
PF12925,3.06
PF12926,4.78
PF12928,
PF12931,1.44
PF12932,2.99
PF12933,
PF12934,
PF12936,
PF12937,1.36
PF12938,
PF12940,
PF12947,2.5
PF12971,
PF12972,
PF12998,1.96
PF12999,
PF13000,3.0
PF13001,
PF13012,1.0
PF13015,
PF13017,
PF13023,
PF13085,
PF13086,1.15
PF13087,1.04
PF13088,1.55
PF13091,1.63
PF13092,
PF13094,
PF13096,
PF13097,
PF13167,
PF13174,0.83
PF13176,0.97
PF13177,
PF13180,1.88
PF13181,0.67
PF13191,0.43
PF13193,1.49
PF13202,1.88
PF13229,0.62
PF13233,0.02
PF13234,0.68
PF13236,
PF13238,0.72
PF13240,
PF13242,2.02
PF13243,
PF13246,1.02
PF13249,
PF13251,
PF13270,3.07
PF13271,
PF13279,
PF13281,2.84
PF13287,
PF13289,3.0
PF13293,3.69
PF13297,2.73
PF13299,
PF13300,
PF13302,
PF13306,0.87
PF13307,2.29
PF13324,
PF13325,
PF13328,
PF13329,2.72
PF13330,2.7
PF13339,
PF13341,
PF13344,1.29
PF13347,0.65
PF13349,
PF13359,
PF13361,
PF13365,1.53
PF13369,
PF13374,1.55
PF13378,
PF13383,
PF13385,0.6
PF13392,
PF13393,2.17
PF13402,4.16
PF13405,1.82
PF13409,1.03
PF13410,1.65
PF13414,1.25
PF13415,
PF13417,0.91
PF13419,
PF13423,
PF13424,0.8
PF13426,1.88
PF13431,0.94
PF13432,0.46
PF13439,
PF13445,2.52
PF13450,1.22
PF13460,0.22
PF13465,4.25
PF13469,4.3
PF13472,3.88
PF13476,0.18
PF13481,
PF13483,
PF13489,0.34
PF13499,1.2
PF13506,
PF13507,
PF13510,
PF13513,0.93
PF13516,1.52
PF13517,0.77
PF13519,1.06
PF13520,1.59
PF13522,2.11
PF13532,0.51
PF13534,
PF13537,
PF13540,
PF13543,
PF13553,2.81
PF13558,
PF13561,1.21
PF13570,
PF13574,1.67
PF13589,1.28
PF13593,
PF13602,0.82
PF13603,
PF13604,
PF13606,2.04
PF13616,
PF13620,1.56
PF13621,0.76
PF13622,
PF13625,
PF13637,1.19
PF13638,0.75
PF13639,2.56
PF13640,1.6
PF13641,4.41
PF13646,0.69
PF13649,0.71
PF13653,4.25
PF13656,3.54
PF13660,
PF13661,
PF13664,
PF13669,
PF13671,0.94
PF13676,0.6
PF13679,0.77
PF13691,
PF13695,1.7
PF13696,3.71
PF13704,2.53
PF13705,0.8
PF13716,1.07
PF13718,
PF13725,
PF13733,2.71
PF13738,
PF13757,1.97
PF13764,
PF13765,1.82
PF13768,0.81
PF13771,1.87
PF13772,
PF13774,1.24
PF13775,
PF13778,1.36
PF13793,3.25
PF13802,1.38
PF13804,4.85
PF13812,0.92
PF13815,2.57
PF13820,
PF13821,
PF13831,3.05
PF13832,2.34
PF13833,1.32
PF13836,1.64
PF13837,2.02
PF13838,2.62
PF13840,2.06
PF13841,1.93
PF13842,
PF13843,1.67
PF13844,
PF13846,
PF13847,0.77
PF13848,0.41
PF13850,1.62
PF13851,
PF13853,1.91
PF13854,4.08
PF13855,1.09
PF13857,1.15
PF13862,
PF13863,1.07
PF13864,0.64
PF13865,1.62
PF13866,4.36
PF13867,4.15
PF13868,0.39
PF13869,
PF13870,0.65
PF13871,3.58
PF13872,3.86
PF13873,1.08
PF13874,
PF13877,0.61
PF13878,3.88
PF13879,0.9
PF13880,3.86
PF13881,
PF13882,3.04
PF13883,2.29
PF13884,3.21
PF13885,3.05
PF13886,0.59
PF13887,4.0
PF13888,1.68
PF13889,3.46
PF13890,
PF13891,1.53
PF13892,
PF13893,1.96
PF13894,2.3
PF13895,0.93
PF13896,2.23
PF13897,3.42
PF13898,1.36
PF13899,1.63
PF13901,2.15
PF13902,
PF13903,0.64
PF13904,
PF13905,1.23
PF13906,3.51
PF13907,2.95
PF13908,2.39
PF13909,3.03
PF13910,
PF13911,0.98
PF13912,2.16
PF13913,2.16
PF13914,2.15
PF13915,3.58
PF13916,1.81
PF13917,2.15
PF13918,2.13
PF13919,3.84
PF13920,2.15
PF13921,1.78
PF13922,5.14
PF13923,2.33
PF13925,1.02
PF13926,0.96
PF13927,0.96
PF13931,
PF13932,
PF13934,
PF13949,0.63
PF13959,1.49
PF13964,0.79
PF13965,3.4
PF13967,2.31
PF13971,
PF13975,
PF14008,
PF14046,2.71
PF14047,3.94
PF14048,2.67
PF14049,2.24
PF14050,2.37
PF14051,4.88
PF14061,3.62
PF14073,2.45
PF14075,3.08
PF14077,
PF14138,
PF14160,1.77
PF14161,2.43
PF14186,
PF14204,
PF14222,4.3
PF14225,3.64
PF14228,2.82
PF14237,
PF14252,
PF14260,1.03
PF14291,1.34
PF14304,4.59
PF14306,3.85
PF14309,
PF14324,3.04
PF14327,4.57
PF14336,
PF14360,3.9
PF14369,
PF14370,4.24
PF14374,
PF14377,1.55
PF14381,
PF14382,1.12
PF14396,
PF14413,
PF14429,1.63
PF14438,2.99
PF14443,2.89
PF14444,2.81
PF14447,
PF14465,
PF14469,
PF14473,1.48
PF14478,
PF14484,2.75
PF14492,1.91
PF14493,
PF14497,0.68
PF14500,
PF14513,2.26
PF14520,1.31
PF14523,1.57
PF14533,1.0
PF14538,
PF14542,
PF14545,1.16
PF14551,0.54
PF14554,
PF14555,1.54
PF14559,0.37
PF14560,0.69
PF14565,
PF14566,0.89
PF14570,
PF14572,3.4
PF14575,1.7
PF14578,
PF14580,1.12
PF14593,
PF14596,
PF14598,1.58
PF14599,
PF14603,2.06
PF14604,1.8
PF14608,2.54
PF14617,
PF14619,4.97
PF14621,
PF14622,
PF14629,
PF14630,
PF14631,
PF14632,
PF14633,
PF14634,1.61
PF14635,
PF14636,3.05
PF14637,3.7
PF14638,3.8
PF14639,
PF14641,
PF14642,3.27
PF14643,
PF14644,
PF14645,1.36
PF14646,
PF14647,
PF14648,5.0
PF14649,
PF14650,2.43
PF14651,2.22
PF14652,2.19
PF14653,3.61
PF14654,1.86
PF14655,
PF14656,
PF14658,
PF14661,
PF14662,
PF14663,
PF14664,
PF14665,
PF14666,
PF14668,
PF14669,
PF14670,2.53
PF14671,4.14
PF14672,3.7
PF14674,
PF14675,
PF14676,
PF14677,
PF14678,
PF14679,
PF14680,
PF14681,2.07
PF14687,
PF14688,
PF14691,
PF14694,
PF14695,
PF14697,
PF14698,
PF14699,
PF14700,
PF14701,
PF14702,
PF14703,2.2
PF14704,
PF14705,1.41
PF14707,2.02
PF14709,1.03
PF14712,0.74
PF14713,
PF14716,0.89
PF14719,1.91
PF14721,
PF14722,1.82
PF14723,1.58
PF14724,
PF14726,
PF14727,
PF14728,
PF14732,
PF14735,
PF14736,
PF14737,
PF14738,
PF14739,
PF14740,
PF14744,
PF14745,
PF14746,
PF14748,3.36
PF14749,1.16
PF14750,
PF14752,
PF14753,2.06
PF14759,
PF14761,
PF14763,
PF14764,
PF14766,
PF14767,
PF14768,
PF14769,1.09
PF14770,
PF14771,
PF14772,0.52
PF14773,
PF14774,2.5
PF14775,
PF14776,
PF14777,
PF14778,
PF14779,
PF14780,
PF14781,
PF14782,
PF14783,
PF14784,
PF14787,5.65
PF14788,
PF14791,1.78
PF14792,1.65
PF14796,2.13
PF14797,
PF14798,1.42
PF14799,2.23
PF14800,
PF14802,
PF14806,
PF14807,
PF14808,
PF14811,
PF14813,
PF14815,
PF14816,1.36
PF14817,
PF14818,2.08
PF14820,5.82
PF14821,1.18
PF14822,3.41
PF14825,
PF14826,
PF14828,
PF14833,0.63
PF14835,
PF14836,1.72
PF14837,
PF14838,
PF14839,
PF14843,2.58
PF14844,1.61
PF14845,1.82
PF14846,
PF14851,1.84
PF14852,
PF14853,
PF14854,1.66
PF14857,3.39
PF14858,
PF14862,
PF14868,
PF14874,
PF14875,1.88
PF14880,
PF14881,
PF14886,4.78
PF14887,
PF14892,1.42
PF14893,2.17
PF14895,
PF14901,
PF14904,4.62
PF14906,
PF14908,
PF14909,2.34
PF14910,
PF14911,
PF14912,1.01
PF14913,
PF14914,3.98
PF14915,2.51
PF14916,2.14
PF14917,5.0
PF14918,
PF14919,
PF14920,
PF14921,1.84
PF14922,1.46
PF14923,
PF14924,
PF14925,
PF14926,
PF14927,1.57
PF14929,
PF14931,
PF14932,
PF14933,
PF14934,
PF14935,
PF14936,
PF14937,
PF14938,2.11
PF14939,
PF14940,1.66
PF14941,
PF14942,
PF14943,
PF14944,3.77
PF14945,1.7
PF14946,
PF14948,2.06
PF14949,2.56
PF14950,
PF14951,
PF14952,
PF14953,
PF14954,3.02
PF14955,
PF14956,
PF14957,1.64
PF14958,
PF14959,
PF14960,
PF14961,
PF14962,
PF14963,
PF14964,
PF14965,0.82
PF14966,
PF14967,2.62
PF14968,
PF14969,
PF14970,
PF14972,
PF14973,
PF14974,
PF14975,
PF14976,5.31
PF14977,0.83
PF14978,
PF14979,1.7
PF14980,
PF14981,
PF14982,2.34
PF14983,
PF14984,
PF14985,
PF14986,
PF14987,
PF14988,0.71
PF14989,
PF14990,
PF14991,
PF14992,1.97
PF14993,
PF14994,
PF14995,
PF14996,
PF14997,0.35
PF14998,1.99
PF14999,
PF15000,
PF15001,
PF15002,
PF15003,
PF15004,
PF15005,0.52
PF15006,
PF15007,
PF15008,
PF15009,
PF15010,2.33
PF15011,
PF15012,
PF15013,
PF15014,
PF15015,
PF15016,
PF15017,2.67
PF15018,3.59
PF15019,
PF15020,
PF15021,
PF15022,
PF15024,2.75
PF15025,
PF15027,2.8
PF15028,
PF15029,
PF15030,
PF15031,
PF15032,
PF15033,
PF15034,
PF15035,1.82
PF15036,
PF15037,1.02
PF15038,
PF15039,
PF15040,3.72
PF15041,
PF15042,
PF15043,
PF15044,
PF15045,0.66
PF15046,
PF15047,0.38
PF15048,
PF15049,1.07
PF15050,
PF15051,2.18
PF15052,
PF15053,
PF15054,2.28
PF15055,
PF15056,2.43
PF15057,0.61
PF15058,0.82
PF15059,2.74
PF15060,1.93
PF15061,
PF15062,
PF15063,1.15
PF15064,
PF15065,
PF15066,
PF15067,2.43
PF15068,2.04
PF15069,1.66
PF15070,3.47
PF15071,
PF15072,
PF15073,
PF15074,
PF15075,
PF15076,
PF15077,
PF15078,
PF15079,
PF15080,
PF15081,
PF15083,
PF15084,
PF15085,
PF15086,
PF15087,
PF15088,
PF15089,
PF15090,
PF15091,
PF15092,
PF15093,
PF15094,
PF15095,
PF15096,
PF15097,
PF15098,
PF15099,
PF15100,
PF15101,
PF15102,
PF15103,
PF15104,
PF15105,
PF15106,
PF15107,1.24
PF15108,
PF15109,
PF15110,
PF15111,
PF15112,
PF15113,
PF15114,
PF15115,0.58
PF15116,
PF15117,
PF15118,3.99
PF15119,
PF15120,
PF15121,
PF15122,
PF15123,
PF15124,
PF15125,2.64
PF15127,
PF15128,
PF15129,4.34
PF15130,
PF15132,
PF15133,
PF15134,
PF15135,
PF15136,
PF15137,
PF15138,
PF15139,
PF15141,
PF15142,
PF15143,3.68
PF15144,
PF15145,
PF15146,
PF15147,
PF15148,
PF15149,
PF15150,
PF15151,
PF15152,
PF15153,
PF15155,2.62
PF15156,
PF15157,5.12
PF15158,
PF15159,
PF15160,
PF15161,
PF15162,
PF15163,
PF15164,
PF15165,
PF15167,
PF15168,
PF15169,
PF15170,3.5
PF15171,
PF15172,
PF15173,0.96
PF15174,
PF15175,
PF15176,
PF15177,2.71
PF15179,
PF15180,1.35
PF15181,
PF15182,
PF15183,1.76
PF15184,
PF15185,
PF15186,2.67
PF15187,
PF15188,
PF15189,
PF15190,
PF15191,
PF15192,
PF15193,3.83
PF15194,5.06
PF15195,
PF15196,
PF15198,
PF15199,
PF15200,1.36
PF15201,
PF15202,
PF15203,
PF15204,
PF15205,
PF15206,4.57
PF15207,
PF15208,
PF15209,
PF15210,
PF15211,
PF15212,
PF15213,
PF15214,
PF15215,
PF15216,
PF15217,
PF15218,
PF15219,
PF15220,
PF15221,
PF15223,2.97
PF15224,
PF15225,
PF15226,
PF15227,2.7
PF15228,1.53
PF15229,2.13
PF15230,3.0
PF15231,4.95
PF15232,2.03
PF15233,3.54
PF15234,
PF15235,2.28
PF15236,
PF15237,1.91
PF15238,3.48
PF15239,
PF15240,3.56
PF15241,2.01
PF15242,1.15
PF15243,
PF15244,
PF15245,
PF15246,1.01
PF15247,
PF15248,2.21
PF15249,3.27
PF15250,1.43
PF15251,3.26
PF15252,0.8
PF15253,
PF15254,
PF15255,2.9
PF15256,0.91
PF15257,
PF15258,2.16
PF15259,0.93
PF15260,2.99
PF15261,
PF15262,1.1
PF15264,
PF15265,0.71
PF15266,0.77
PF15268,1.14
PF15269,4.88
PF15273,1.05
PF15274,
PF15275,0.98
PF15276,2.33
PF15277,1.61
PF15279,1.35
PF15280,
PF15281,
PF15282,2.39
PF15285,
PF15287,1.39
PF15288,4.65
PF15289,
PF15290,2.48
PF15291,
PF15292,
PF15293,
PF15294,
PF15295,
PF15296,
PF15297,1.79
PF15298,1.96
PF15299,
PF15300,3.65
PF15301,1.96
PF15302,
PF15303,1.58
PF15304,0.94
PF15305,
PF15306,
PF15307,
PF15308,2.27
PF15309,1.39
PF15310,
PF15311,
PF15312,
PF15313,3.27
PF15314,
PF15315,4.98
PF15316,1.77
PF15317,1.93
PF15318,
PF15319,
PF15320,5.68
PF15321,1.93
PF15322,
PF15323,
PF15324,
PF15325,
PF15326,1.32
PF15327,1.49
PF15328,
PF15330,0.79
PF15331,
PF15332,
PF15333,
PF15334,
PF15335,
PF15336,2.59
PF15337,3.34
PF15338,
PF15339,
PF15340,
PF15341,
PF15342,2.96
PF15343,
PF15344,0.83
PF15345,
PF15346,
PF15347,
PF15348,
PF15349,
PF15350,
PF15351,
PF15352,
PF15353,
PF15354,
PF15355,
PF15356,
PF15357,
PF15358,
PF15359,
PF15360,
PF15361,
PF15362,
PF15363,3.8
PF15364,
PF15365,5.32
PF15366,
PF15367,
PF15368,
PF15369,
PF15370,
PF15371,2.22
PF15372,
PF15373,
PF15374,2.16
PF15375,
PF15376,
PF15377,
PF15378,1.73
PF15379,
PF15380,
PF15382,
PF15383,
PF15384,
PF15385,2.74
PF15386,3.98
PF15387,
PF15388,2.51
PF15389,
PF15390,
PF15391,
PF15392,
PF15393,
PF15394,
PF15395,
PF15396,
PF15397,
PF15398,
PF15399,
PF15400,
PF15409,2.44
PF15410,2.04
PF15412,2.53
PF15419,
PF15423,3.22
PF15424,
PF15427,
PF15429,
PF15431,
PF15433,
PF15434,2.83
PF15435,
PF15439,1.87
PF15440,0.9
PF15441,5.19
PF15442,
PF15443,
PF15444,
PF15449,
PF15450,
PF15451,
PF15452,0.84
PF15453,-1.0
PF15454,
PF15455,
PF15462,
PF15464,
PF15465,
PF15466,
PF15467,
PF15468,
PF15469,
PF15470,
PF15471,
PF15472,
PF15473,
PF15475,
PF15476,
PF15477,1.32
PF15478,
PF15479,
PF15480,
PF15482,
PF15483,3.61
PF15484,
PF15485,
PF15486,
PF15487,4.7
PF15488,
PF15489,
PF15490,
PF15492,
PF15494,1.17
PF15497,
PF15498,
PF15499,
PF15501,
PF15502,
PF15503,
PF15504,
PF15505,
PF15506,
PF15508,0.51
PF15509,
PF15510,
PF15511,1.35
PF15512,
PF15519,1.71
PF15539,
PF15546,
PF15547,
PF15548,
PF15549,1.12
PF15550,
PF15551,
PF15552,
PF15553,
PF15554,
PF15555,
PF15556,
PF15557,
PF15558,0.92
PF15559,
PF15576,
PF15578,
PF15612,0.63
PF15613,1.23
PF15619,2.18
PF15620,
PF15621,3.38
PF15622,
PF15623,3.69
PF15625,2.22
PF15627,
PF15630,
PF15632,
PF15636,4.05
PF15661,
PF15662,
PF15663,3.25
PF15664,
PF15665,1.61
PF15666,1.75
PF15667,
PF15668,
PF15669,
PF15670,1.71
PF15671,
PF15672,
PF15673,
PF15674,
PF15675,
PF15676,
PF15677,
PF15678,
PF15679,
PF15680,
PF15681,
PF15682,
PF15683,
PF15684,
PF15685,
PF15686,
PF15687,
PF15688,
PF15689,
PF15690,
PF15691,
PF15692,2.0
PF15693,
PF15694,
PF15695,4.26
PF15696,1.72
PF15702,
PF15703,-0.25
PF15705,2.51
PF15706,3.05
PF15707,
PF15708,4.62
PF15709,
PF15710,
PF15711,1.42
PF15712,
PF15713,
PF15715,
PF15716,
PF15717,
PF15718,
PF15719,
PF15720,
PF15721,
PF15722,3.94
PF15724,
PF15725,
PF15726,
PF15727,
PF15728,
PF15729,
PF15730,
PF15732,
PF15733,0.65
PF15734,
PF15735,0.97
PF15736,
PF15737,0.84
PF15739,0.68
PF15740,
PF15741,
PF15742,
PF15743,
PF15744,
PF15745,
PF15746,
PF15747,
PF15748,
PF15749,
PF15750,
PF15751,
PF15752,
PF15753,
PF15754,
PF15755,
PF15756,
PF15757,
PF15758,
PF15759,
PF15760,
PF15761,
PF15762,
PF15763,
PF15764,
PF15765,
PF15766,
