fasta_file	n_sequences
PF06268.fasta	10
PF06271.fasta	1
PF06278.fasta	1
PF06292.fasta	9
PF06293.fasta	1
PF06294.fasta	3
PF06297.fasta	6
PF06309.fasta	6
PF06311.fasta	2
PF06312.fasta	9
PF06320.fasta	1
PF06325.fasta	6
PF06327.fasta	6
PF06328.fasta	4
PF06331.fasta	1
PF06333.fasta	2
PF06337.fasta	9
PF06345.fasta	1
PF06346.fasta	1
PF06350.fasta	1
PF06365.fasta	3
PF06367.fasta	9
PF06371.fasta	12
PF06372.fasta	1
PF06373.fasta	1
PF06374.fasta	2
PF06375.fasta	1
PF06384.fasta	2
PF06387.fasta	3
PF06388.fasta	2
PF06390.fasta	1
PF06391.fasta	1
PF06393.fasta	1
PF06396.fasta	1
PF06398.fasta	2
PF06399.fasta	1
PF06400.fasta	1
PF06401.fasta	1
PF06407.fasta	2
PF06409.fasta	20
PF06413.fasta	1
PF06417.fasta	1
PF06418.fasta	2
PF06419.fasta	1
PF06421.fasta	1
PF06423.fasta	1
PF06424.fasta	1
PF06427.fasta	2
PF06428.fasta	2
PF06432.fasta	1
PF06444.fasta	1
PF06446.fasta	1
PF06448.fasta	1
PF06455.fasta	1
PF06456.fasta	5
PF06459.fasta	3
PF06461.fasta	3
PF06462.fasta	6
PF06463.fasta	1
PF06464.fasta	5
PF06465.fasta	3
PF06466.fasta	2
PF06467.fasta	38
PF06468.fasta	2
PF06469.fasta	2
PF06470.fasta	6
PF06472.fasta	4
PF06473.fasta	3
PF06479.fasta	3
PF06480.fasta	2
PF06482.fasta	2
PF06484.fasta	5
PF06487.fasta	1
PF06512.fasta	10
PF06522.fasta	3
PF06524.fasta	1
PF06529.fasta	1
PF06534.fasta	3
PF06535.fasta	3
PF06540.fasta	1
PF06541.fasta	1
PF06544.fasta	3
PF06546.fasta	2
PF06553.fasta	2
PF06554.fasta	1
PF06565.fasta	7
PF06566.fasta	1
PF06567.fasta	1
PF06573.fasta	1
PF06581.fasta	1
PF06583.fasta	2
PF06584.fasta	1
PF06588.fasta	1
PF06602.fasta	16
PF06607.fasta	2
PF06608.fasta	1
PF06614.fasta	1
PF06617.fasta	3
PF06621.fasta	2
PF06623.fasta	5
PF06624.fasta	2
PF06625.fasta	2
PF06628.fasta	1
PF06632.fasta	1
PF06637.fasta	1
PF06638.fasta	2
PF06644.fasta	1
PF06645.fasta	1
PF06657.fasta	2
PF06658.fasta	1
PF06662.fasta	1
PF06663.fasta	3
PF06664.fasta	2
PF06668.fasta	6
PF06677.fasta	1
PF06679.fasta	3
PF06682.fasta	1
PF06699.fasta	1
PF06701.fasta	7
PF06702.fasta	3
PF06703.fasta	1
PF06726.fasta	1
PF06728.fasta	1
PF06729.fasta	1
PF06730.fasta	2
PF06732.fasta	1
PF06733.fasta	6
PF06736.fasta	2
PF06741.fasta	2
PF06743.fasta	6
PF06747.fasta	8
PF06752.fasta	2
PF06758.fasta	258
PF06762.fasta	2
PF06773.fasta	1
PF06775.fasta	1
PF06777.fasta	1
PF06783.fasta	1
PF06784.fasta	1
PF06789.fasta	2
PF06803.fasta	1
PF06807.fasta	1
PF06809.fasta	1
PF06814.fasta	5
PF06816.fasta	4
PF06817.fasta	9
PF06818.fasta	5
PF06821.fasta	1
PF06825.fasta	2
PF06827.fasta	1
PF06831.fasta	2
PF06839.fasta	9
PF06840.fasta	1
PF06842.fasta	2
PF06858.fasta	1
PF06859.fasta	2
PF06862.fasta	1
PF06870.fasta	1
PF06875.fasta	1
PF06881.fasta	2
PF06883.fasta	1
PF06886.fasta	2
PF06888.fasta	2
PF06905.fasta	1
PF06907.fasta	2
PF06910.fasta	1
PF06911.fasta	1
PF06916.fasta	2
PF06920.fasta	12
PF06936.fasta	1
PF06937.fasta	1
PF06941.fasta	2
PF06951.fasta	2
PF06954.fasta	2
PF06957.fasta	1
PF06959.fasta	1
PF06963.fasta	1
PF06969.fasta	1
PF06978.fasta	1
PF06979.fasta	3
PF06984.fasta	1
PF06989.fasta	1
PF06990.fasta	5
PF06991.fasta	1
PF07000.fasta	1
PF07001.fasta	3
PF07002.fasta	9
PF07004.fasta	31
PF07010.fasta	1
PF07019.fasta	2
PF07034.fasta	1
PF07035.fasta	1
PF07039.fasta	1
PF07047.fasta	1
PF07051.fasta	2
PF07052.fasta	1
PF07061.fasta	1
PF07064.fasta	1
PF07065.fasta	1
PF07074.fasta	1
PF07078.fasta	1
PF07084.fasta	2
PF07086.fasta	1
PF07092.fasta	3
PF07093.fasta	1
PF07096.fasta	1
PF07106.fasta	1
PF07111.fasta	1
PF07114.fasta	2
PF07139.fasta	2
PF07140.fasta	1
PF07142.fasta	2
PF07145.fasta	9
PF07147.fasta	2
PF07156.fasta	2
PF07159.fasta	4
PF07160.fasta	1
PF07162.fasta	3
PF07163.fasta	1
PF07175.fasta	1
PF07177.fasta	12
PF07189.fasta	1
PF07192.fasta	2
PF07200.fasta	4
PF07202.fasta	4
PF07213.fasta	2
PF07221.fasta	1
PF07222.fasta	1
PF07225.fasta	1
PF07228.fasta	1
PF07258.fasta	10
PF07259.fasta	1
PF07260.fasta	1
PF07263.fasta	1
PF07264.fasta	1
PF07281.fasta	2
PF07286.fasta	1
PF07289.fasta	1
PF07292.fasta	4
PF07297.fasta	1
PF07303.fasta	6
PF07304.fasta	1
PF07324.fasta	2
PF07326.fasta	1
PF07334.fasta	2
PF07347.fasta	1
PF07353.fasta	1
PF07354.fasta	2
PF07359.fasta	1
PF07392.fasta	1
PF07393.fasta	1
PF07400.fasta	1
PF07406.fasta	1
PF07412.fasta	2
PF07421.fasta	1
PF07426.fasta	1
PF07443.fasta	2
PF07448.fasta	1
PF07452.fasta	3
PF07458.fasta	9
PF07469.fasta	4
PF07474.fasta	4
PF07479.fasta	2
PF07491.fasta	1
PF07496.fasta	7
PF07500.fasta	7
PF07502.fasta	4
PF07521.fasta	3
PF07522.fasta	3
PF07524.fasta	3
PF07525.fasta	36
PF07527.fasta	11
PF07528.fasta	5
PF07529.fasta	4
PF07531.fasta	5
PF07533.fasta	7
PF07534.fasta	7
PF07535.fasta	3
PF07539.fasta	1
PF07540.fasta	1
PF07541.fasta	1
PF07542.fasta	1
PF07544.fasta	1
PF07545.fasta	3
PF07546.fasta	9
PF07555.fasta	1
PF07557.fasta	1
PF07558.fasta	1
PF07562.fasta	13
PF07565.fasta	11
PF07569.fasta	1
PF07571.fasta	2
PF07572.fasta	1
PF07574.fasta	1
PF07575.fasta	1
PF07576.fasta	1
PF07593.fasta	1
PF07645.fasta	288
PF07646.fasta	1
PF07647.fasta	38
PF07648.fasta	48
PF07650.fasta	1
PF07651.fasta	4
PF07653.fasta	69
PF07654.fasta	104
PF07657.fasta	5
PF07662.fasta	3
PF07670.fasta	3
PF07677.fasta	10
PF07678.fasta	11
PF07679.fasta	568
PF07681.fasta	1
PF07683.fasta	5
PF07684.fasta	4
PF07686.fasta	437
PF07687.fasta	5
PF07690.fasta	69
PF07691.fasta	2
PF07693.fasta	2
PF07699.fasta	22
PF07700.fasta	3
PF07701.fasta	6
PF07703.fasta	10
PF07706.fasta	1
PF07707.fasta	60
PF07710.fasta	3
PF07711.fasta	1
PF07713.fasta	1
PF07714.fasta	135
PF07716.fasta	13
PF07717.fasta	17
PF07718.fasta	1
PF07719.fasta	10
PF07722.fasta	1
PF07724.fasta	2
PF07728.fasta	11
PF07731.fasta	5
PF07732.fasta	11
PF07738.fasta	7
PF07741.fasta	1
PF07742.fasta	6
PF07743.fasta	1
PF07744.fasta	6
PF07748.fasta	5
PF07749.fasta	1
PF07757.fasta	1
PF07763.fasta	2
PF07766.fasta	3
PF07767.fasta	1
PF07773.fasta	6
PF07774.fasta	1
PF07776.fasta	1
PF07778.fasta	1
PF07779.fasta	1
PF07780.fasta	1
PF07782.fasta	4
PF07786.fasta	1
PF07787.fasta	1
PF07798.fasta	2
PF07803.fasta	3
PF07807.fasta	1
PF07808.fasta	1
PF07809.fasta	2
PF07810.fasta	8
PF07814.fasta	1
PF07815.fasta	3
PF07817.fasta	1
PF07818.fasta	1
PF07819.fasta	1
PF07830.fasta	3
PF07831.fasta	1
PF07834.fasta	1
PF07837.fasta	2
PF07842.fasta	3
PF07847.fasta	1
PF07850.fasta	1
PF07851.fasta	2
PF07855.fasta	1
PF07856.fasta	3
PF07857.fasta	1
PF07859.fasta	13
PF07884.fasta	2
PF07885.fasta	36
PF07888.fasta	2
PF07890.fasta	1
PF07894.fasta	8
PF07896.fasta	1
PF07904.fasta	1
PF07910.fasta	3
PF07912.fasta	1
PF07915.fasta	4
PF07923.fasta	2
PF07926.fasta	1
PF07928.fasta	1
PF07933.fasta	2
PF07934.fasta	1
PF07941.fasta	1
PF07942.fasta	1
PF07946.fasta	1
PF07947.fasta	2
PF07959.fasta	2
PF07962.fasta	1
PF07965.fasta	6
PF07966.fasta	7
PF07967.fasta	1
PF07970.fasta	3
PF07973.fasta	6
PF07974.fasta	17
PF07975.fasta	2
PF07978.fasta	6
PF07984.fasta	4
PF07985.fasta	1
PF07986.fasta	3
PF07988.fasta	2
PF07989.fasta	2
PF07992.fasta	12
PF07993.fasta	2
PF07994.fasta	2
PF07995.fasta	3
PF07998.fasta	1
PF08005.fasta	6
PF08007.fasta	2
PF08014.fasta	2
PF08016.fasta	11
PF08022.fasta	7
PF08030.fasta	7
PF08032.fasta	1
PF08033.fasta	6
PF08035.fasta	1
PF08038.fasta	1
PF08039.fasta	1
PF08040.fasta	1
PF08043.fasta	28
PF08059.fasta	4
PF08061.fasta	2
PF08062.fasta	3
PF08063.fasta	1
PF08064.fasta	1
PF08065.fasta	16
PF08066.fasta	1
PF08067.fasta	1
PF08068.fasta	1
PF08069.fasta	1
PF08070.fasta	2
PF08071.fasta	3
PF08072.fasta	1
PF08073.fasta	3
PF08074.fasta	3
PF08075.fasta	3
PF08079.fasta	2
PF08080.fasta	3
PF08081.fasta	9
PF08082.fasta	1
PF08083.fasta	1
PF08084.fasta	1
PF08100.fasta	2
PF08122.fasta	1
PF08123.fasta	1
PF08127.fasta	1
PF08142.fasta	2
PF08143.fasta	2
PF08144.fasta	1
PF08145.fasta	1
PF08146.fasta	1
PF08147.fasta	1
PF08148.fasta	2
PF08149.fasta	1
PF08150.fasta	5
PF08151.fasta	4
PF08152.fasta	2
PF08153.fasta	1
PF08154.fasta	2
PF08155.fasta	1
PF08156.fasta	2
PF08157.fasta	1
PF08158.fasta	1
PF08159.fasta	2
PF08161.fasta	1
PF08163.fasta	1
PF08164.fasta	1
PF08165.fasta	3
PF08166.fasta	2
PF08167.fasta	1
PF08168.fasta	1
PF08169.fasta	2
PF08170.fasta	1
PF08172.fasta	1
PF08174.fasta	3
PF08180.fasta	5
PF08190.fasta	3
PF08198.fasta	2
PF08202.fasta	1
PF08204.fasta	1
PF08205.fasta	31
PF08208.fasta	1
PF08209.fasta	1
PF08210.fasta	1
PF08212.fasta	1
PF08213.fasta	1
PF08214.fasta	2
PF08216.fasta	1
PF08221.fasta	1
PF08227.fasta	1
PF08231.fasta	1
PF08232.fasta	3
PF08234.fasta	1
PF08235.fasta	3
PF08236.fasta	2
PF08238.fasta	42
PF08240.fasta	16
PF08241.fasta	7
PF08242.fasta	4
PF08243.fasta	1
PF08246.fasta	8
PF08264.fasta	6
PF08265.fasta	2
PF08266.fasta	65
PF08271.fasta	4
PF08282.fasta	9
PF08285.fasta	1
PF08286.fasta	1
PF08288.fasta	1
PF08292.fasta	1
PF08293.fasta	1
PF08294.fasta	1
PF08295.fasta	3
PF08311.fasta	2
PF08312.fasta	3
PF08313.fasta	4
PF08314.fasta	1
PF08315.fasta	1
PF08318.fasta	1
PF08320.fasta	1
PF08321.fasta	3
PF08324.fasta	1
PF08326.fasta	2
PF08327.fasta	2
PF08332.fasta	4
PF08336.fasta	3
PF08337.fasta	18
PF08338.fasta	1
PF08344.fasta	6
PF08347.fasta	4
PF08351.fasta	1
PF08355.fasta	2
PF08356.fasta	2
PF08357.fasta	6
PF08365.fasta	1
PF08366.fasta	4
PF08367.fasta	1
PF08368.fasta	6
PF08372.fasta	2
PF08373.fasta	6
PF08374.fasta	5
PF08375.fasta	1
PF08377.fasta	1
PF08383.fasta	4
PF08384.fasta	1
PF08385.fasta	11
PF08389.fasta	6
PF08391.fasta	1
PF08393.fasta	15
PF08397.fasta	5
PF08399.fasta	4
PF08403.fasta	3
PF08409.fasta	4
PF08412.fasta	4
PF08416.fasta	8
PF08418.fasta	1
PF08423.fasta	7
PF08424.fasta	1
PF08427.fasta	1
PF08429.fasta	4
PF08430.fasta	3
PF08433.fasta	2
PF08434.fasta	3
PF08441.fasta	16
PF08442.fasta	2
PF08443.fasta	2
PF08444.fasta	5
PF08447.fasta	10
PF08449.fasta	4
PF08450.fasta	1
PF08451.fasta	1
PF08454.fasta	6
PF08466.fasta	3
PF08473.fasta	4
PF08474.fasta	4
PF08477.fasta	5
PF08487.fasta	8
PF08490.fasta	1
PF08491.fasta	1
PF08492.fasta	1
PF08499.fasta	3
PF08504.fasta	3
PF08506.fasta	3
PF08510.fasta	1
PF08511.fasta	1
PF08512.fasta	2
PF08513.fasta	7
PF08514.fasta	4
PF08515.fasta	7
PF08516.fasta	19
PF08517.fasta	3
PF08518.fasta	4
PF08519.fasta	1
PF08523.fasta	1
PF08524.fasta	1
PF08526.fasta	5
PF08527.fasta	5
PF08534.fasta	1
PF08539.fasta	2
PF08540.fasta	2
PF08542.fasta	3
PF08543.fasta	1
PF08544.fasta	4
PF08547.fasta	1
PF08551.fasta	1
PF08555.fasta	1
PF08557.fasta	2
PF08558.fasta	2
PF08561.fasta	1
PF08562.fasta	3
PF08563.fasta	1
PF08564.fasta	1
PF08565.fasta	2
PF08567.fasta	1
PF08568.fasta	1
PF08569.fasta	2
PF08571.fasta	1
PF08572.fasta	1
PF08573.fasta	1
PF08574.fasta	1
PF08577.fasta	1
PF08583.fasta	2
PF08584.fasta	1
PF08585.fasta	2
PF08590.fasta	1
PF08596.fasta	2
PF08597.fasta	1
PF08598.fasta	3
PF08599.fasta	1
PF08600.fasta	1
PF08603.fasta	2
PF08604.fasta	1
PF08606.fasta	1
PF08608.fasta	2
PF08609.fasta	2
PF08610.fasta	1
PF08612.fasta	1
PF08613.fasta	2
PF08614.fasta	2
PF08615.fasta	1
PF08616.fasta	2
PF08617.fasta	1
PF08620.fasta	1
PF08621.fasta	1
PF08623.fasta	2
PF08625.fasta	1
PF08626.fasta	1
PF08628.fasta	4
PF08629.fasta	2
PF08631.fasta	1
PF08638.fasta	1
PF08640.fasta	1
PF08641.fasta	1
PF08644.fasta	1
PF08645.fasta	1
PF08646.fasta	2
PF08648.fasta	1
PF08652.fasta	1
PF08659.fasta	1
PF08660.fasta	1
PF08661.fasta	1
PF08662.fasta	2
PF08666.fasta	1
PF08669.fasta	4
PF08672.fasta	1
PF08674.fasta	2
PF08675.fasta	1
PF08676.fasta	2
PF08683.fasta	3
PF08685.fasta	2
PF08686.fasta	11
PF08687.fasta	4
PF08688.fasta	3
PF08694.fasta	1
PF08695.fasta	1
PF08696.fasta	1
PF08698.fasta	1
PF08699.fasta	6
PF08700.fasta	3
PF08701.fasta	1
PF08702.fasta	3
PF08703.fasta	4
PF08704.fasta	2
PF08709.fasta	6
PF08711.fasta	10
PF08712.fasta	1
PF08718.fasta	5
PF08725.fasta	6
PF08726.fasta	6
PF08729.fasta	2
PF08736.fasta	13
PF08737.fasta	2
PF08740.fasta	1
PF08742.fasta	53
PF08743.fasta	2
PF08746.fasta	1
PF08752.fasta	2
PF08755.fasta	2
PF08758.fasta	7
PF08763.fasta	7
PF08766.fasta	4
PF08767.fasta	1
PF08768.fasta	1
PF08771.fasta	1
PF08772.fasta	1
PF08773.fasta	1
PF08774.fasta	1
PF08776.fasta	3
PF08777.fasta	2
PF08778.fasta	2
PF08781.fasta	3
PF08782.fasta	4
PF08783.fasta	1
PF08784.fasta	2
PF08785.fasta	1
PF08788.fasta	3
PF08790.fasta	1
PF08797.fasta	1
PF08799.fasta	2
PF08801.fasta	1
PF08806.fasta	2
PF08815.fasta	3
PF08824.fasta	3
PF08825.fasta	1
PF08826.fasta	4
PF08831.fasta	1
PF08832.fasta	3
PF08833.fasta	2
PF08839.fasta	1
PF08840.fasta	5
PF08880.fasta	2
PF08910.fasta	1
PF08911.fasta	1
PF08912.fasta	2
PF08913.fasta	2
PF08914.fasta	1
PF08916.fasta	3
PF08917.fasta	1
PF08919.fasta	2
PF08920.fasta	1
PF08923.fasta	1
PF08925.fasta	1
PF08926.fasta	4
PF08934.fasta	2
PF08938.fasta	1
PF08939.fasta	1
PF08941.fasta	1
PF08944.fasta	3
PF08945.fasta	1
PF08947.fasta	3
PF08952.fasta	2
PF08953.fasta	8
PF08954.fasta	1
PF08961.fasta	1
PF08969.fasta	3
PF08976.fasta	4
PF08983.fasta	1
PF08991.fasta	1
PF08996.fasta	1
PF08997.fasta	1
PF08999.fasta	1
PF09004.fasta	1
PF09005.fasta	4
PF09006.fasta	1
PF09007.fasta	2
PF09011.fasta	10
PF09014.fasta	1
PF09026.fasta	1
PF09027.fasta	2
PF09029.fasta	2
PF09030.fasta	2
PF09032.fasta	1
PF09033.fasta	1
PF09034.fasta	1
PF09036.fasta	1
PF09038.fasta	1
PF09040.fasta	1
PF09041.fasta	1
PF09042.fasta	2
PF09045.fasta	2
PF09047.fasta	1
PF09049.fasta	1
PF09050.fasta	1
PF09051.fasta	1
PF09057.fasta	1
PF09058.fasta	1
PF09060.fasta	1
PF09064.fasta	1
PF09066.fasta	3
PF09067.fasta	5
PF09068.fasta	6
PF09069.fasta	6
PF09070.fasta	1
PF09072.fasta	2
PF09073.fasta	1
PF09079.fasta	2
PF09085.fasta	1
PF09088.fasta	1
PF09090.fasta	1
PF09103.fasta	1
PF09104.fasta	1
PF09110.fasta	2
PF09111.fasta	2
PF09121.fasta	1
PF09127.fasta	4
PF09128.fasta	3
PF09133.fasta	1
PF09138.fasta	1
PF09139.fasta	1
PF09141.fasta	2
PF09162.fasta	4
PF09164.fasta	1
PF09165.fasta	2
PF09166.fasta	1
PF09169.fasta	1
PF09170.fasta	1
PF09172.fasta	1
PF09173.fasta	2
PF09174.fasta	1
PF09177.fasta	2
PF09180.fasta	1
PF09184.fasta	1
PF09191.fasta	1
PF09193.fasta	1
PF09202.fasta	1
PF09229.fasta	2
PF09230.fasta	1
PF09236.fasta	1
PF09238.fasta	1
PF09240.fasta	7
PF09243.fasta	1
PF09247.fasta	2
PF09256.fasta	1
PF09257.fasta	1
PF09258.fasta	5
PF09261.fasta	5
PF09262.fasta	1
PF09263.fasta	1
PF09268.fasta	2
PF09270.fasta	2
PF09271.fasta	2
PF09272.fasta	1
PF09273.fasta	3
PF09279.fasta	8
PF09280.fasta	2
PF09282.fasta	1
PF09286.fasta	1
PF09289.fasta	5
PF09291.fasta	3
PF09292.fasta	1
PF09294.fasta	9
PF09296.fasta	2
PF09297.fasta	2
PF09298.fasta	1
PF09302.fasta	1
PF09303.fasta	1
PF09305.fasta	2
PF09307.fasta	1
PF09309.fasta	1
PF09310.fasta	1
PF09311.fasta	2
PF09316.fasta	3
PF09320.fasta	3
PF09324.fasta	4
PF09325.fasta	5
PF09326.fasta	1
PF09329.fasta	1
PF09332.fasta	1
PF09334.fasta	2
PF09335.fasta	3
PF09336.fasta	7
PF09340.fasta	1
PF09341.fasta	3
PF09346.fasta	1
PF09349.fasta	1
PF09350.fasta	1
PF09354.fasta	2
PF09358.fasta	3
PF09360.fasta	4
PF09368.fasta	1
PF09371.fasta	1
PF09377.fasta	1
PF09379.fasta	28
PF09380.fasta	26
PF09382.fasta	2
PF09384.fasta	1
PF09387.fasta	1
PF09396.fasta	1
PF09398.fasta	2
PF09402.fasta	2
PF09404.fasta	1
PF09405.fasta	1
PF09409.fasta	3
PF09412.fasta	1
PF09415.fasta	1
PF09416.fasta	1
PF09420.fasta	1
PF09422.fasta	4
PF09429.fasta	1
PF09430.fasta	1
PF09431.fasta	1
PF09439.fasta	1
PF09440.fasta	1
PF09443.fasta	4
PF09445.fasta	1
PF09446.fasta	1
PF09454.fasta	1
PF09457.fasta	6
PF09465.fasta	1
PF09468.fasta	1
PF09469.fasta	2
PF09470.fasta	1
PF09494.fasta	1
PF09495.fasta	1
PF09496.fasta	1
PF09497.fasta	2
PF09507.fasta	1
PF09514.fasta	11
PF09531.fasta	1
PF09532.fasta	3
PF09596.fasta	3
PF09606.fasta	1
PF09607.fasta	1
PF09631.fasta	1
PF09637.fasta	1
PF09649.fasta	1
PF09666.fasta	1
PF09667.fasta	1
PF09668.fasta	4
PF09696.fasta	1
PF09724.fasta	1
PF09725.fasta	1
PF09726.fasta	1
PF09727.fasta	4
PF09728.fasta	3
PF09730.fasta	2
PF09731.fasta	1
PF09732.fasta	1
PF09733.fasta	1
PF09734.fasta	1
PF09735.fasta	2
PF09736.fasta	1
PF09737.fasta	1
PF09738.fasta	3
PF09739.fasta	1
PF09740.fasta	1
PF09741.fasta	1
PF09742.fasta	1
PF09743.fasta	1
PF09744.fasta	5
PF09745.fasta	1
PF09746.fasta	1
PF09747.fasta	1
PF09748.fasta	1
PF09749.fasta	1
PF09750.fasta	2
PF09751.fasta	1
PF09752.fasta	1
PF09753.fasta	1
PF09754.fasta	1
PF09755.fasta	1
PF09756.fasta	1
PF09758.fasta	1
PF09759.fasta	1
PF09762.fasta	1
PF09763.fasta	1
PF09764.fasta	1
PF09765.fasta	1
PF09766.fasta	1
PF09767.fasta	1
PF09768.fasta	1
PF09769.fasta	2
PF09770.fasta	2
PF09771.fasta	1
PF09772.fasta	1
PF09773.fasta	1
PF09774.fasta	1
PF09775.fasta	1
PF09776.fasta	1
PF09777.fasta	1
PF09778.fasta	1
PF09779.fasta	1
PF09781.fasta	1
PF09782.fasta	1
PF09783.fasta	1
PF09785.fasta	1
PF09786.fasta	1
PF09787.fasta	1
PF09788.fasta	2
PF09789.fasta	1
PF09790.fasta	2
PF09791.fasta	2
PF09793.fasta	1
PF09794.fasta	2
PF09797.fasta	1
PF09799.fasta	3
PF09801.fasta	1
PF09803.fasta	1
PF09804.fasta	1
PF09805.fasta	1
PF09806.fasta	2
PF09807.fasta	1
PF09808.fasta	1
PF09809.fasta	1
PF09810.fasta	2
PF09811.fasta	2
PF09812.fasta	1
PF09813.fasta	1
PF09814.fasta	1
PF09815.fasta	9
PF09816.fasta	2
PF09817.fasta	1
PF09848.fasta	2
PF09992.fasta	1
PF10018.fasta	1
PF10033.fasta	1
PF10034.fasta	6
PF10036.fasta	1
PF10037.fasta	2
PF10044.fasta	1
PF10046.fasta	1
PF10058.fasta	1
PF10075.fasta	3
PF10146.fasta	1
PF10147.fasta	1
PF10148.fasta	2
PF10149.fasta	1
PF10151.fasta	1
PF10152.fasta	1
PF10154.fasta	1
PF10155.fasta	1
PF10156.fasta	1
PF10157.fasta	1
PF10158.fasta	1
PF10159.fasta	1
PF10160.fasta	1
PF10161.fasta	1
PF10162.fasta	6
PF10163.fasta	1
PF10164.fasta	1
PF10165.fasta	2
PF10166.fasta	1
PF10167.fasta	1
PF10168.fasta	1
PF10169.fasta	1
PF10170.fasta	1
PF10171.fasta	1
PF10172.fasta	1
PF10174.fasta	2
PF10175.fasta	1
PF10176.fasta	4
PF10177.fasta	3
PF10178.fasta	1
PF10179.fasta	1
PF10180.fasta	1
PF10181.fasta	1
PF10183.fasta	1
PF10184.fasta	1
PF10185.fasta	1
PF10186.fasta	2
PF10187.fasta	1
PF10188.fasta	1
PF10189.fasta	1
PF10190.fasta	2
PF10191.fasta	1
PF10192.fasta	2
PF10193.fasta	1
PF10195.fasta	2
PF10197.fasta	3
PF10198.fasta	1
PF10199.fasta	1
PF10200.fasta	1
PF10203.fasta	1
PF10204.fasta	2
PF10205.fasta	1
PF10206.fasta	1
PF10208.fasta	2
PF10209.fasta	1
PF10210.fasta	1
PF10211.fasta	2
PF10212.fasta	1
PF10213.fasta	1
PF10215.fasta	1
PF10217.fasta	1
PF10218.fasta	1
PF10220.fasta	1
PF10221.fasta	1
PF10222.fasta	1
PF10223.fasta	3
PF10224.fasta	1
PF10225.fasta	2
PF10226.fasta	3
PF10228.fasta	2
PF10229.fasta	1
PF10230.fasta	1
PF10231.fasta	1
PF10232.fasta	1
PF10233.fasta	1
PF10234.fasta	1
PF10235.fasta	1
PF10236.fasta	1
PF10237.fasta	2
PF10238.fasta	1
PF10239.fasta	3
PF10240.fasta	5
PF10241.fasta	1
PF10242.fasta	7
PF10243.fasta	1
PF10244.fasta	1
PF10245.fasta	1
PF10246.fasta	1
PF10247.fasta	1
PF10248.fasta	2
PF10249.fasta	1
PF10250.fasta	2
PF10251.fasta	1
PF10252.fasta	1
PF10253.fasta	1
PF10254.fasta	2
PF10255.fasta	1
PF10256.fasta	4
PF10257.fasta	4
PF10258.fasta	1
PF10259.fasta	1
PF10260.fasta	1
PF10261.fasta	1
PF10262.fasta	5
PF10263.fasta	2
PF10264.fasta	2
PF10265.fasta	2
PF10266.fasta	1
PF10267.fasta	5
PF10268.fasta	2
PF10269.fasta	3
PF10270.fasta	1
PF10271.fasta	2
PF10272.fasta	1
PF10273.fasta	1
PF10274.fasta	3
PF10275.fasta	2
PF10276.fasta	1
PF10277.fasta	6
PF10278.fasta	1
PF10280.fasta	1
PF10283.fasta	2
PF10288.fasta	1
PF10291.fasta	3
PF10294.fasta	11
PF10300.fasta	4
PF10304.fasta	1
PF10309.fasta	1
PF10312.fasta	1
PF10341.fasta	1
PF10343.fasta	1
PF10344.fasta	1
PF10345.fasta	1
PF10350.fasta	1
PF10354.fasta	1
PF10357.fasta	1
PF10358.fasta	4
PF10363.fasta	1
PF10366.fasta	2
PF10367.fasta	2
PF10373.fasta	3
PF10374.fasta	3
PF10376.fasta	1
PF10377.fasta	1
PF10382.fasta	1
PF10384.fasta	1
PF10390.fasta	3
PF10391.fasta	4
PF10392.fasta	1
PF10393.fasta	4
PF10394.fasta	1
PF10396.fasta	1
PF10397.fasta	1
PF10401.fasta	7
PF10403.fasta	1
PF10404.fasta	1
PF10405.fasta	1
PF10406.fasta	1
PF10408.fasta	2
PF10409.fasta	9
PF10413.fasta	1
PF10415.fasta	1
PF10417.fasta	5
PF10419.fasta	1
PF10420.fasta	1
PF10421.fasta	7
PF10426.fasta	1
PF10427.fasta	3
PF10430.fasta	1
PF10431.fasta	2
PF10433.fasta	3
PF10436.fasta	5
PF10441.fasta	1
PF10442.fasta	1
PF10444.fasta	1
PF10447.fasta	1
PF10453.fasta	1
PF10456.fasta	3
PF10457.fasta	2
PF10461.fasta	1
PF10469.fasta	3
PF10470.fasta	3
PF10471.fasta	1
PF10472.fasta	1
PF10473.fasta	3
PF10474.fasta	1
PF10475.fasta	2
PF10476.fasta	1
PF10477.fasta	1
PF10480.fasta	1
PF10481.fasta	1
PF10482.fasta	2
PF10483.fasta	2
PF10484.fasta	1
PF10486.fasta	4
PF10487.fasta	1
PF10488.fasta	2
PF10490.fasta	1
PF10491.fasta	1
PF10493.fasta	1
PF10494.fasta	1
PF10495.fasta	2
PF10496.fasta	1
PF10497.fasta	2
PF10498.fasta	1
PF10500.fasta	1
PF10501.fasta	1
PF10502.fasta	4
PF10504.fasta	1
PF10505.fasta	1
PF10506.fasta	3
PF10507.fasta	1
PF10508.fasta	1
PF10509.fasta	2
PF10510.fasta	1
PF10511.fasta	1
PF10512.fasta	1
PF10513.fasta	8
PF10514.fasta	1
PF10515.fasta	3
PF10516.fasta	1
PF10520.fasta	1
PF10521.fasta	1
PF10522.fasta	3
PF10523.fasta	13
PF10524.fasta	4
PF10525.fasta	2
PF10529.fasta	6
PF10534.fasta	4
PF10537.fasta	2
PF10541.fasta	4
PF10557.fasta	6
PF10558.fasta	2
PF10559.fasta	2
PF10561.fasta	1
