Pfam_code,mean_%conservation,blosum62_global_mean,perc_gaps
PF03647,0.71,3.0,0.1
PF03650,0.6,1.67,0.06
PF03656,1.0,,0.0
PF03657,1.0,,0.0
PF03660,1.0,,0.0
PF03661,1.0,,0.0
PF03662,0.72,2.44,0.04
PF03665,0.73,2.34,0.02
PF03666,0.5,,0.5
PF03669,1.0,,0.0
PF03670,1.0,,0.0
PF03671,1.0,,0.0
PF03676,1.0,,0.0
PF03690,1.0,,0.0
PF03694,1.0,,0.0
PF03700,0.65,1.52,0.06
PF03712,0.54,1.48,0.06
PF03715,1.0,,0.0
PF03719,0.59,0.61,0.01
PF03720,1.0,,0.0
PF03721,1.0,,0.0
PF03725,0.41,0.47,0.03
PF03726,1.0,,0.0
PF03727,0.71,3.07,0.01
PF03730,0.6,0.38,0.03
PF03731,0.57,0.15,0.03
PF03735,1.0,,0.0
PF03736,0.37,0.96,0.04
PF03747,0.56,0.98,0.03
PF03762,1.0,,0.0
PF03764,0.49,0.58,0.05
PF03765,0.48,2.48,0.31
PF03770,0.51,1.86,0.09
PF03781,0.73,2.86,0.03
PF03782,0.61,2.09,0.09
PF03792,0.93,4.49,0.0
PF03798,0.36,0.52,0.06
PF03800,1.0,,0.0
PF03801,1.0,,0.0
PF03803,0.73,3.19,0.01
PF03807,0.47,1.25,0.06
PF03810,0.34,0.6,0.08
PF03813,1.0,,0.0
PF03815,0.5,1.8,0.11
PF03820,0.6,1.91,0.03
PF03821,0.34,1.9,0.52
PF03823,1.0,,0.0
PF03826,0.66,2.77,0.05
PF03827,1.0,,0.0
PF03828,0.44,1.5,0.13
PF03832,0.54,1.68,0.05
PF03834,1.0,,0.0
PF03835,1.0,,0.0
PF03836,0.71,2.81,0.05
PF03839,1.0,,0.0
PF03847,1.0,,0.0
PF03849,1.0,,0.0
PF03850,1.0,,0.0
PF03853,0.57,1.23,0.05
PF03859,0.95,5.22,0.01
PF03868,1.0,,0.0
PF03870,1.0,,0.0
PF03871,1.0,,0.0
PF03874,0.62,1.02,0.04
PF03875,1.0,,0.0
PF03876,0.59,0.61,0.02
PF03878,0.79,3.23,0.01
PF03881,0.82,3.74,0.01
PF03896,1.0,,0.0
PF03900,1.0,,0.0
PF03901,0.42,0.25,0.1
PF03908,1.0,,0.0
PF03909,0.47,0.6,0.04
PF03911,1.0,,0.0
PF03914,0.51,1.07,0.11
PF03915,0.76,3.23,0.05
PF03917,1.0,,0.0
PF03919,1.0,,0.0
PF03920,0.9,4.41,0.01
PF03921,0.54,1.5,0.02
PF03931,0.68,1.28,0.02
PF03932,1.0,,0.0
PF03937,1.0,,0.0
PF03939,1.0,,0.0
PF03941,1.0,,0.0
PF03942,0.59,0.42,0.08
PF03943,0.86,3.94,0.0
PF03946,0.6,0.7,0.02
PF03947,0.62,0.87,0.04
PF03949,0.77,3.13,0.01
PF03950,0.61,0.75,0.02
PF03951,1.0,,0.0
PF03952,0.9,4.27,0.01
PF03953,0.6,2.72,0.01
PF03954,0.68,2.35,0.04
PF03957,0.64,1.99,0.04
PF03959,1.0,,0.0
PF03962,1.0,,0.0
PF03966,0.57,0.44,0.21
PF03969,1.0,,0.0
PF03972,1.0,,0.0
PF03980,1.0,,0.0
PF03981,1.0,,0.0
PF03982,0.65,2.76,0.01
PF03985,1.0,,0.0
PF03987,0.58,0.46,0.07
PF03992,0.64,2.22,0.02
PF03997,1.0,,0.0
PF03998,1.0,,0.0
PF03999,1.0,,0.0
PF04000,0.49,0.76,0.08
PF04003,0.47,0.45,0.03
PF04004,1.0,,0.0
PF04005,0.75,2.62,0.0
PF04006,1.0,,0.0
PF04031,1.0,,0.0
PF04032,1.0,,0.0
PF04034,1.0,,0.0
PF04037,1.0,,0.0
PF04042,0.47,0.05,0.04
PF04045,1.0,,0.0
PF04046,0.69,1.78,0.0
PF04048,1.0,,0.0
PF04049,1.0,,0.0
PF04050,1.0,,0.0
PF04051,0.48,1.09,0.08
PF04053,0.59,0.72,0.05
PF04054,1.0,,0.0
PF04055,0.35,0.22,0.09
PF04056,0.99,5.08,0.0
PF04057,1.0,,0.0
PF04061,0.9,4.59,0.0
PF04062,1.0,,0.0
PF04063,1.0,,0.0
PF04064,1.0,,0.0
PF04065,1.0,,0.0
PF04068,0.6,1.07,0.07
PF04072,0.69,1.86,0.02
PF04073,1.0,,0.0
PF04078,1.0,,0.0
PF04080,1.0,,0.0
PF04081,1.0,,0.0
PF04083,1.0,,0.0
PF04084,1.0,,0.0
PF04086,1.0,,0.0
PF04088,1.0,,0.0
PF04089,0.39,0.79,0.07
PF04091,0.88,3.99,0.0
PF04095,1.0,,0.0
PF04096,1.0,,0.0
PF04097,1.0,,0.0
PF04098,1.0,,0.0
PF04099,0.61,0.94,0.05
PF04100,1.0,,0.0
PF04101,1.0,,0.0
PF04103,0.32,0.91,0.25
PF04104,1.0,,0.0
PF04106,1.0,,0.0
PF04109,0.77,2.84,0.0
PF04110,1.0,,0.0
PF04111,0.83,3.55,0.0
PF04112,0.5,,0.5
PF04113,1.0,,0.0
PF04114,1.0,,0.0
PF04116,0.45,0.87,0.04
PF04117,0.54,1.58,0.02
PF04121,1.0,,0.0
PF04124,1.0,,0.0
PF04127,0.5,,0.5
PF04129,1.0,,0.0
PF04130,0.44,0.8,0.07
PF04133,0.83,3.59,0.0
PF04135,1.0,,0.0
PF04136,1.0,,0.0
PF04137,0.83,3.8,0.01
PF04139,0.71,2.16,0.0
PF04140,1.0,,0.0
PF04142,0.52,1.48,0.08
PF04144,0.68,3.11,0.02
PF04145,0.64,1.33,0.05
PF04146,0.47,2.79,0.35
PF04147,1.0,,0.0
PF04148,1.0,,0.0
PF04152,1.0,,0.0
PF04153,0.63,1.05,0.04
PF04157,0.57,0.59,0.11
PF04158,1.0,,0.0
PF04161,1.0,,0.0
PF04176,1.0,,0.0
PF04177,1.0,,0.0
PF04178,0.48,1.06,0.07
PF04180,0.5,,0.5
PF04181,1.0,,0.0
PF04182,1.0,,0.0
PF04184,0.6,4.28,0.34
PF04188,1.0,,0.0
PF04189,1.0,,0.0
PF04190,1.0,,0.0
PF04191,1.0,,0.0
PF04192,1.0,,0.0
PF04193,0.37,0.32,0.05
PF04194,0.69,1.94,0.03
PF04201,0.63,2.99,0.17
PF04209,1.0,,0.0
PF04212,0.48,1.37,0.02
PF04218,0.48,1.47,0.06
PF04241,1.0,,0.0
PF04253,0.66,2.34,0.03
PF04258,0.62,2.09,0.04
PF04263,1.0,,0.0
PF04265,1.0,,0.0
PF04266,1.0,,0.0
PF04272,1.0,,0.0
PF04275,1.0,,0.0
PF04280,0.57,0.06,0.01
PF04281,1.0,,0.0
PF04300,0.62,2.19,0.01
PF04321,1.0,,0.0
PF04326,0.47,1.86,0.22
PF04360,1.0,,0.0
PF04366,1.0,,0.0
PF04376,1.0,,0.0
PF04377,1.0,,0.0
PF04379,0.66,1.64,0.01
PF04382,0.66,2.73,0.07
PF04387,0.59,1.95,0.01
PF04388,1.0,,0.0
PF04389,0.39,1.0,0.17
PF04402,1.0,,0.0
PF04406,1.0,,0.0
PF04408,0.41,1.63,0.23
PF04410,0.57,0.54,0.06
PF04418,1.0,,0.0
PF04419,0.68,2.15,0.02
PF04420,1.0,,0.0
PF04421,1.0,,0.0
PF04423,1.0,,0.0
PF04424,0.84,3.72,0.0
PF04427,0.43,0.92,0.15
PF04430,0.6,0.62,0.01
PF04433,0.49,1.48,0.14
PF04434,0.51,1.22,0.12
PF04437,1.0,,0.0
PF04438,0.53,2.12,0.06
PF04440,0.54,1.19,0.1
PF04442,1.0,,0.0
PF04446,1.0,,0.0
PF04457,1.0,,0.0
PF04487,0.46,2.23,0.41
PF04488,0.71,2.64,0.07
PF04493,1.0,,0.0
PF04494,0.65,1.47,0.0
PF04495,0.57,2.67,0.19
PF04499,0.37,2.96,0.51
PF04500,0.86,4.31,0.0
PF04502,1.0,,0.0
PF04503,0.62,4.35,0.29
PF04505,0.48,1.5,0.04
PF04506,1.0,,0.0
PF04511,0.74,2.75,0.0
PF04515,0.63,2.36,0.02
PF04516,0.6,2.59,0.08
PF04538,0.44,1.27,0.11
PF04547,0.56,2.13,0.04
PF04548,0.54,1.9,0.05
PF04549,1.0,,0.0
PF04553,0.67,1.95,0.1
PF04557,1.0,,0.0
PF04558,1.0,,0.0
PF04560,0.67,2.24,0.01
PF04561,0.51,0.49,0.03
PF04563,0.57,1.19,0.04
PF04564,0.48,1.2,0.06
PF04565,0.61,1.9,0.04
PF04566,0.69,1.9,0.0
PF04567,0.61,1.47,0.1
PF04568,1.0,,0.0
PF04571,0.86,4.05,0.0
PF04572,0.67,2.35,0.03
PF04573,1.0,,0.0
PF04577,0.63,1.47,0.14
PF04579,0.9,4.99,0.01
PF04587,1.0,,0.0
PF04588,0.67,2.48,0.0
PF04589,0.59,2.1,0.14
PF04592,1.0,,0.0
PF04593,1.0,,0.0
PF04597,1.0,,0.0
PF04598,0.45,0.87,0.05
PF04603,1.0,,0.0
PF04614,1.0,,0.0
PF04615,0.86,3.96,0.05
PF04617,0.53,1.98,0.14
PF04621,0.68,2.64,0.05
PF04622,1.0,,0.0
PF04627,0.96,4.71,0.0
PF04628,0.73,2.71,0.05
PF04629,0.42,1.24,0.4
PF04636,0.77,3.3,0.01
PF04641,1.0,,0.0
PF04643,0.59,1.08,0.06
PF04644,0.62,0.78,0.02
PF04652,1.0,,0.0
PF04658,0.84,3.44,0.0
PF04664,0.76,2.93,0.0
PF04666,0.65,2.27,0.02
PF04667,0.86,4.25,0.07
PF04668,1.0,,0.0
PF04669,1.0,,0.0
PF04670,0.61,2.22,0.02
PF04675,0.47,0.38,0.03
PF04676,0.63,1.53,0.05
PF04677,0.63,1.53,0.05
PF04678,0.75,2.74,0.0
PF04679,0.57,1.17,0.02
PF04680,0.94,5.09,0.01
PF04683,1.0,,0.0
PF04685,1.0,,0.0
PF04691,1.0,,0.0
PF04692,0.64,0.93,0.05
PF04695,1.0,,0.0
PF04696,1.0,,0.0
PF04697,1.0,,0.0
PF04698,0.52,2.12,0.46
PF04699,0.84,3.75,0.01
PF04704,0.57,3.04,0.29
PF04706,0.61,2.43,0.0
PF04707,0.51,1.45,0.02
PF04710,0.85,4.22,0.01
PF04711,1.0,,0.0
PF04712,0.81,3.59,0.01
PF04714,0.96,4.88,0.0
PF04716,1.0,,0.0
PF04718,0.93,4.46,0.01
PF04719,1.0,,0.0
PF04721,1.0,,0.0
PF04722,1.0,,0.0
PF04724,1.0,,0.0
PF04727,0.52,1.41,0.05
PF04729,0.92,4.58,0.0
PF04731,0.58,1.67,0.05
PF04732,0.45,0.75,0.08
PF04733,1.0,,0.0
PF04734,1.0,,0.0
PF04739,0.97,5.03,0.0
PF04749,0.62,2.54,0.08
PF04750,0.68,2.11,0.02
PF04752,0.75,2.7,0.01
PF04756,0.6,2.42,0.19
PF04757,0.46,-0.07,0.08
PF04758,1.0,,0.0
PF04762,1.0,,0.0
PF04768,1.0,,0.0
PF04774,1.0,,0.0
PF04775,0.81,3.41,0.01
PF04777,0.59,1.63,0.05
PF04790,0.6,1.88,0.06
PF04791,0.29,0.91,0.51
PF04794,1.0,,0.0
PF04795,1.0,,0.0
PF04799,0.8,3.4,0.0
PF04800,1.0,,0.0
PF04801,1.0,,0.0
PF04802,0.88,4.17,0.0
PF04803,0.59,2.13,0.16
PF04810,0.64,2.9,0.02
PF04811,0.52,1.63,0.03
PF04812,0.72,2.41,0.05
PF04813,1.0,,0.0
PF04814,0.6,1.8,0.11
PF04815,0.49,1.18,0.02
PF04818,0.44,1.14,0.06
PF04819,0.63,1.91,0.01
PF04821,1.0,,0.0
PF04822,1.0,,0.0
PF04824,0.7,2.2,0.01
PF04825,0.7,2.35,0.03
PF04826,0.52,1.54,0.03
PF04828,0.9,4.74,0.01
PF04831,0.62,1.86,0.01
PF04832,0.65,1.33,0.01
PF04836,0.85,3.69,0.0
PF04840,0.54,0.8,0.34
PF04841,1.0,,0.0
PF04845,0.83,3.69,0.0
PF04847,0.8,3.63,0.02
PF04849,0.66,1.99,0.02
PF04851,0.57,1.23,0.05
PF04855,1.0,,0.0
PF04856,0.94,4.42,0.0
PF04857,0.25,1.13,0.52
PF04858,1.0,,0.0
PF04868,0.91,4.8,0.04
PF04869,1.0,,0.0
PF04871,1.0,,0.0
PF04874,1.0,,0.0
PF04880,0.78,2.91,0.04
PF04882,0.33,,0.67
PF04884,1.0,,0.0
PF04889,1.0,,0.0
PF04893,0.42,0.61,0.12
PF04900,0.65,1.41,0.02
PF04901,0.59,1.79,0.01
PF04902,1.0,,0.0
PF04904,0.94,4.81,0.01
PF04905,0.79,3.09,0.0
PF04906,0.64,2.04,0.01
PF04908,0.71,2.71,0.02
PF04909,1.0,,0.0
PF04910,1.0,,0.0
PF04912,1.0,,0.0
PF04916,1.0,,0.0
PF04921,0.85,4.57,0.08
PF04922,0.98,5.14,0.0
PF04923,0.8,3.01,0.01
PF04925,1.0,,0.0
PF04926,0.45,4.28,0.52
PF04928,0.92,4.59,0.0
PF04930,0.81,3.68,0.0
PF04931,1.0,,0.0
PF04934,1.0,,0.0
PF04935,1.0,,0.0
PF04938,1.0,,0.0
PF04939,1.0,,0.0
PF04949,1.0,,0.0
PF04950,0.62,0.87,0.01
PF04952,0.73,2.49,0.0
PF04959,1.0,,0.0
PF04960,0.91,4.42,0.0
PF04961,1.0,,0.0
PF04968,0.67,3.19,0.01
PF04969,0.38,0.63,0.04
PF04970,0.49,2.02,0.2
PF04979,0.79,3.33,0.03
PF04981,1.0,,0.0
PF04983,0.58,1.5,0.02
PF04987,1.0,,0.0
PF04988,0.64,2.13,0.01
PF04990,1.0,,0.0
PF04991,0.73,2.59,0.03
PF04992,1.0,,0.0
PF04997,0.52,0.93,0.06
PF04998,0.67,2.21,0.01
PF05000,0.58,1.27,0.02
PF05001,0.86,4.6,0.02
PF05002,0.61,1.86,0.2
PF05004,0.76,2.55,0.01
PF05005,1.0,,0.0
PF05007,1.0,,0.0
PF05008,0.62,1.18,0.01
PF05010,0.77,3.03,0.01
PF05011,1.0,,0.0
PF05014,1.0,,0.0
PF05018,0.42,0.74,0.28
PF05019,1.0,,0.0
PF05020,1.0,,0.0
PF05021,1.0,,0.0
PF05022,1.0,,0.0
PF05024,1.0,,0.0
PF05025,1.0,,0.0
PF05026,1.0,,0.0
PF05028,1.0,,0.0
PF05029,1.0,,0.0
PF05030,0.78,3.46,0.02
PF05033,0.47,1.68,0.11
PF05038,1.0,,0.0
PF05039,0.72,2.68,0.02
PF05041,0.71,3.01,0.08
PF05044,0.86,3.98,0.0
PF05046,1.0,,0.0
PF05047,0.48,0.55,0.02
PF05048,1.0,,0.0
PF05049,0.59,1.52,0.23
PF05051,1.0,,0.0
PF05053,0.5,,0.5
PF05057,0.9,4.43,0.01
PF05060,1.0,,0.0
PF05063,0.55,1.07,0.03
PF05064,0.85,3.58,0.02
PF05066,0.83,3.79,0.0
PF05071,0.6,1.04,0.1
PF05076,1.0,,0.0
PF05083,1.0,,0.0
PF05089,1.0,,0.0
PF05090,1.0,,0.0
PF05091,1.0,,0.0
PF05093,0.5,,0.5
PF05104,0.62,0.96,0.06
PF05110,0.47,1.95,0.26
PF05111,0.51,3.74,0.48
PF05118,0.63,2.3,0.08
PF05127,1.0,,0.0
PF05129,1.0,,0.0
PF05131,1.0,,0.0
PF05132,1.0,,0.0
PF05147,0.66,2.3,0.03
PF05148,1.0,,0.0
PF05153,1.0,,0.0
PF05154,0.59,1.36,0.02
PF05158,1.0,,0.0
PF05160,1.0,,0.0
PF05161,1.0,,0.0
PF05168,1.0,,0.0
PF05172,1.0,,0.0
PF05175,0.49,0.78,0.16
PF05177,1.0,,0.0
PF05178,1.0,,0.0
PF05179,1.0,,0.0
PF05180,1.0,,0.0
PF05181,1.0,,0.0
PF05182,1.0,,0.0
PF05184,0.5,1.4,0.01
PF05185,1.0,,0.0
PF05186,0.6,2.11,0.02
PF05187,1.0,,0.0
PF05188,0.41,0.24,0.04
PF05189,0.61,0.8,0.0
PF05190,0.39,0.04,0.02
PF05191,0.81,3.65,0.0
PF05192,0.44,0.58,0.02
PF05193,0.32,0.08,0.06
PF05195,0.61,0.8,0.05
PF05196,0.76,3.32,0.0
PF05197,0.74,2.74,0.0
PF05198,1.0,,0.0
PF05199,1.0,,0.0
PF05205,0.87,3.99,0.0
PF05206,1.0,,0.0
PF05207,0.73,3.09,0.02
PF05208,1.0,,0.0
PF05210,0.57,2.7,0.07
PF05216,1.0,,0.0
PF05219,1.0,,0.0
PF05221,0.41,3.55,0.5
PF05222,0.6,0.81,0.04
PF05224,0.84,3.69,0.02
PF05225,0.7,2.75,0.11
PF05236,0.8,3.0,0.02
PF05238,1.0,,0.0
PF05241,0.5,0.55,0.08
PF05250,1.0,,0.0
PF05251,1.0,,0.0
PF05253,0.53,2.15,0.03
PF05254,1.0,,0.0
PF05255,0.84,4.2,0.02
PF05270,0.64,1.45,0.06
PF05276,0.73,2.33,0.01
PF05277,1.0,,0.0
PF05279,0.62,2.48,0.25
PF05281,1.0,,0.0
PF05282,1.0,,0.0
PF05283,0.49,1.35,0.2
PF05285,0.5,,0.5
PF05287,0.39,1.46,0.31
PF05291,1.0,,0.0
PF05292,1.0,,0.0
PF05296,0.52,1.61,0.02
PF05300,0.62,1.56,0.1
PF05301,1.0,,0.0
PF05303,1.0,,0.0
PF05308,0.54,0.95,0.06
PF05324,1.0,5.1,0.0
PF05326,1.0,,0.0
PF05327,0.33,4.92,0.67
PF05328,1.0,,0.0
PF05334,0.76,2.8,0.04
PF05337,1.0,,0.0
PF05345,1.0,,0.0
PF05346,1.0,,0.0
PF05347,0.43,1.04,0.06
PF05348,1.0,,0.0
PF05349,0.66,2.29,0.05
PF05350,0.58,4.2,0.37
PF05351,0.66,1.99,0.03
PF05355,1.0,,0.0
PF05361,0.58,2.4,0.13
PF05362,0.72,2.2,0.0
PF05365,1.0,,0.0
PF05366,1.0,,0.0
PF05368,1.0,,0.0
PF05378,1.0,,0.0
PF05383,0.58,2.1,0.04
PF05386,0.87,4.03,0.0
PF05391,1.0,,0.0
PF05392,0.85,4.09,0.0
PF05395,0.52,1.47,0.18
PF05399,1.0,,0.0
PF05404,1.0,,0.0
PF05405,1.0,,0.0
PF05406,0.64,2.22,0.02
PF05422,1.0,,0.0
PF05427,1.0,,0.0
PF05428,1.0,,0.0
PF05432,1.0,,0.0
PF05434,0.79,3.2,0.0
PF05438,1.0,,0.0
PF05439,1.0,,0.0
PF05450,1.0,,0.0
PF05454,1.0,,0.0
PF05456,0.7,3.14,0.08
PF05458,1.0,,0.0
PF05460,1.0,,0.0
PF05461,0.52,1.71,0.13
PF05463,0.7,2.1,0.01
PF05466,1.0,,0.0
PF05470,1.0,5.17,0.0
PF05474,0.56,4.0,0.37
PF05477,1.0,,0.0
PF05478,0.63,1.24,0.01
PF05483,1.0,,0.0
PF05485,0.46,1.75,0.1
PF05486,1.0,,0.0
PF05493,0.89,4.5,0.01
PF05495,1.0,,0.0
PF05499,1.0,,0.0
PF05502,0.5,,0.5
PF05507,0.67,1.9,0.05
PF05510,0.45,2.33,0.42
PF05511,1.0,,0.0
PF05517,0.78,3.37,0.0
PF05527,0.74,3.12,0.0
PF05529,0.75,2.69,0.02
PF05536,1.0,,0.0
PF05544,1.0,,0.0
PF05556,0.55,1.69,0.15
PF05557,1.0,,0.0
PF05571,1.0,,0.0
PF05572,0.79,3.79,0.06
PF05577,0.59,1.44,0.03
PF05586,0.78,3.05,0.04
PF05587,0.64,2.27,0.01
PF05600,1.0,,0.0
PF05602,0.64,1.33,0.03
PF05603,1.0,,0.0
PF05604,1.0,,0.0
PF05605,0.5,1.98,0.04
PF05608,0.5,,0.5
PF05609,0.82,3.39,0.01
PF05612,1.0,,0.0
PF05615,1.0,,0.0
PF05620,1.0,,0.0
PF05622,0.72,2.62,0.01
PF05624,0.8,4.88,0.0
PF05625,1.0,,0.0
PF05631,1.0,,0.0
PF05640,0.75,3.58,0.04
PF05641,0.92,5.03,0.03
PF05644,0.53,1.14,0.36
PF05645,1.0,,0.0
PF05647,0.79,3.53,0.09
PF05648,0.57,1.32,0.03
PF05649,0.55,1.89,0.02
PF05652,1.0,,0.0
PF05653,0.6,2.04,0.02
PF05667,1.0,,0.0
PF05669,1.0,,0.0
PF05670,0.6,0.88,0.03
PF05672,0.64,2.36,0.07
PF05676,1.0,,0.0
PF05679,0.41,1.23,0.18
PF05680,1.0,,0.0
PF05686,0.63,1.92,0.03
PF05693,0.87,4.17,0.0
PF05694,1.0,,0.0
PF05699,0.38,0.14,0.07
PF05700,1.0,,0.0
PF05705,1.0,,0.0
PF05706,1.0,,0.0
PF05712,0.64,2.58,0.07
PF05715,0.78,4.07,0.01
PF05716,0.28,1.87,0.61
PF05719,0.87,3.98,0.0
PF05721,0.6,0.65,0.02
PF05724,1.0,,0.0
PF05726,1.0,,0.0
PF05729,0.44,1.18,0.05
PF05731,0.55,0.32,0.18
PF05735,0.83,4.12,0.0
PF05739,0.47,1.23,0.02
PF05741,0.77,3.76,0.0
PF05742,1.0,,0.0
PF05743,0.78,3.14,0.0
PF05746,0.52,0.78,0.01
PF05753,1.0,,0.0
PF05760,0.35,0.9,0.44
PF05761,0.51,1.75,0.13
PF05764,1.0,,0.0
PF05769,0.52,2.54,0.32
PF05770,1.0,,0.0
PF05773,0.36,0.65,0.11
PF05778,1.0,,0.0
PF05781,0.62,1.05,0.05
PF05782,1.0,,0.0
PF05783,0.59,2.72,0.25
PF05786,1.0,,0.0
PF05790,0.41,0.19,0.05
PF05793,1.0,,0.0
PF05794,0.6,2.62,0.13
PF05804,1.0,,0.0
PF05805,0.55,1.72,0.03
PF05806,1.0,,0.0
PF05808,1.0,,0.0
PF05811,1.0,,0.0
PF05817,1.0,,0.0
PF05821,1.0,,0.0
PF05822,0.8,3.32,0.0
PF05824,0.93,4.66,0.0
PF05825,0.59,1.55,0.14
PF05826,0.63,1.59,0.09
PF05827,0.63,1.59,0.15
PF05831,0.73,3.12,0.04
PF05832,0.83,4.28,0.05
PF05833,1.0,,0.0
PF05835,0.61,2.09,0.07
PF05837,1.0,,0.0
PF05839,1.0,,0.0
PF05843,0.56,0.68,0.24
PF05856,1.0,,0.0
PF05859,1.0,,0.0
PF05871,1.0,,0.0
PF05873,1.0,,0.0
PF05875,0.54,1.18,0.06
PF05881,1.0,,0.0
PF05889,1.0,,0.0
PF05890,1.0,,0.0
PF05891,0.75,2.84,0.01
PF05902,0.81,3.82,0.07
PF05903,0.64,1.49,0.07
PF05907,1.0,,0.0
PF05914,0.68,1.62,0.0
PF05915,1.0,,0.0
PF05916,0.42,0.05,0.15
PF05918,1.0,,0.0
PF05920,0.72,3.54,0.0
PF05922,1.0,,0.0
PF05923,0.57,1.98,0.06
PF05924,0.59,2.04,0.03
PF05934,1.0,,0.0
PF05937,1.0,,0.0
PF05956,0.64,1.06,0.05
PF05958,1.0,,0.0
PF05964,0.61,2.49,0.02
PF05965,0.53,1.54,0.03
PF05970,1.0,,0.0
PF05971,1.0,,0.0
PF05972,0.68,2.89,0.0
PF05978,0.61,0.84,0.05
PF05983,1.0,,0.0
PF05986,0.43,1.33,0.05
PF05994,0.62,4.62,0.33
PF05995,1.0,,0.0
PF05997,0.83,3.7,0.0
PF06001,0.98,5.47,0.0
PF06003,0.56,1.2,0.31
PF06008,0.43,0.51,0.01
PF06009,0.48,1.04,0.06
PF06012,1.0,,0.0
PF06017,0.44,1.19,0.1
PF06021,0.65,2.42,0.03
PF06025,1.0,,0.0
PF06026,1.0,,0.0
PF06027,0.59,2.25,0.19
PF06031,0.61,1.64,0.02
PF06046,0.44,0.91,0.11
PF06047,0.98,4.89,0.01
PF06052,1.0,,0.0
PF06058,0.85,3.84,0.0
PF06060,0.62,1.09,0.08
PF06068,0.73,2.44,0.01
PF06071,1.0,,0.0
PF06079,1.0,,0.0
PF06080,1.0,,0.0
PF06083,0.57,1.83,0.01
PF06087,1.0,,0.0
PF06090,1.0,,0.0
PF06093,1.0,,0.0
PF06094,1.0,,0.0
PF06098,1.0,,0.0
PF06102,1.0,,0.0
PF06105,0.8,3.3,0.01
PF06110,1.0,,0.0
PF06113,1.0,,0.0
PF06119,0.54,1.62,0.04
PF06121,1.0,,0.0
PF06140,0.77,3.02,0.03
PF06148,1.0,,0.0
PF06155,0.64,1.66,0.03
PF06159,1.0,,0.0
PF06179,1.0,,0.0
PF06189,0.85,3.87,0.02
PF06201,0.63,1.28,0.05
PF06202,1.0,,0.0
PF06209,1.0,,0.0
PF06211,1.0,,0.0
PF06212,1.0,,0.0
PF06214,1.0,,0.0
PF06218,0.5,,0.5
PF06220,0.6,1.86,0.04
PF06221,1.0,,0.0
PF06229,1.0,,0.0
PF06237,0.81,3.15,0.0
PF06239,1.0,,0.0
PF06244,1.0,,0.0
PF06246,1.0,,0.0
PF06248,1.0,,0.0
PF06268,0.39,0.65,0.04
PF06271,1.0,,0.0
PF06278,1.0,,0.0
PF06292,0.46,1.36,0.15
PF06293,1.0,,0.0
PF06294,0.56,1.24,0.01
PF06297,0.63,2.7,0.09
PF06309,0.6,2.22,0.03
PF06311,0.85,3.94,0.02
PF06312,0.42,1.96,0.27
PF06320,1.0,,0.0
PF06325,0.52,1.61,0.1
PF06327,0.48,1.18,0.04
PF06328,0.46,0.64,0.04
PF06331,1.0,,0.0
PF06333,0.87,3.83,0.0
PF06337,0.45,1.78,0.16
PF06346,1.0,,0.0
PF06350,1.0,,0.0
PF06365,0.51,0.72,0.04
PF06367,0.49,1.42,0.05
PF06371,0.35,1.57,0.32
PF06372,1.0,,0.0
PF06373,1.0,,0.0
PF06374,0.93,5.36,0.07
PF06375,1.0,,0.0
PF06384,0.69,1.88,0.0
PF06387,0.65,2.25,0.04
PF06388,0.67,2.6,0.14
PF06390,1.0,,0.0
PF06391,1.0,,0.0
PF06393,1.0,,0.0
PF06396,1.0,,0.0
PF06398,0.69,2.44,0.08
PF06399,1.0,,0.0
PF06400,1.0,,0.0
PF06401,1.0,,0.0
PF06407,0.72,4.05,0.22
PF06409,0.4,4.62,0.56
PF06413,1.0,,0.0
PF06417,1.0,,0.0
PF06418,0.93,4.6,0.0
PF06419,1.0,,0.0
PF06421,1.0,,0.0
PF06423,1.0,,0.0
PF06424,1.0,,0.0
PF06427,0.83,3.71,0.0
PF06428,0.87,4.41,0.09
PF06432,1.0,,0.0
PF06444,1.0,,0.0
PF06446,1.0,,0.0
PF06448,1.0,,0.0
PF06455,1.0,,0.0
PF06456,0.5,1.19,0.02
PF06459,0.61,1.81,0.05
PF06461,0.92,4.64,0.01
PF06462,0.57,2.17,0.07
PF06463,1.0,,0.0
PF06464,0.56,1.46,0.06
PF06465,0.95,5.08,0.01
PF06466,0.86,3.87,0.0
PF06467,0.35,1.28,0.09
PF06468,0.7,2.05,0.02
PF06469,0.85,3.87,0.01
PF06470,0.45,0.91,0.03
PF06472,0.58,1.44,0.0
PF06473,0.49,0.93,0.08
PF06479,0.63,1.86,0.02
PF06480,0.66,1.36,0.07
PF06482,0.79,3.17,0.01
PF06484,0.36,2.82,0.51
PF06487,1.0,,0.0
PF06512,0.54,1.7,0.05
PF06524,1.0,,0.0
PF06529,1.0,,0.0
PF06534,0.7,2.68,0.03
PF06535,0.74,3.09,0.01
PF06540,1.0,,0.0
PF06541,1.0,,0.0
PF06544,0.49,1.28,0.24
PF06546,0.62,0.8,0.03
PF06553,0.79,3.61,0.06
PF06554,1.0,,0.0
PF06565,0.46,1.41,0.12
PF06566,1.0,,0.0
PF06567,1.0,,0.0
PF06573,1.0,,0.0
PF06581,1.0,,0.0
PF06583,0.7,2.08,0.02
PF06584,1.0,,0.0
PF06588,1.0,,0.0
PF06602,0.44,2.06,0.23
PF06607,0.76,3.25,0.0
