Pfam_code,REC_blosum,FULL_blosum,REC_vs_FULL_blosum_diff,REC_vs_FULL_blosum_%_improvement
PF03006,0.69,0.66,0.03,4.55
PF03009,0.68,0.82,-0.14,-17.07
PF03015,3.45,3.45,0.00,0.00
PF03016,0.99,1.12,-0.13,-11.61
PF03020,2.18,2.28,-0.10,-4.39
PF03024,1.75,1.65,0.10,6.06
PF03028,2.12,2.07,0.05,2.42
PF03029,1.43,1.41,0.02,1.42
PF03031,1.81,1.79,0.02,1.12
PF03034,1.97,1.96,0.01,0.51
PF03036,1.36,1.34,0.02,1.49
PF03039,,,,
PF03045,1.78,1.76,0.02,1.14
PF03051,,,,
PF03054,,,,
PF03055,2.02,1.96,0.06,3.06
PF03061,0.99,0.88,0.11,12.50
PF03062,0.20,0.11,0.09,81.82
PF03066,2.00,2.04,-0.04,-1.96
PF03068,3.30,3.28,0.02,0.61
PF03071,1.91,1.86,0.05,2.69
PF03073,1.97,2.02,-0.05,-2.48
PF03074,,,,
PF03079,,,,
PF03081,,,,
PF03083,0.81,0.78,0.03,3.85
PF03088,,,,
PF03089,,,,
PF03091,,,,
PF03095,,,,
PF03096,3.63,3.63,0.00,0.00
PF03097,1.28,1.29,-0.01,-0.78
PF03098,1.66,1.65,0.01,0.61
PF03099,,,,
PF03102,,,,
PF03104,0.43,0.29,0.14,48.28
PF03109,1.17,1.12,0.05,4.46
PF03114,0.92,0.90,0.02,2.22
PF03121,,,,
PF03126,,,,
PF03127,1.75,1.72,0.03,1.74
PF03128,4.04,4.04,0.00,0.00
PF03129,0.61,0.59,0.02,3.39
PF03131,1.93,1.87,0.06,3.21
PF03133,1.28,1.20,0.08,6.67
PF03134,3.51,3.51,0.00,0.00
PF03137,1.74,1.69,0.05,2.96
PF03142,,,,
PF03143,,,,
PF03144,0.77,0.74,0.03,4.05
PF03145,3.79,3.73,0.06,1.61
PF03146,,,,
PF03147,1.67,1.59,0.08,5.03
PF03148,1.70,1.70,0.00,0.00
PF03151,0.72,0.70,0.02,2.86
PF03152,,,,
PF03153,1.83,1.75,0.08,4.57
PF03154,2.82,2.70,0.12,4.44
PF03155,1.04,1.07,-0.03,-2.80
PF03159,3.05,3.04,0.01,0.33
PF03160,0.87,0.93,-0.06,-6.45
PF03165,2.24,2.19,0.05,2.28
PF03166,2.89,2.97,-0.08,-2.69
PF03167,-0.12,-0.27,0.15,55.56
PF03171,4.22,4.25,-0.03,-0.71
PF03172,2.23,2.17,0.06,2.76
PF03176,,,,
PF03177,0.02,-0.02,0.04,200.00
PF03178,0.86,0.81,0.05,6.17
PF03179,2.92,2.93,-0.01,-0.34
PF03184,1.11,1.09,0.02,1.83
PF03185,1.78,1.76,0.02,1.14
PF03188,1.47,1.46,0.01,0.68
PF03189,1.89,1.51,0.38,25.17
PF03190,,,,
PF03194,2.63,2.60,0.03,1.15
PF03199,,,,
PF03200,,,,
PF03208,1.23,1.17,0.06,5.13
PF03215,,,,
PF03221,1.56,1.40,0.16,11.43
PF03223,3.37,3.37,0.00,0.00
PF03224,,,,
PF03226,1.79,1.44,0.35,24.31
PF03227,,,,
PF03232,,,,
PF03234,,,,
PF03247,2.38,2.35,0.03,1.28
PF03248,,,,
PF03250,2.74,2.43,0.31,12.76
PF03253,3.96,3.97,-0.01,-0.25
PF03256,1.69,1.20,0.49,40.83
PF03259,1.46,1.40,0.06,4.29
PF03261,3.87,3.60,0.27,7.50
PF03265,2.05,2.05,0.00,0.00
PF03271,3.77,3.77,0.00,0.00
PF03281,1.36,1.41,-0.05,-3.55
PF03283,,,,
PF03285,1.81,1.25,0.56,44.80
PF03291,,,,
PF03297,,,,
PF03298,1.92,1.83,0.09,4.92
PF03299,4.25,4.23,0.02,0.47
PF03301,,,,
PF03308,,,,
PF03311,2.94,2.73,0.21,7.69
PF03328,,,,
PF03332,3.77,3.72,0.05,1.34
PF03343,,,,
PF03344,,,,
PF03345,,,,
PF03348,2.26,2.25,0.01,0.44
PF03351,0.67,0.65,0.02,3.08
PF03357,0.91,0.91,0.00,0.00
PF03359,2.45,2.31,0.14,6.06
PF03360,2.89,2.92,-0.03,-1.03
PF03364,4.43,4.39,0.04,0.91
PF03366,2.42,2.32,0.10,4.31
PF03367,2.06,1.70,0.36,21.18
PF03368,,,,
PF03370,1.82,1.72,0.10,5.81
PF03371,0.59,0.59,0.00,0.00
PF03372,0.00,0.09,-0.09,-100.00
PF03378,,,,
PF03381,2.90,2.90,0.00,0.00
PF03388,2.21,2.18,0.03,1.38
PF03398,,,,
PF03399,0.86,0.87,-0.01,-1.15
PF03402,1.69,1.68,0.01,0.60
PF03403,2.25,2.28,-0.03,-1.32
PF03404,,,,
PF03414,2.06,1.96,0.10,5.10
PF03416,2.46,2.45,0.01,0.41
PF03435,0.61,0.61,0.00,0.00
PF03439,,,,
PF03441,5.17,5.16,0.01,0.19
PF03446,0.89,0.83,0.06,7.23
PF03450,2.17,2.19,-0.02,-0.91
PF03451,3.09,2.58,0.51,19.77
PF03453,,,,
PF03454,,,,
PF03455,1.36,1.36,0.00,0.00
PF03456,1.58,1.60,-0.02,-1.25
PF03462,2.48,2.45,0.03,1.22
PF03463,,,,
PF03464,-0.10,-0.10,0.00,0.00
PF03465,0.75,0.73,0.02,2.74
PF03467,3.97,3.90,0.07,1.79
PF03473,2.30,2.00,0.30,15.00
PF03474,3.13,3.04,0.09,2.96
PF03476,2.23,2.23,0.00,0.00
PF03477,,,,
PF03483,,,,
PF03484,,,,
PF03485,,,,
PF03487,,,,
PF03489,1.78,1.73,0.05,2.89
PF03491,,,,
PF03493,1.94,1.94,0.00,0.00
PF03494,,,,
PF03501,4.03,3.99,0.04,1.00
PF03508,,,,
PF03509,,,,
PF03511,,,,
PF03516,2.88,2.87,0.01,0.35
PF03517,,,,
PF03520,2.46,2.39,0.07,2.93
PF03521,2.72,2.47,0.25,10.12
PF03522,2.14,2.02,0.12,5.94
PF03523,,,,
PF03528,2.35,2.28,0.07,3.07
PF03529,2.20,2.21,-0.01,-0.45
PF03530,3.36,3.34,0.02,0.60
PF03531,,,,
PF03533,,,,
PF03535,2.24,1.93,0.31,16.06
PF03540,,,,
PF03542,,,,
PF03546,2.73,3.25,-0.52,-16.00
PF03556,2.55,2.51,0.04,1.59
PF03561,1.33,1.35,-0.02,-1.48
PF03567,0.95,0.92,0.03,3.26
PF03568,,4.50,,
PF03571,,,,
PF03572,1.62,1.59,0.03,1.89
PF03577,2.89,2.39,0.50,20.92
PF03587,,,,
PF03600,,,,
PF03604,,,,
PF03607,1.51,1.49,0.02,1.34
PF03615,4.00,4.00,0.00,0.00
PF03619,1.41,1.38,0.03,2.17
PF03623,3.02,2.96,0.06,2.03
PF03629,,,,
PF03630,3.08,3.06,0.02,0.65
PF03632,,,,
PF03635,,,,
PF03637,2.65,2.63,0.02,0.76
PF03638,4.06,3.79,0.27,7.12
PF03643,2.20,2.25,-0.05,-2.22
PF03644,,,,
PF03645,1.30,1.31,-0.01,-0.76
PF03647,3.05,2.96,0.09,3.04
PF03650,1.76,1.56,0.20,12.82
PF03656,,,,
PF03657,,,,
PF03660,,,,
PF03661,,,,
PF03662,2.49,2.29,0.20,8.73
PF03665,2.34,2.34,0.00,0.00
PF03666,,-2.00,,
PF03669,,,,
PF03670,,,,
PF03671,,,,
PF03676,,,,
PF03690,,,,
PF03694,,,,
PF03700,1.52,1.52,0.00,0.00
PF03712,1.49,1.49,0.00,0.00
PF03715,,,,
PF03719,0.60,0.59,0.01,1.69
PF03720,,,,
PF03721,,,,
PF03725,0.45,0.44,0.01,2.27
PF03726,,,,
PF03727,3.05,3.06,-0.01,-0.33
PF03730,0.36,0.38,-0.02,-5.26
PF03731,0.15,0.14,0.01,7.14
PF03735,,,,
PF03736,0.90,0.95,-0.05,-5.26
PF03747,0.92,0.92,0.00,0.00
PF03762,,,,
PF03764,0.52,0.57,-0.05,-8.77
PF03765,2.55,1.04,1.51,145.19
PF03770,1.82,1.82,0.00,0.00
PF03781,2.78,2.77,0.01,0.36
PF03782,1.92,2.08,-0.16,-7.69
PF03792,4.34,4.34,0.00,0.00
PF03798,0.54,0.53,0.01,1.89
PF03800,,,,
PF03801,,,,
PF03803,3.17,3.16,0.01,0.32
PF03807,1.26,1.25,0.01,0.80
PF03810,0.60,0.59,0.01,1.69
PF03813,,,,
PF03815,1.90,1.71,0.19,11.11
PF03820,1.91,1.91,0.00,0.00
PF03821,1.90,1.40,0.50,35.71
PF03823,,,,
PF03826,2.89,2.72,0.17,6.25
PF03827,,,,
PF03828,1.51,1.49,0.02,1.34
PF03832,1.76,1.66,0.10,6.02
PF03834,,,,
PF03835,,,,
PF03836,2.81,2.82,-0.01,-0.35
PF03839,,,,
PF03847,,,,
PF03849,,,,
PF03850,,,,
PF03853,1.22,1.19,0.03,2.52
PF03859,5.21,5.18,0.03,0.58
PF03868,,,,
PF03870,,,,
PF03871,,,,
PF03874,1.02,0.95,0.07,7.37
PF03875,,,,
PF03876,0.57,0.56,0.01,1.79
PF03878,3.23,3.21,0.02,0.62
PF03881,3.56,3.36,0.20,5.95
PF03896,,,,
PF03900,,,,
PF03901,0.29,0.24,0.05,20.83
PF03908,,,,
PF03909,0.68,0.57,0.11,19.30
PF03911,,,,
PF03914,1.06,1.06,0.00,0.00
PF03915,3.07,2.32,0.75,32.33
PF03917,,,,
PF03919,,,,
PF03920,4.41,4.41,0.00,0.00
PF03921,1.50,1.50,0.00,0.00
PF03931,1.32,1.24,0.08,6.45
PF03932,,,,
PF03937,,,,
PF03939,,,,
PF03941,,,,
PF03942,0.39,0.42,-0.03,-7.14
PF03943,3.94,3.94,0.00,0.00
PF03946,0.65,0.70,-0.05,-7.14
PF03947,0.89,0.74,0.15,20.27
PF03949,3.13,3.11,0.02,0.64
PF03950,0.84,0.75,0.09,12.00
PF03951,,,,
PF03952,4.23,4.23,0.00,0.00
PF03953,2.75,2.72,0.03,1.10
PF03954,2.38,2.35,0.03,1.28
PF03957,1.99,1.99,0.00,0.00
PF03959,,,,
PF03962,,,,
PF03966,0.44,0.44,0.00,0.00
PF03969,,,,
PF03972,,,,
PF03980,,,,
PF03981,,,,
PF03982,2.76,2.75,0.01,0.36
PF03985,,,,
PF03987,0.45,0.46,-0.01,-2.17
PF03992,2.19,2.13,0.06,2.82
PF03997,,,,
PF03998,,,,
PF03999,,,,
PF04000,0.74,0.74,0.00,0.00
PF04003,0.47,0.43,0.04,9.30
PF04004,,,,
PF04005,2.57,2.56,0.01,0.39
PF04006,,,,
PF04031,,,,
PF04032,,,,
PF04034,,,,
PF04037,,,,
PF04042,0.05,0.05,0.00,0.00
PF04045,,,,
PF04046,1.86,1.70,0.16,9.41
PF04048,,,,
PF04049,,,,
PF04050,,,,
PF04051,1.17,1.08,0.09,8.33
PF04053,0.68,0.71,-0.03,-4.23
PF04054,,,,
PF04055,0.20,0.23,-0.03,-13.04
PF04056,5.08,5.08,0.00,0.00
PF04057,,,,
PF04061,4.61,4.61,0.00,0.00
PF04062,,,,
PF04063,,,,
PF04064,,,,
PF04065,,,,
PF04068,1.17,1.07,0.10,9.35
PF04072,1.65,1.51,0.14,9.27
PF04073,,,,
PF04078,,,,
PF04080,,,,
PF04081,,,,
PF04083,,,,
PF04084,,,,
PF04086,,,,
PF04088,,,,
PF04089,0.72,0.75,-0.03,-4.00
PF04091,4.00,3.98,0.02,0.50
PF04095,,,,
PF04096,,,,
PF04097,,,,
PF04098,,,,
PF04099,0.91,0.95,-0.04,-4.21
PF04100,,,,
PF04101,,,,
PF04103,0.88,0.84,0.04,4.76
PF04104,,,,
PF04106,,,,
PF04109,2.80,2.79,0.01,0.36
PF04110,,,,
PF04111,3.50,3.49,0.01,0.29
PF04112,,-0.57,,
PF04113,-2.00,,,
PF04114,,,,
PF04116,0.86,0.85,0.01,1.18
PF04117,1.54,1.57,-0.03,-1.91
PF04121,,,,
PF04124,,,,
PF04127,1.00,-1.67,2.67,159.88
PF04129,,,,
PF04130,0.76,0.77,-0.01,-1.30
PF04133,3.60,3.55,0.05,1.41
PF04135,,,,
PF04136,,,,
PF04137,3.54,3.62,-0.08,-2.21
PF04139,2.16,2.16,0.00,0.00
PF04140,,,,
PF04142,1.48,1.46,0.02,1.37
PF04144,3.14,3.10,0.04,1.29
PF04145,1.43,1.33,0.10,7.52
PF04146,2.59,2.71,-0.12,-4.43
PF04147,,,,
PF04148,,,,
PF04152,,,,
PF04153,1.08,0.98,0.10,10.20
PF04157,0.52,0.59,-0.07,-11.86
PF04158,,,,
PF04161,,,,
PF04176,,,,
PF04177,,,,
PF04178,1.10,1.07,0.03,2.80
PF04180,,,,
PF04181,,,,
PF04182,,,,
PF04184,4.31,3.94,0.37,9.39
PF04188,,,,
PF04189,,,,
PF04190,,,,
PF04191,,,,
PF04192,,,,
PF04193,0.41,0.28,0.13,46.43
PF04194,1.97,1.94,0.03,1.55
PF04201,3.04,2.99,0.05,1.67
PF04209,,,,
PF04212,1.39,1.34,0.05,3.73
PF04218,1.50,1.42,0.08,5.63
PF04241,,,,
PF04253,2.25,2.25,0.00,0.00
PF04258,2.12,2.09,0.03,1.44
PF04263,,,,
PF04265,,,,
PF04266,,,,
PF04272,,,,
PF04275,,,,
PF04280,0.05,0.05,0.00,0.00
PF04281,,,,
PF04300,2.20,2.18,0.02,0.92
PF04321,,,,
PF04326,1.87,1.39,0.48,34.53
PF04360,,,,
PF04366,,,,
PF04376,,,,
PF04377,,,,
PF04379,1.70,1.54,0.16,10.39
PF04382,2.74,2.73,0.01,0.37
PF04387,1.94,1.92,0.02,1.04
PF04388,,,,
PF04389,0.99,0.94,0.05,5.32
PF04402,,,,
PF04406,,,,
PF04408,1.87,1.23,0.64,52.03
PF04410,0.51,0.54,-0.03,-5.56
PF04418,,,,
PF04419,2.17,2.11,0.06,2.84
PF04420,,,,
PF04421,,,,
PF04423,,,,
PF04424,3.82,3.54,0.28,7.91
PF04427,0.90,0.89,0.01,1.12
PF04430,0.66,0.62,0.04,6.45
PF04433,1.43,1.42,0.01,0.70
PF04434,1.27,1.08,0.19,17.59
PF04437,,,,
PF04438,2.22,2.05,0.17,8.29
PF04440,1.29,1.19,0.10,8.40
PF04442,,,,
PF04446,,,,
PF04457,,,,
PF04487,2.26,1.81,0.45,24.86
PF04488,2.03,1.96,0.07,3.57
PF04493,,,,
PF04494,1.45,1.50,-0.05,-3.33
PF04495,4.04,2.65,1.39,52.45
PF04499,2.90,2.82,0.08,2.84
PF04500,4.31,4.31,0.00,0.00
PF04502,,,,
PF04503,4.29,4.30,-0.01,-0.23
PF04505,1.45,1.46,-0.01,-0.68
PF04506,,,,
PF04511,2.75,2.75,0.00,0.00
PF04515,2.29,2.25,0.04,1.78
PF04516,2.62,2.42,0.20,8.26
PF04538,1.27,1.25,0.02,1.60
PF04547,1.97,1.97,0.00,0.00
PF04548,1.91,1.83,0.08,4.37
PF04549,,,,
PF04553,2.05,1.95,0.10,5.13
PF04557,,,,
PF04558,,,,
PF04560,2.23,2.18,0.05,2.29
PF04561,0.55,0.45,0.10,22.22
PF04563,1.20,0.35,0.85,242.86
PF04564,1.19,1.18,0.01,0.85
PF04565,1.90,1.90,0.00,0.00
PF04566,1.90,1.90,0.00,0.00
PF04567,1.37,1.47,-0.10,-6.80
PF04568,,,,
PF04571,3.99,3.99,0.00,0.00
PF04572,2.35,2.31,0.04,1.73
PF04573,,,,
PF04577,1.28,-0.06,1.34,2233.33
PF04579,4.99,5.01,-0.02,-0.40
PF04587,,,,
PF04588,2.47,2.47,0.00,0.00
PF04589,2.20,2.08,0.12,5.77
PF04592,,,,
PF04593,,,,
PF04597,,,,
PF04598,0.87,0.87,0.00,0.00
PF04603,,,,
PF04614,,,,
PF04615,4.21,3.98,0.23,5.78
PF04617,1.84,1.98,-0.14,-7.07
PF04621,2.62,2.63,-0.01,-0.38
PF04622,,,,
PF04627,4.71,4.71,0.00,0.00
PF04628,2.75,2.72,0.03,1.10
PF04629,1.26,1.24,0.02,1.61
PF04636,3.28,3.29,-0.01,-0.30
PF04641,,,,
PF04643,1.04,1.08,-0.04,-3.70
PF04644,0.78,0.78,0.00,0.00
PF04652,,,,
PF04658,3.31,3.45,-0.14,-4.06
PF04664,2.96,2.88,0.08,2.78
PF04666,2.22,2.25,-0.03,-1.33
PF04667,3.38,3.44,-0.06,-1.74
PF04668,,,,
PF04669,,,,
PF04670,2.23,2.23,0.00,0.00
PF04675,0.39,0.36,0.03,8.33
PF04676,1.63,1.53,0.10,6.54
PF04677,1.69,1.46,0.23,15.75
PF04678,2.40,2.42,-0.02,-0.83
PF04679,1.02,1.12,-0.10,-8.93
PF04680,5.03,5.09,-0.06,-1.18
PF04683,,,,
PF04685,,,,
PF04691,,,,
PF04692,0.99,0.93,0.06,6.45
PF04695,,,,
PF04696,,,,
PF04697,,,,
PF04698,2.22,2.12,0.10,4.72
PF04699,3.75,3.75,0.00,0.00
PF04704,3.06,3.03,0.03,0.99
PF04706,2.43,2.43,0.00,0.00
PF04707,1.46,1.45,0.01,0.69
PF04710,4.08,4.19,-0.11,-2.63
PF04711,,,,
PF04712,3.56,3.60,-0.04,-1.11
PF04714,4.88,4.90,-0.02,-0.41
PF04716,,,,
PF04718,4.46,4.46,0.00,0.00
PF04719,,,,
PF04721,,,,
PF04722,,,,
PF04724,,,,
PF04727,1.47,1.39,0.08,5.76
PF04729,4.58,4.58,0.00,0.00
PF04731,1.57,1.61,-0.04,-2.48
PF04732,0.80,0.72,0.08,11.11
PF04733,,,,
PF04734,,,,
PF04739,4.96,5.04,-0.08,-1.59
PF04749,2.44,2.54,-0.10,-3.94
PF04750,2.02,2.01,0.01,0.50
PF04752,2.73,2.68,0.05,1.87
PF04756,2.47,2.39,0.08,3.35
PF04757,-0.07,-0.07,0.00,0.00
PF04758,,,,
PF04762,,,,
PF04768,,,,
PF04774,,,,
PF04775,3.41,3.41,0.00,0.00
PF04777,1.47,1.61,-0.14,-8.70
PF04790,1.93,1.88,0.05,2.66
PF04791,0.91,0.83,0.08,9.64
PF04794,,,,
PF04795,,,,
PF04799,3.40,3.37,0.03,0.89
PF04800,,,,
PF04801,,,,
PF04802,3.85,4.18,-0.33,-7.89
PF04803,2.09,2.14,-0.05,-2.34
PF04810,2.90,2.91,-0.01,-0.34
PF04811,1.65,1.64,0.01,0.61
PF04812,2.41,2.41,0.00,0.00
PF04813,,,,
PF04814,1.77,1.80,-0.03,-1.67
PF04815,1.20,1.17,0.03,2.56
PF04818,1.13,1.12,0.01,0.89
PF04819,1.92,1.87,0.05,2.67
PF04821,,,,
PF04822,,,,
PF04824,2.21,2.14,0.07,3.27
PF04825,2.36,2.22,0.14,6.31
PF04826,1.54,1.53,0.01,0.65
PF04828,4.83,4.63,0.20,4.32
PF04831,1.50,1.48,0.02,1.35
PF04832,1.26,1.25,0.01,0.80
PF04836,3.63,3.63,0.00,0.00
PF04840,0.74,0.73,0.01,1.37
PF04841,,,,
PF04845,3.56,3.55,0.01,0.28
PF04847,3.63,3.57,0.06,1.68
PF04849,2.00,1.99,0.01,0.50
PF04851,1.30,1.20,0.10,8.33
PF04855,,,,
PF04856,4.43,4.39,0.04,0.91
PF04857,1.16,1.03,0.13,12.62
PF04858,,,,
PF04868,4.97,4.79,0.18,3.76
PF04869,,,,
PF04871,,,,
PF04874,,,,
PF04880,2.80,2.81,-0.01,-0.36
PF04882,,-0.92,,
PF04884,,,,
PF04889,,,,
PF04893,0.62,0.57,0.05,8.77
PF04900,1.41,1.41,0.00,0.00
PF04901,1.79,1.73,0.06,3.47
PF04902,,,,
PF04904,4.81,4.79,0.02,0.42
PF04905,3.07,3.02,0.05,1.66
PF04906,2.06,2.02,0.04,1.98
PF04908,2.74,2.71,0.03,1.11
PF04909,,,,
PF04910,,,,
PF04912,,,,
PF04916,,,,
PF04921,4.84,4.51,0.33,7.32
PF04922,5.16,5.16,0.00,0.00
PF04923,3.00,3.01,-0.01,-0.33
PF04925,,,,
PF04926,4.26,4.08,0.18,4.41
PF04928,4.85,4.52,0.33,7.30
PF04930,3.41,3.41,0.00,0.00
PF04931,,,,
PF04934,,,,
PF04935,,,,
PF04938,,,,
PF04939,,,,
PF04949,,,,
PF04950,0.90,0.87,0.03,3.45
PF04952,2.84,2.47,0.37,14.98
PF04959,,,,
PF04960,4.40,4.40,0.00,0.00
PF04961,,,,
PF04968,3.24,3.16,0.08,2.53
PF04969,0.63,0.60,0.03,5.00
PF04970,2.05,1.95,0.10,5.13
PF04979,3.33,3.35,-0.02,-0.60
PF04981,,,,
PF04983,1.23,1.27,-0.04,-3.15
PF04987,,,,
PF04988,2.13,2.13,0.00,0.00
PF04990,,,,
PF04991,2.59,2.41,0.18,7.47
PF04992,,,,
PF04997,0.87,0.88,-0.01,-1.14
PF04998,1.61,0.82,0.79,96.34
PF05000,1.30,1.24,0.06,4.84
PF05001,4.45,4.60,-0.15,-3.26
PF05002,1.92,1.86,0.06,3.23
PF05004,2.48,2.46,0.02,0.81
PF05005,,,,
PF05007,,,,
PF05008,1.19,1.18,0.01,0.85
PF05010,3.03,3.03,0.00,0.00
PF05011,,,,
PF05014,,,,
PF05018,0.77,0.68,0.09,13.24
PF05019,,,,
PF05020,,,,
PF05021,,,,
PF05022,,,,
PF05024,,,,
PF05025,,,,
PF05026,,,,
PF05028,,,,
PF05029,,,,
PF05030,3.52,3.41,0.11,3.23
PF05033,1.63,1.64,-0.01,-0.61
PF05038,,,,
PF05039,3.08,2.57,0.51,19.84
PF05041,3.07,3.00,0.07,2.33
PF05044,4.03,3.98,0.05,1.26
PF05046,,,,
PF05047,0.58,0.49,0.09,18.37
PF05048,,,,
PF05049,1.51,1.50,0.01,0.67
PF05051,,,,
PF05053,-2.00,-2.33,0.33,14.16
PF05057,4.37,4.41,-0.04,-0.91
PF05060,,,,
PF05063,1.06,1.06,0.00,0.00
PF05064,3.53,3.43,0.10,2.92
PF05066,3.77,3.77,0.00,0.00
PF05071,1.15,1.03,0.12,11.65
PF05076,,,,
PF05083,,,,
PF05089,,,,
PF05090,,,,
PF05091,,,,
PF05093,0.00,-1.33,1.33,100.00
PF05104,0.37,0.90,-0.53,-58.89
PF05110,1.96,1.94,0.02,1.03
PF05111,3.65,3.74,-0.09,-2.41
PF05118,2.35,2.30,0.05,2.17
PF05127,,,,
PF05129,,,,
PF05131,,,,
PF05132,,,,
PF05147,2.27,2.27,0.00,0.00
PF05148,,,,
PF05153,,,,
PF05154,1.52,1.31,0.21,16.03
PF05158,,,,
PF05160,,,,
PF05161,,,,
PF05168,,,,
PF05172,,,,
PF05175,0.75,0.60,0.15,25.00
PF05177,,,,
PF05178,,,,
PF05179,,,,
PF05180,,,,
PF05181,,,,
PF05182,,,,
PF05184,1.68,1.38,0.30,21.74
PF05185,,,,
PF05186,2.20,2.08,0.12,5.77
PF05187,,,,
PF05188,0.23,0.20,0.03,15.00
PF05189,0.80,0.77,0.03,3.90
PF05190,0.05,0.04,0.01,25.00
PF05191,3.65,3.65,0.00,0.00
PF05192,0.68,0.19,0.49,257.89
PF05193,0.17,0.07,0.10,142.86
PF05195,0.77,0.74,0.03,4.05
PF05196,3.32,3.32,0.00,0.00
PF05197,2.72,2.72,0.00,0.00
PF05198,,,,
PF05199,,,,
PF05205,4.06,4.03,0.03,0.74
PF05206,,,,
PF05207,3.15,3.09,0.06,1.94
PF05208,,,,
PF05210,2.73,2.73,0.00,0.00
PF05216,,,,
PF05219,,,,
PF05221,3.58,3.11,0.47,15.11
PF05222,0.81,0.81,0.00,0.00
PF05224,3.71,3.79,-0.08,-2.11
PF05225,2.92,2.61,0.31,11.88
PF05236,3.10,2.99,0.11,3.68
PF05238,,,,
PF05241,0.60,0.59,0.01,1.69
PF05250,,,,
PF05251,,,,
PF05253,2.28,2.13,0.15,7.04
PF05254,,,,
PF05255,4.15,4.15,0.00,0.00
PF05270,1.46,1.24,0.22,17.74
PF05276,2.33,2.31,0.02,0.87
PF05277,,,,
PF05279,3.38,2.48,0.90,36.29
PF05281,,,,
PF05282,,,,
PF05283,1.49,1.35,0.14,10.37
PF05285,,-3.00,,
PF05287,1.38,1.43,-0.05,-3.50
PF05291,,,,
PF05292,,,,
PF05296,1.62,1.61,0.01,0.62
PF05300,1.32,1.38,-0.06,-4.35
PF05301,,,,
PF05303,,,,
PF05308,0.95,0.92,0.03,3.26
PF05324,5.10,5.11,-0.01,-0.20
PF05326,,,,
PF05327,4.87,3.82,1.05,27.49
PF05328,,,,
PF05334,2.84,2.77,0.07,2.53
PF05337,,,,
PF05345,,,,
PF05346,,,,
PF05347,1.06,0.97,0.09,9.28
PF05348,,,,
PF05349,2.27,2.27,0.00,0.00
PF05350,4.68,4.17,0.51,12.23
PF05351,1.97,1.98,-0.01,-0.51
PF05355,,,,
PF05361,2.45,2.15,0.30,13.95
PF05362,2.20,2.15,0.05,2.33
PF05365,,,,
PF05366,,,,
PF05368,,,,
PF05378,,,,
PF05383,2.11,2.09,0.02,0.96
PF05386,4.03,4.03,0.00,0.00
PF05391,,,,
PF05392,4.09,4.09,0.00,0.00
PF05395,1.59,1.24,0.35,28.23
PF05399,,,,
PF05404,,,,
PF05405,,,,
PF05406,2.17,2.20,-0.03,-1.36
PF05422,,,,
PF05427,,,,
PF05428,,,,
PF05432,,,,
PF05434,3.21,3.23,-0.02,-0.62
PF05438,,,,
PF05439,,,,
PF05450,,,,
PF05454,,,,
PF05456,3.16,3.07,0.09,2.93
PF05458,,,,
PF05460,,,,
PF05461,1.77,1.70,0.07,4.12
PF05463,2.11,2.06,0.05,2.43
PF05466,,,,
PF05470,4.88,4.88,0.00,0.00
PF05474,4.40,4.00,0.40,10.00
PF05477,,,,
PF05478,1.23,1.22,0.01,0.82
PF05483,,,,
PF05485,1.71,1.73,-0.02,-1.16
PF05486,,,,
PF05493,4.58,4.52,0.06,1.33
PF05495,,,,
PF05499,,,,
PF05502,-1.00,-1.09,0.09,8.26
PF05507,1.93,1.90,0.03,1.58
PF05510,2.29,2.20,0.09,4.09
PF05511,,,,
PF05517,3.39,3.39,0.00,0.00
PF05527,3.12,3.12,0.00,0.00
PF05529,2.76,2.72,0.04,1.47
PF05536,,,,
PF05544,,,,
PF05556,1.57,1.53,0.04,2.61
PF05557,,,,
PF05571,,,,
PF05572,3.37,3.56,-0.19,-5.34
PF05577,1.42,1.43,-0.01,-0.70
PF05586,3.12,3.05,0.07,2.30
PF05587,2.27,2.27,0.00,0.00
PF05600,,,,
PF05602,1.35,1.33,0.02,1.50
PF05603,,,,
PF05604,,,,
PF05605,2.11,1.99,0.12,6.03
PF05608,,,,
PF05609,3.39,3.39,0.00,0.00
PF05612,,,,
PF05615,,,,
PF05620,,,,
PF05622,2.64,2.61,0.03,1.15
PF05624,4.88,4.88,0.00,0.00
PF05625,,,,
PF05631,,,,
PF05640,3.58,3.57,0.01,0.28
PF05641,4.95,5.06,-0.11,-2.17
PF05644,1.55,1.14,0.41,35.96
PF05645,,,,
PF05647,3.35,3.53,-0.18,-5.10
PF05648,1.28,1.27,0.01,0.79
PF05649,1.88,1.89,-0.01,-0.53
PF05652,,,,
PF05653,2.05,2.03,0.02,0.99
PF05667,,,,
PF05669,,,,
PF05670,0.88,0.88,0.00,0.00
PF05672,2.36,2.34,0.02,0.85
PF05676,,,,
PF05679,1.23,1.20,0.03,2.50
PF05680,,,,
PF05686,1.87,1.83,0.04,2.19
PF05693,4.18,4.16,0.02,0.48
PF05694,,,,
PF05699,0.25,0.12,0.13,108.33
PF05700,,,,
PF05705,,,,
PF05706,,,,
PF05712,2.69,2.42,0.27,11.16
PF05715,4.00,4.03,-0.03,-0.74
PF05716,1.89,1.68,0.21,12.50
PF05719,3.95,3.83,0.12,3.13
PF05721,0.60,0.60,0.00,0.00
PF05724,,,,
PF05726,,,,
