Pfam_code,HMMER_conservation,FULL_conservation,HMMER_vs_FULL_conservation_diff,HMMER_vs_FULL_conservation_%_improvement
PF08755,0.59,0.60,-0.01,-1.67
PF08758,0.47,0.47,0.00,0.00
PF08763,0.70,0.70,0.00,0.00
PF08766,0.61,0.62,-0.01,-1.61
PF08767,1.00,1.00,0.00,0.00
PF08768,1.00,1.00,0.00,0.00
PF08771,1.00,1.00,0.00,0.00
PF08772,1.00,1.00,0.00,0.00
PF08773,1.00,1.00,0.00,0.00
PF08774,1.00,1.00,0.00,0.00
PF08776,0.78,0.78,0.00,0.00
PF08777,0.61,0.61,0.00,0.00
PF08778,0.82,0.82,0.00,0.00
PF08781,0.86,0.86,0.00,0.00
PF08782,0.65,0.65,0.00,0.00
PF08783,1.00,1.00,0.00,0.00
PF08784,0.64,0.64,0.00,0.00
PF08785,1.00,1.00,0.00,0.00
PF08788,0.88,0.88,0.00,0.00
PF08790,1.00,1.00,0.00,0.00
PF08797,1.00,1.00,0.00,0.00
PF08799,0.75,0.75,0.00,0.00
PF08801,1.00,1.00,0.00,0.00
PF08806,0.63,0.63,0.00,0.00
PF08815,0.76,0.74,0.02,2.70
PF08824,0.60,0.60,0.00,0.00
PF08825,1.00,1.00,0.00,0.00
PF08826,0.62,0.63,-0.01,-1.59
PF08831,1.00,1.00,0.00,0.00
PF08832,0.61,0.59,0.02,3.39
PF08833,0.80,0.77,0.03,3.90
PF08839,1.00,1.00,0.00,0.00
PF08840,0.72,0.71,0.01,1.41
PF08880,0.90,0.90,0.00,0.00
PF08910,1.00,1.00,0.00,0.00
PF08911,1.00,1.00,0.00,0.00
PF08912,0.78,0.78,0.00,0.00
PF08913,0.84,0.84,0.00,0.00
PF08914,1.00,1.00,0.00,0.00
PF08916,0.68,0.68,0.00,0.00
PF08917,1.00,1.00,0.00,0.00
PF08919,0.71,0.71,0.00,0.00
PF08920,1.00,1.00,0.00,0.00
PF08923,1.00,1.00,0.00,0.00
PF08926,0.86,0.86,0.00,0.00
PF08934,0.61,0.61,0.00,0.00
PF08938,1.00,1.00,0.00,0.00
PF08939,1.00,1.00,0.00,0.00
PF08941,1.00,1.00,0.00,0.00
PF08944,1.00,1.00,0.00,0.00
PF08945,1.00,1.00,0.00,0.00
PF08947,0.82,0.81,0.01,1.23
PF08952,0.66,0.66,0.00,0.00
PF08953,0.64,0.64,0.00,0.00
PF08954,1.00,1.00,0.00,0.00
PF08961,1.00,1.00,0.00,0.00
PF08969,0.62,0.62,0.00,0.00
PF08976,0.48,0.49,-0.01,-2.04
PF08983,1.00,1.00,0.00,0.00
PF08991,1.00,1.00,0.00,0.00
PF08996,1.00,1.00,0.00,0.00
PF08997,1.00,1.00,0.00,0.00
PF08999,1.00,1.00,0.00,0.00
PF09004,1.00,1.00,0.00,0.00
PF09005,0.68,0.69,-0.01,-1.45
PF09006,1.00,1.00,0.00,0.00
PF09007,0.67,0.45,0.22,48.89
PF09011,0.58,0.57,0.01,1.75
PF09014,1.00,1.00,0.00,0.00
PF09026,1.00,1.00,0.00,0.00
PF09027,0.61,0.61,0.00,0.00
PF09029,0.62,0.55,0.07,12.73
PF09030,0.72,0.72,0.00,0.00
PF09032,1.00,1.00,0.00,0.00
PF09033,1.00,1.00,0.00,0.00
PF09034,1.00,1.00,0.00,0.00
PF09036,1.00,1.00,0.00,0.00
PF09038,1.00,1.00,0.00,0.00
PF09040,1.00,1.00,0.00,0.00
PF09041,1.00,1.00,0.00,0.00
PF09042,0.73,0.53,0.20,37.74
PF09045,0.75,0.75,0.00,0.00
PF09047,1.00,1.00,0.00,0.00
PF09049,1.00,1.00,0.00,0.00
PF09050,1.00,1.00,0.00,0.00
PF09051,1.00,1.00,0.00,0.00
PF09057,1.00,1.00,0.00,0.00
PF09058,1.00,1.00,0.00,0.00
PF09060,1.00,1.00,0.00,0.00
PF09066,0.66,0.66,0.00,0.00
PF09067,0.46,0.47,-0.01,-2.13
PF09068,0.56,0.56,0.00,0.00
PF09069,0.62,0.62,0.00,0.00
PF09070,1.00,1.00,0.00,0.00
PF09072,1.00,1.00,0.00,0.00
PF09073,1.00,1.00,0.00,0.00
PF09079,0.57,0.58,-0.01,-1.72
PF09085,1.00,1.00,0.00,0.00
PF09088,1.00,1.00,0.00,0.00
PF09090,1.00,1.00,0.00,0.00
PF09103,1.00,1.00,0.00,0.00
PF09104,1.00,1.00,0.00,0.00
PF09110,0.93,0.93,0.00,0.00
PF09111,0.94,0.94,0.00,0.00
PF09121,1.00,1.00,0.00,0.00
PF09127,0.52,0.52,0.00,0.00
PF09128,0.62,0.62,0.00,0.00
PF09133,1.00,1.00,0.00,0.00
PF09138,1.00,1.00,0.00,0.00
PF09139,1.00,1.00,0.00,0.00
PF09141,0.88,0.88,0.00,0.00
PF09162,0.79,0.79,0.00,0.00
PF09164,1.00,1.00,0.00,0.00
PF09165,0.99,0.99,0.00,0.00
PF09166,1.00,1.00,0.00,0.00
PF09169,1.00,1.00,0.00,0.00
PF09170,1.00,1.00,0.00,0.00
PF09172,1.00,1.00,0.00,0.00
PF09173,1.00,1.00,0.00,0.00
PF09174,1.00,1.00,0.00,0.00
PF09177,0.85,0.85,0.00,0.00
PF09180,1.00,1.00,0.00,0.00
PF09184,1.00,1.00,0.00,0.00
PF09191,1.00,1.00,0.00,0.00
PF09193,1.00,1.00,0.00,0.00
PF09202,1.00,1.00,0.00,0.00
PF09229,0.75,0.75,0.00,0.00
PF09230,1.00,1.00,0.00,0.00
PF09236,1.00,1.00,0.00,0.00
PF09238,1.00,1.00,0.00,0.00
PF09240,0.43,0.44,-0.01,-2.27
PF09243,1.00,1.00,0.00,0.00
PF09247,0.91,0.96,-0.05,-5.21
PF09256,1.00,1.00,0.00,0.00
PF09257,1.00,1.00,0.00,0.00
PF09258,0.59,0.59,0.00,0.00
PF09261,0.51,0.51,0.00,0.00
PF09262,1.00,1.00,0.00,0.00
PF09263,1.00,1.00,0.00,0.00
PF09268,0.88,0.88,0.00,0.00
PF09270,0.77,0.77,0.00,0.00
PF09271,0.77,0.77,0.00,0.00
PF09272,1.00,1.00,0.00,0.00
PF09273,0.49,0.49,0.00,0.00
PF09279,0.51,0.51,0.00,0.00
PF09280,0.93,0.93,0.00,0.00
PF09282,1.00,1.00,0.00,0.00
PF09286,1.00,1.00,0.00,0.00
PF09289,0.58,0.58,0.00,0.00
PF09291,1.00,1.00,0.00,0.00
PF09292,1.00,1.00,0.00,0.00
PF09294,0.36,0.37,-0.01,-2.70
PF09296,0.62,0.61,0.01,1.64
PF09297,0.64,0.64,0.00,0.00
PF09298,1.00,1.00,0.00,0.00
PF09302,1.00,1.00,0.00,0.00
PF09303,1.00,1.00,0.00,0.00
PF09305,0.65,0.68,-0.03,-4.41
PF09307,1.00,1.00,0.00,0.00
PF09309,1.00,1.00,0.00,0.00
PF09310,1.00,1.00,0.00,0.00
PF09311,0.60,0.44,0.16,36.36
PF09316,0.67,0.67,0.00,0.00
PF09320,0.66,0.66,0.00,0.00
PF09324,0.60,0.60,0.00,0.00
PF09325,0.52,0.46,0.06,13.04
PF09326,1.00,1.00,0.00,0.00
PF09329,1.00,1.00,0.00,0.00
PF09332,1.00,1.00,0.00,0.00
PF09334,0.62,0.62,0.00,0.00
PF09335,0.53,0.53,0.00,0.00
PF09336,0.45,0.45,0.00,0.00
PF09340,1.00,1.00,0.00,0.00
PF09341,0.61,0.61,0.00,0.00
PF09346,1.00,1.00,0.00,0.00
PF09349,1.00,1.00,0.00,0.00
PF09350,1.00,1.00,0.00,0.00
PF09354,0.78,0.78,0.00,0.00
PF09358,0.56,0.58,-0.02,-3.45
PF09360,0.49,0.53,-0.04,-7.55
PF09368,1.00,1.00,0.00,0.00
PF09371,1.00,1.00,0.00,0.00
PF09377,1.00,1.00,0.00,0.00
PF09379,0.47,0.47,0.00,0.00
PF09380,0.42,0.42,0.00,0.00
PF09382,0.57,0.57,0.00,0.00
PF09384,1.00,1.00,0.00,0.00
PF09387,1.00,1.00,0.00,0.00
PF09396,1.00,1.00,0.00,0.00
PF09398,0.59,0.60,-0.01,-1.67
PF09402,0.67,0.68,-0.01,-1.47
PF09404,1.00,1.00,0.00,0.00
PF09405,1.00,1.00,0.00,0.00
PF09409,0.50,0.50,0.00,0.00
PF09412,1.00,1.00,0.00,0.00
PF09415,1.00,1.00,0.00,0.00
PF09416,1.00,1.00,0.00,0.00
PF09420,1.00,0.50,0.50,100.00
PF09422,0.39,0.36,0.03,8.33
PF09429,1.00,1.00,0.00,0.00
PF09430,1.00,1.00,0.00,0.00
PF09431,1.00,1.00,0.00,0.00
PF09439,1.00,1.00,0.00,0.00
PF09440,1.00,1.00,0.00,0.00
PF09443,0.69,0.69,0.00,0.00
PF09445,1.00,1.00,0.00,0.00
PF09446,1.00,1.00,0.00,0.00
PF09454,1.00,1.00,0.00,0.00
PF09457,0.59,0.59,0.00,0.00
PF09465,1.00,1.00,0.00,0.00
PF09468,1.00,1.00,0.00,0.00
PF09469,0.76,0.76,0.00,0.00
PF09470,1.00,1.00,0.00,0.00
PF09494,1.00,1.00,0.00,0.00
PF09495,1.00,1.00,0.00,0.00
PF09496,1.00,1.00,0.00,0.00
PF09497,0.88,0.88,0.00,0.00
PF09507,1.00,1.00,0.00,0.00
PF09514,0.79,0.81,-0.02,-2.47
PF09531,1.00,1.00,0.00,0.00
PF09532,0.59,0.59,0.00,0.00
PF09596,0.66,0.66,0.00,0.00
PF09606,1.00,1.00,0.00,0.00
PF09607,1.00,1.00,0.00,0.00
PF09631,1.00,1.00,0.00,0.00
PF09637,1.00,1.00,0.00,0.00
PF09649,1.00,1.00,0.00,0.00
PF09666,1.00,1.00,0.00,0.00
PF09667,1.00,0.50,0.50,100.00
PF09668,0.61,0.59,0.02,3.39
PF09696,1.00,1.00,0.00,0.00
PF09724,1.00,1.00,0.00,0.00
PF09725,1.00,1.00,0.00,0.00
PF09726,1.00,1.00,0.00,0.00
PF09727,0.57,0.48,0.09,18.75
PF09728,0.83,0.82,0.01,1.22
PF09730,0.83,0.83,0.00,0.00
PF09731,1.00,1.00,0.00,0.00
PF09732,1.00,1.00,0.00,0.00
PF09733,1.00,1.00,0.00,0.00
PF09734,1.00,1.00,0.00,0.00
PF09735,0.80,0.80,0.00,0.00
PF09736,1.00,1.00,0.00,0.00
PF09737,1.00,1.00,0.00,0.00
PF09738,0.49,0.37,0.12,32.43
PF09739,1.00,1.00,0.00,0.00
PF09740,1.00,1.00,0.00,0.00
PF09741,1.00,1.00,0.00,0.00
PF09742,1.00,1.00,0.00,0.00
PF09743,1.00,1.00,0.00,0.00
PF09744,0.65,0.59,0.06,10.17
PF09745,1.00,1.00,0.00,0.00
PF09746,1.00,0.50,0.50,100.00
PF09747,1.00,1.00,0.00,0.00
PF09748,1.00,1.00,0.00,0.00
PF09749,1.00,1.00,0.00,0.00
PF09750,0.64,0.63,0.01,1.59
PF09751,1.00,1.00,0.00,0.00
PF09752,1.00,1.00,0.00,0.00
PF09753,1.00,1.00,0.00,0.00
PF09754,1.00,1.00,0.00,0.00
PF09755,1.00,1.00,0.00,0.00
PF09756,1.00,1.00,0.00,0.00
PF09758,1.00,1.00,0.00,0.00
PF09759,1.00,1.00,0.00,0.00
PF09762,1.00,1.00,0.00,0.00
PF09763,1.00,1.00,0.00,0.00
PF09764,1.00,1.00,0.00,0.00
PF09765,1.00,1.00,0.00,0.00
PF09766,1.00,1.00,0.00,0.00
PF09767,1.00,1.00,0.00,0.00
PF09768,1.00,1.00,0.00,0.00
PF09769,0.69,0.68,0.01,1.47
PF09770,0.59,0.59,0.00,0.00
PF09771,1.00,1.00,0.00,0.00
PF09772,1.00,1.00,0.00,0.00
PF09773,1.00,1.00,0.00,0.00
PF09774,1.00,1.00,0.00,0.00
PF09775,1.00,1.00,0.00,0.00
PF09776,1.00,1.00,0.00,0.00
PF09777,1.00,1.00,0.00,0.00
PF09778,1.00,1.00,0.00,0.00
PF09779,1.00,1.00,0.00,0.00
PF09781,1.00,1.00,0.00,0.00
PF09782,1.00,1.00,0.00,0.00
PF09783,1.00,1.00,0.00,0.00
PF09785,1.00,1.00,0.00,0.00
PF09786,1.00,1.00,0.00,0.00
PF09787,1.00,1.00,0.00,0.00
PF09788,0.77,0.77,0.00,0.00
PF09789,1.00,1.00,0.00,0.00
PF09790,1.00,1.00,0.00,0.00
PF09791,0.63,0.64,-0.01,-1.56
PF09793,1.00,1.00,0.00,0.00
PF09794,0.55,0.55,0.00,0.00
PF09797,1.00,1.00,0.00,0.00
PF09799,0.57,0.57,0.00,0.00
PF09801,1.00,1.00,0.00,0.00
PF09803,1.00,1.00,0.00,0.00
PF09804,1.00,1.00,0.00,0.00
PF09805,1.00,1.00,0.00,0.00
PF09806,0.92,0.89,0.03,3.37
PF09807,1.00,1.00,0.00,0.00
PF09808,1.00,1.00,0.00,0.00
PF09809,1.00,1.00,0.00,0.00
PF09810,0.50,0.33,0.17,51.52
PF09811,0.64,0.64,0.00,0.00
PF09812,1.00,1.00,0.00,0.00
PF09813,1.00,1.00,0.00,0.00
PF09814,1.00,1.00,0.00,0.00
PF09815,0.46,0.46,0.00,0.00
PF09816,0.86,0.88,-0.02,-2.27
PF09817,1.00,1.00,0.00,0.00
PF09848,0.95,0.80,0.15,18.75
PF09992,1.00,1.00,0.00,0.00
PF10018,1.00,1.00,0.00,0.00
PF10033,1.00,1.00,0.00,0.00
PF10034,0.48,0.48,0.00,0.00
PF10036,1.00,1.00,0.00,0.00
PF10037,0.55,0.55,0.00,0.00
PF10044,1.00,1.00,0.00,0.00
PF10046,1.00,1.00,0.00,0.00
PF10058,1.00,1.00,0.00,0.00
PF10075,0.45,0.45,0.00,0.00
PF10146,1.00,0.50,0.50,100.00
PF10147,1.00,1.00,0.00,0.00
PF10148,1.00,1.00,0.00,0.00
PF10149,1.00,1.00,0.00,0.00
PF10151,1.00,1.00,0.00,0.00
PF10152,1.00,1.00,0.00,0.00
PF10155,1.00,1.00,0.00,0.00
PF10156,1.00,1.00,0.00,0.00
PF10157,1.00,1.00,0.00,0.00
PF10158,1.00,1.00,0.00,0.00
PF10159,1.00,1.00,0.00,0.00
PF10160,1.00,1.00,0.00,0.00
PF10161,1.00,1.00,0.00,0.00
PF10162,0.51,0.51,0.00,0.00
PF10163,1.00,1.00,0.00,0.00
PF10164,1.00,1.00,0.00,0.00
PF10165,0.72,0.72,0.00,0.00
PF10166,1.00,1.00,0.00,0.00
PF10167,1.00,1.00,0.00,0.00
PF10168,1.00,1.00,0.00,0.00
PF10169,1.00,1.00,0.00,0.00
PF10170,1.00,1.00,0.00,0.00
PF10171,1.00,1.00,0.00,0.00
PF10172,1.00,1.00,0.00,0.00
PF10174,0.74,0.44,0.30,68.18
PF10175,1.00,1.00,0.00,0.00
PF10176,0.50,1.00,-0.50,-50.00
PF10177,0.60,0.61,-0.01,-1.64
PF10178,1.00,1.00,0.00,0.00
PF10179,1.00,1.00,0.00,0.00
PF10181,1.00,1.00,0.00,0.00
PF10183,1.00,1.00,0.00,0.00
PF10184,1.00,1.00,0.00,0.00
PF10185,1.00,1.00,0.00,0.00
PF10186,0.56,0.57,-0.01,-1.75
PF10187,1.00,1.00,0.00,0.00
PF10188,1.00,1.00,0.00,0.00
PF10189,1.00,1.00,0.00,0.00
PF10190,0.76,0.76,0.00,0.00
PF10191,1.00,1.00,0.00,0.00
PF10192,0.60,0.62,-0.02,-3.23
PF10193,1.00,1.00,0.00,0.00
PF10195,0.74,0.74,0.00,0.00
PF10197,0.59,0.59,0.00,0.00
PF10198,1.00,1.00,0.00,0.00
PF10199,1.00,1.00,0.00,0.00
PF10200,1.00,1.00,0.00,0.00
PF10203,1.00,1.00,0.00,0.00
PF10204,0.80,0.80,0.00,0.00
PF10205,1.00,1.00,0.00,0.00
PF10206,1.00,1.00,0.00,0.00
PF10208,0.81,0.81,0.00,0.00
PF10209,1.00,1.00,0.00,0.00
PF10210,1.00,1.00,0.00,0.00
PF10211,0.59,0.59,0.00,0.00
PF10212,1.00,1.00,0.00,0.00
PF10213,1.00,1.00,0.00,0.00
PF10215,1.00,1.00,0.00,0.00
PF10217,1.00,1.00,0.00,0.00
PF10218,1.00,1.00,0.00,0.00
PF10220,1.00,1.00,0.00,0.00
PF10221,1.00,1.00,0.00,0.00
PF10222,1.00,1.00,0.00,0.00
PF10223,0.60,0.60,0.00,0.00
PF10224,1.00,1.00,0.00,0.00
PF10225,0.70,0.70,0.00,0.00
PF10226,0.74,0.74,0.00,0.00
PF10228,0.94,0.94,0.00,0.00
PF10229,1.00,1.00,0.00,0.00
PF10230,1.00,1.00,0.00,0.00
PF10231,1.00,1.00,0.00,0.00
PF10232,1.00,1.00,0.00,0.00
PF10233,1.00,1.00,0.00,0.00
PF10234,1.00,1.00,0.00,0.00
PF10235,1.00,1.00,0.00,0.00
PF10236,1.00,1.00,0.00,0.00
PF10237,0.58,0.58,0.00,0.00
PF10238,1.00,1.00,0.00,0.00
PF10239,0.67,0.67,0.00,0.00
PF10240,0.63,0.65,-0.02,-3.08
PF10241,1.00,1.00,0.00,0.00
PF10242,0.56,0.56,0.00,0.00
PF10243,1.00,1.00,0.00,0.00
PF10244,1.00,1.00,0.00,0.00
PF10245,1.00,1.00,0.00,0.00
PF10246,1.00,1.00,0.00,0.00
PF10247,1.00,1.00,0.00,0.00
PF10248,0.72,0.72,0.00,0.00
PF10249,1.00,1.00,0.00,0.00
PF10250,0.59,0.61,-0.02,-3.28
PF10251,1.00,1.00,0.00,0.00
PF10252,1.00,1.00,0.00,0.00
PF10253,1.00,1.00,0.00,0.00
PF10254,0.80,0.80,0.00,0.00
PF10255,1.00,1.00,0.00,0.00
PF10256,0.54,0.54,0.00,0.00
PF10257,0.56,0.56,0.00,0.00
PF10258,1.00,1.00,0.00,0.00
PF10259,1.00,1.00,0.00,0.00
PF10261,1.00,1.00,0.00,0.00
PF10262,0.49,0.49,0.00,0.00
PF10263,1.00,1.00,0.00,0.00
PF10264,0.81,0.81,0.00,0.00
PF10265,0.70,0.70,0.00,0.00
PF10266,1.00,1.00,0.00,0.00
PF10267,0.52,0.52,0.00,0.00
PF10268,0.74,0.74,0.00,0.00
PF10269,0.66,0.66,0.00,0.00
PF10270,1.00,1.00,0.00,0.00
PF10271,0.78,0.78,0.00,0.00
PF10272,1.00,1.00,0.00,0.00
PF10273,1.00,1.00,0.00,0.00
PF10274,0.42,0.42,0.00,0.00
PF10275,0.73,0.73,0.00,0.00
PF10276,1.00,1.00,0.00,0.00
PF10277,0.45,0.44,0.01,2.27
PF10278,1.00,1.00,0.00,0.00
PF10280,1.00,1.00,0.00,0.00
PF10283,0.73,0.73,0.00,0.00
PF10288,1.00,1.00,0.00,0.00
PF10291,0.74,0.74,0.00,0.00
PF10294,0.43,0.43,0.00,0.00
PF10300,0.45,0.45,0.00,0.00
PF10304,1.00,1.00,0.00,0.00
PF10309,1.00,1.00,0.00,0.00
PF10312,1.00,1.00,0.00,0.00
PF10341,1.00,1.00,0.00,0.00
PF10345,1.00,1.00,0.00,0.00
PF10350,1.00,1.00,0.00,0.00
PF10354,1.00,1.00,0.00,0.00
PF10357,1.00,1.00,0.00,0.00
PF10358,0.77,0.79,-0.02,-2.53
PF10363,1.00,1.00,0.00,0.00
PF10366,0.65,0.65,0.00,0.00
PF10367,0.66,0.62,0.04,6.45
PF10373,0.47,0.38,0.09,23.68
PF10374,0.51,0.50,0.01,2.00
PF10376,1.00,1.00,0.00,0.00
PF10377,1.00,1.00,0.00,0.00
PF10382,1.00,1.00,0.00,0.00
PF10384,1.00,1.00,0.00,0.00
PF10390,0.57,0.57,0.00,0.00
PF10391,0.61,0.60,0.01,1.67
PF10392,1.00,1.00,0.00,0.00
PF10393,0.55,0.55,0.00,0.00
PF10394,1.00,1.00,0.00,0.00
PF10396,1.00,1.00,0.00,0.00
PF10397,1.00,1.00,0.00,0.00
PF10401,0.52,0.52,0.00,0.00
PF10403,1.00,1.00,0.00,0.00
PF10404,1.00,1.00,0.00,0.00
PF10405,1.00,1.00,0.00,0.00
PF10406,1.00,1.00,0.00,0.00
PF10408,0.61,0.61,0.00,0.00
PF10409,0.43,0.42,0.01,2.38
PF10413,1.00,1.00,0.00,0.00
PF10415,1.00,1.00,0.00,0.00
PF10417,0.61,0.63,-0.02,-3.17
PF10419,1.00,1.00,0.00,0.00
PF10420,1.00,1.00,0.00,0.00
PF10421,0.65,0.65,0.00,0.00
PF10426,1.00,1.00,0.00,0.00
PF10427,0.61,0.58,0.03,5.17
PF10430,1.00,1.00,0.00,0.00
PF10431,0.54,0.54,0.00,0.00
PF10433,0.49,0.51,-0.02,-3.92
PF10436,0.68,0.69,-0.01,-1.45
PF10441,1.00,1.00,0.00,0.00
PF10442,1.00,1.00,0.00,0.00
PF10444,1.00,1.00,0.00,0.00
PF10447,1.00,1.00,0.00,0.00
PF10453,1.00,1.00,0.00,0.00
PF10456,0.60,0.60,0.00,0.00
PF10457,0.85,0.85,0.00,0.00
PF10461,1.00,1.00,0.00,0.00
PF10469,0.47,0.47,0.00,0.00
PF10470,0.75,0.75,0.00,0.00
PF10471,1.00,1.00,0.00,0.00
PF10472,1.00,1.00,0.00,0.00
PF10473,0.61,0.61,0.00,0.00
PF10474,1.00,1.00,0.00,0.00
PF10475,0.54,0.55,-0.01,-1.82
PF10476,1.00,1.00,0.00,0.00
PF10477,1.00,1.00,0.00,0.00
PF10480,1.00,1.00,0.00,0.00
PF10481,1.00,1.00,0.00,0.00
PF10482,0.79,0.79,0.00,0.00
PF10483,0.50,0.50,0.00,0.00
PF10484,1.00,1.00,0.00,0.00
PF10486,0.29,0.30,-0.01,-3.33
PF10487,1.00,1.00,0.00,0.00
PF10488,0.56,0.55,0.01,1.82
PF10490,1.00,1.00,0.00,0.00
PF10491,1.00,1.00,0.00,0.00
PF10493,1.00,0.54,0.46,85.19
PF10495,0.81,0.79,0.02,2.53
PF10496,1.00,1.00,0.00,0.00
PF10497,0.88,0.88,0.00,0.00
PF10498,1.00,1.00,0.00,0.00
PF10500,1.00,1.00,0.00,0.00
PF10501,1.00,1.00,0.00,0.00
PF10502,0.34,0.33,0.01,3.03
PF10504,1.00,1.00,0.00,0.00
PF10505,1.00,1.00,0.00,0.00
PF10506,0.56,0.56,0.00,0.00
PF10507,1.00,1.00,0.00,0.00
PF10508,1.00,1.00,0.00,0.00
PF10509,0.73,0.74,-0.01,-1.35
PF10510,1.00,1.00,0.00,0.00
PF10511,1.00,0.71,0.29,40.85
PF10512,1.00,1.00,0.00,0.00
PF10513,0.38,0.36,0.02,5.56
PF10514,1.00,1.00,0.00,0.00
PF10515,0.79,0.79,0.00,0.00
PF10516,1.00,1.00,0.00,0.00
PF10521,1.00,1.00,0.00,0.00
PF10522,0.54,0.54,0.00,0.00
PF10523,0.37,0.38,-0.01,-2.63
PF10524,0.99,0.99,0.00,0.00
PF10525,0.85,0.85,0.00,0.00
PF10529,0.67,0.72,-0.05,-6.94
PF10534,0.74,0.74,0.00,0.00
PF10537,0.63,0.63,0.00,0.00
PF10541,0.72,0.71,0.01,1.41
PF10557,0.65,0.65,0.00,0.00
PF10558,0.50,0.50,0.00,0.00
PF10559,1.00,1.00,0.00,0.00
PF10561,1.00,1.00,0.00,0.00
PF10565,0.46,0.45,0.01,2.22
PF10568,0.64,0.64,0.00,0.00
PF10570,1.00,1.00,0.00,0.00
PF10571,1.00,1.00,0.00,0.00
PF10572,1.00,1.00,0.00,0.00
PF10573,1.00,1.00,0.00,0.00
PF10574,1.00,1.00,0.00,0.00
PF10577,0.63,0.44,0.19,43.18
PF10579,1.00,1.00,0.00,0.00
PF10580,1.00,1.00,0.00,0.00
PF10581,0.96,0.90,0.06,6.67
PF10583,1.00,1.00,0.00,0.00
PF10584,0.73,0.73,0.00,0.00
PF10585,0.61,0.61,0.00,0.00
PF10587,0.86,0.86,0.00,0.00
PF10588,1.00,1.00,0.00,0.00
PF10589,1.00,1.00,0.00,0.00
PF10590,1.00,1.00,0.00,0.00
PF10591,0.47,0.47,0.00,0.00
PF10595,0.64,0.64,0.00,0.00
PF10596,1.00,1.00,0.00,0.00
PF10597,1.00,1.00,0.00,0.00
PF10598,1.00,1.00,0.00,0.00
PF10599,1.00,1.00,0.00,0.00
PF10600,0.65,0.64,0.01,1.56
PF10601,0.65,0.64,0.01,1.56
PF10602,0.60,0.60,0.00,0.00
PF10606,0.84,0.84,0.00,0.00
PF10607,0.35,0.48,-0.13,-27.08
PF10608,0.59,0.64,-0.05,-7.81
PF10609,0.69,0.69,0.00,0.00
PF10613,0.57,0.57,0.00,0.00
PF10630,0.66,0.66,0.00,0.00
PF10631,1.00,1.00,0.00,0.00
PF10637,1.00,1.00,0.00,0.00
PF10639,1.00,1.00,0.00,0.00
PF10642,1.00,1.00,0.00,0.00
PF10644,1.00,1.00,0.00,0.00
PF10650,1.00,1.00,0.00,0.00
PF10660,0.57,0.57,0.00,0.00
PF10744,1.00,1.00,0.00,0.00
PF10780,1.00,1.00,0.00,0.00
PF10856,1.00,1.00,0.00,0.00
PF10873,1.00,1.00,0.00,0.00
PF10961,1.00,1.00,0.00,0.00
PF10996,0.56,0.54,0.02,3.70
PF11002,0.84,0.84,0.00,0.00
PF11027,1.00,1.00,0.00,0.00
PF11028,1.00,1.00,0.00,0.00
PF11029,1.00,1.00,0.00,0.00
PF11032,1.00,1.00,0.00,0.00
PF11035,1.00,1.00,0.00,0.00
PF11037,1.00,1.00,0.00,0.00
PF11057,0.52,0.52,0.00,0.00
PF11069,1.00,1.00,0.00,0.00
PF11092,1.00,1.00,0.00,0.00
PF11095,1.00,1.00,0.00,0.00
PF11107,1.00,1.00,0.00,0.00
PF11109,1.00,1.00,0.00,0.00
PF11111,1.00,1.00,0.00,0.00
PF11176,1.00,1.00,0.00,0.00
PF11221,1.00,1.00,0.00,0.00
PF11229,1.00,1.00,0.00,0.00
PF11232,0.86,0.86,0.00,0.00
PF11235,1.00,1.00,0.00,0.00
PF11261,0.92,0.92,0.00,0.00
PF11262,1.00,1.00,0.00,0.00
PF11265,1.00,1.00,0.00,0.00
PF11277,1.00,1.00,0.00,0.00
PF11315,1.00,1.00,0.00,0.00
PF11326,1.00,1.00,0.00,0.00
PF11357,0.62,0.53,0.09,16.98
PF11365,0.65,0.65,0.00,0.00
PF11380,1.00,1.00,0.00,0.00
PF11409,1.00,1.00,0.00,0.00
PF11411,1.00,1.00,0.00,0.00
PF11413,0.71,0.71,0.00,0.00
PF11414,0.51,0.51,0.00,0.00
PF11416,1.00,1.00,0.00,0.00
PF11461,0.59,0.59,0.00,0.00
PF11464,0.75,0.76,-0.01,-1.32
PF11465,1.00,1.00,0.00,0.00
PF11466,1.00,1.00,0.00,0.00
PF11467,0.70,0.70,0.00,0.00
PF11470,1.00,1.00,0.00,0.00
PF11502,0.78,0.77,0.01,1.30
PF11510,1.00,1.00,0.00,0.00
PF11515,0.74,0.74,0.00,0.00
PF11521,1.00,1.00,0.00,0.00
PF11527,0.64,0.64,0.00,0.00
PF11531,1.00,1.00,0.00,0.00
PF11532,1.00,1.00,0.00,0.00
PF11538,1.00,1.00,0.00,0.00
PF11540,0.82,0.82,0.00,0.00
PF11543,1.00,1.00,0.00,0.00
PF11547,1.00,1.00,0.00,0.00
PF11548,0.71,0.71,0.00,0.00
PF11555,1.00,1.00,0.00,0.00
PF11559,1.00,1.00,0.00,0.00
PF11560,1.00,1.00,0.00,0.00
PF11566,0.58,0.58,0.00,0.00
PF11568,1.00,1.00,0.00,0.00
PF11569,0.53,0.53,0.00,0.00
PF11571,1.00,1.00,0.00,0.00
PF11573,1.00,1.00,0.00,0.00
PF11577,0.64,0.64,0.00,0.00
PF11587,1.00,1.00,0.00,0.00
PF11594,1.00,1.00,0.00,0.00
