Pfam_code,REC_blosum,FULL_blosum,REC_vs_FULL_blosum_diff,REC_vs_FULL_blosum_%_improvement
PF03002,5.23,4.19,1.04,24.82
PF03006,0.70,0.68,0.02,2.94
PF03009,0.74,1.03,-0.29,-28.16
PF03015,3.45,3.45,0.00,0.00
PF03016,1.01,1.15,-0.14,-12.17
PF03020,2.22,2.31,-0.09,-3.90
PF03024,1.77,1.64,0.13,7.93
PF03028,2.13,2.08,0.05,2.40
PF03029,1.43,1.42,0.01,0.70
PF03031,1.81,1.82,-0.01,-0.55
PF03034,1.97,1.97,0.00,0.00
PF03036,1.37,1.36,0.01,0.74
PF03039,,,,
PF03045,1.85,1.89,-0.04,-2.12
PF03051,,,,
PF03054,,,,
PF03055,2.23,2.13,0.10,4.69
PF03061,1.01,0.97,0.04,4.12
PF03062,0.23,0.17,0.06,35.29
PF03066,2.03,2.05,-0.02,-0.98
PF03068,3.31,3.31,0.00,0.00
PF03071,1.91,1.86,0.05,2.69
PF03073,1.99,2.04,-0.05,-2.45
PF03074,,,,
PF03079,,,,
PF03081,,,,
PF03083,0.81,0.78,0.03,3.85
PF03088,,,,
PF03089,,,,
PF03091,,,,
PF03095,,,,
PF03096,3.66,3.66,0.00,0.00
PF03097,1.29,1.30,-0.01,-0.77
PF03098,1.70,1.69,0.01,0.59
PF03099,,,,
PF03102,,,,
PF03104,0.45,0.33,0.12,36.36
PF03109,1.19,1.16,0.03,2.59
PF03114,0.94,0.92,0.02,2.17
PF03121,,,,
PF03126,,,,
PF03127,1.78,1.75,0.03,1.71
PF03128,4.04,4.04,0.00,0.00
PF03129,0.62,0.60,0.02,3.33
PF03131,1.95,1.89,0.06,3.17
PF03133,1.32,1.30,0.02,1.54
PF03134,3.51,3.51,0.00,0.00
PF03137,1.78,1.72,0.06,3.49
PF03142,,,,
PF03143,,,,
PF03144,0.78,0.75,0.03,4.00
PF03145,3.79,3.74,0.05,1.34
PF03146,,,,
PF03147,1.67,1.59,0.08,5.03
PF03148,1.70,1.70,0.00,0.00
PF03151,0.73,0.72,0.01,1.39
PF03152,,,,
PF03153,1.98,1.82,0.16,8.79
PF03154,2.82,2.70,0.12,4.44
PF03155,1.04,1.08,-0.04,-3.70
PF03159,3.05,3.04,0.01,0.33
PF03160,0.93,0.98,-0.05,-5.10
PF03165,2.21,2.18,0.03,1.38
PF03166,2.89,2.96,-0.07,-2.36
PF03167,0.02,-0.24,0.26,108.33
PF03171,4.31,4.43,-0.12,-2.71
PF03172,2.24,2.21,0.03,1.36
PF03176,,,,
PF03177,0.04,0.04,0.00,0.00
PF03178,0.86,0.82,0.04,4.88
PF03179,2.92,2.92,0.00,0.00
PF03184,1.12,1.12,0.00,0.00
PF03185,1.79,1.78,0.01,0.56
PF03188,1.46,1.45,0.01,0.69
PF03189,2.16,2.27,-0.11,-4.85
PF03190,,,,
PF03194,2.65,2.65,0.00,0.00
PF03199,,,,
PF03200,,,,
PF03208,1.21,1.21,0.00,0.00
PF03215,,,,
PF03221,1.58,1.46,0.12,8.22
PF03223,3.37,3.37,0.00,0.00
PF03224,,,,
PF03226,1.81,1.51,0.30,19.87
PF03227,,,,
PF03232,,,,
PF03234,,,,
PF03247,2.38,2.35,0.03,1.28
PF03248,,,,
PF03250,2.75,2.51,0.24,9.56
PF03253,3.95,3.96,-0.01,-0.25
PF03256,1.74,1.66,0.08,4.82
PF03259,1.47,1.44,0.03,2.08
PF03261,3.89,3.87,0.02,0.52
PF03265,2.07,2.07,0.00,0.00
PF03271,3.77,3.77,0.00,0.00
PF03281,1.37,1.42,-0.05,-3.52
PF03283,,,,
PF03285,1.88,1.40,0.48,34.29
PF03291,,,,
PF03297,,,,
PF03298,1.93,1.84,0.09,4.89
PF03299,4.25,4.23,0.02,0.47
PF03301,,,,
PF03308,,,,
PF03311,2.99,2.80,0.19,6.79
PF03328,,,,
PF03332,3.76,3.74,0.02,0.53
PF03343,,,,
PF03344,,,,
PF03345,,,,
PF03348,2.33,2.31,0.02,0.87
PF03351,0.69,0.65,0.04,6.15
PF03357,0.92,0.93,-0.01,-1.08
PF03359,2.45,2.33,0.12,5.15
PF03360,2.92,3.02,-0.10,-3.31
PF03364,4.45,4.40,0.05,1.14
PF03366,2.45,2.36,0.09,3.81
PF03367,2.06,1.70,0.36,21.18
PF03368,,,,
PF03370,1.85,1.80,0.05,2.78
PF03371,0.62,0.61,0.01,1.64
PF03372,0.08,0.18,-0.10,-55.56
PF03378,,,,
PF03381,2.89,2.96,-0.07,-2.36
PF03388,2.21,2.19,0.02,0.91
PF03398,,,,
PF03399,0.86,0.86,0.00,0.00
PF03402,1.70,1.68,0.02,1.19
PF03403,2.25,2.28,-0.03,-1.32
PF03404,,,,
PF03414,2.07,2.03,0.04,1.97
PF03416,2.57,2.56,0.01,0.39
PF03435,0.61,0.61,0.00,0.00
PF03439,,,,
PF03441,5.16,5.17,-0.01,-0.19
PF03446,0.89,0.85,0.04,4.71
PF03450,2.29,2.29,0.00,0.00
PF03451,3.09,2.71,0.38,14.02
PF03453,,,,
PF03454,,,,
PF03455,1.36,1.39,-0.03,-2.16
PF03456,1.58,1.76,-0.18,-10.23
PF03462,2.49,2.53,-0.04,-1.58
PF03463,,,,
PF03464,-0.10,-0.10,0.00,0.00
PF03465,0.75,0.73,0.02,2.74
PF03467,4.01,3.97,0.04,1.01
PF03473,2.21,2.06,0.15,7.28
PF03474,3.13,3.04,0.09,2.96
PF03476,2.23,2.21,0.02,0.90
PF03477,,,,
PF03483,,,,
PF03484,,,,
PF03485,,,,
PF03487,,,,
PF03489,1.78,1.76,0.02,1.14
PF03491,,,,
PF03493,1.93,1.93,0.00,0.00
PF03494,,,,
PF03501,4.07,4.08,-0.01,-0.25
PF03508,,,,
PF03509,,,,
PF03511,,,,
PF03516,2.86,2.85,0.01,0.35
PF03517,,,,
PF03520,2.48,2.41,0.07,2.90
PF03521,2.76,2.60,0.16,6.15
PF03522,2.24,2.21,0.03,1.36
PF03523,,,,
PF03528,2.35,2.28,0.07,3.07
PF03529,2.20,2.22,-0.02,-0.90
PF03530,3.38,3.39,-0.01,-0.29
PF03531,,,,
PF03533,,,,
PF03535,2.24,1.93,0.31,16.06
PF03540,,,,
PF03542,,,,
PF03546,2.73,3.27,-0.54,-16.51
PF03556,2.55,2.51,0.04,1.59
PF03561,1.34,1.44,-0.10,-6.94
PF03567,0.93,0.93,0.00,0.00
PF03568,,,,
PF03571,,,,
PF03572,1.72,1.70,0.02,1.18
PF03577,3.00,2.87,0.13,4.53
PF03587,,,,
PF03600,,,,
PF03604,,,,
PF03607,1.52,1.50,0.02,1.33
PF03615,4.00,4.00,0.00,0.00
PF03619,1.41,1.47,-0.06,-4.08
PF03623,3.03,2.99,0.04,1.34
PF03629,,,,
PF03630,3.09,3.08,0.01,0.32
PF03632,,,,
PF03635,,,,
PF03637,2.66,2.64,0.02,0.76
PF03638,4.06,4.00,0.06,1.50
PF03643,2.20,2.25,-0.05,-2.22
PF03644,,,,
PF03645,1.31,1.33,-0.02,-1.50
PF03647,3.08,3.00,0.08,2.67
PF03650,1.88,1.67,0.21,12.57
PF03656,,,,
PF03657,,,,
PF03660,,,,
PF03661,,,,
PF03662,2.56,2.44,0.12,4.92
PF03665,2.37,2.34,0.03,1.28
PF03666,,,,
PF03669,,,,
PF03670,,,,
PF03671,,,,
PF03676,,,,
PF03690,,,,
PF03694,,,,
PF03700,1.52,1.52,0.00,0.00
PF03712,1.50,1.48,0.02,1.35
PF03715,,,,
PF03719,0.60,0.61,-0.01,-1.64
PF03720,,,,
PF03721,,,,
PF03725,0.47,0.47,0.00,0.00
PF03726,,,,
PF03727,3.06,3.07,-0.01,-0.33
PF03730,0.36,0.38,-0.02,-5.26
PF03731,0.15,0.15,0.00,0.00
PF03735,,,,
PF03736,0.91,0.96,-0.05,-5.21
PF03747,0.98,0.98,0.00,0.00
PF03762,,,,
PF03764,0.53,0.58,-0.05,-8.62
PF03765,2.69,2.48,0.21,8.47
PF03770,1.86,1.86,0.00,0.00
PF03781,2.86,2.86,0.00,0.00
PF03782,1.96,2.09,-0.13,-6.22
PF03792,4.49,4.49,0.00,0.00
PF03798,0.53,0.52,0.01,1.92
PF03800,,,,
PF03801,,,,
PF03803,3.20,3.19,0.01,0.31
PF03807,1.27,1.25,0.02,1.60
PF03810,0.61,0.60,0.01,1.67
PF03813,,,,
PF03815,1.93,1.80,0.13,7.22
PF03820,1.91,1.91,0.00,0.00
PF03821,2.03,1.90,0.13,6.84
PF03823,,,,
PF03826,2.91,2.77,0.14,5.05
PF03827,,,,
PF03828,1.51,1.50,0.01,0.67
PF03832,1.76,1.68,0.08,4.76
PF03834,,,,
PF03835,,,,
PF03836,2.80,2.81,-0.01,-0.36
PF03839,,,,
PF03847,,,,
PF03849,,,,
PF03850,,,,
PF03853,1.28,1.23,0.05,4.07
PF03859,5.28,5.22,0.06,1.15
PF03868,,,,
PF03870,,,,
PF03871,,,,
PF03874,1.02,1.02,0.00,0.00
PF03875,,,,
PF03876,0.57,0.61,-0.04,-6.56
PF03878,3.23,3.23,0.00,0.00
PF03881,3.74,3.74,0.00,0.00
PF03896,,,,
PF03900,,,,
PF03901,0.30,0.25,0.05,20.00
PF03908,,,,
PF03909,0.68,0.60,0.08,13.33
PF03911,,,,
PF03914,1.06,1.07,-0.01,-0.93
PF03915,3.18,3.23,-0.05,-1.55
PF03917,,,,
PF03919,,,,
PF03920,4.41,4.41,0.00,0.00
PF03921,1.52,1.50,0.02,1.33
PF03931,1.37,1.28,0.09,7.03
PF03932,,,,
PF03937,,,,
PF03939,,,,
PF03941,,,,
PF03942,0.39,0.42,-0.03,-7.14
PF03943,3.94,3.94,0.00,0.00
PF03946,0.65,0.70,-0.05,-7.14
PF03947,0.94,0.87,0.07,8.05
PF03949,3.14,3.13,0.01,0.32
PF03950,0.83,0.75,0.08,10.67
PF03951,,,,
PF03952,4.27,4.27,0.00,0.00
PF03953,2.74,2.72,0.02,0.74
PF03954,2.38,2.35,0.03,1.28
PF03957,1.99,1.99,0.00,0.00
PF03959,,,,
PF03962,,,,
PF03966,0.44,0.44,0.00,0.00
PF03969,,,,
PF03972,,,,
PF03980,,,,
PF03981,,,,
PF03982,2.77,2.76,0.01,0.36
PF03985,,,,
PF03987,0.54,0.46,0.08,17.39
PF03992,2.23,2.22,0.01,0.45
PF03997,,,,
PF03998,,,,
PF03999,,,,
PF04000,0.75,0.76,-0.01,-1.32
PF04003,0.46,0.45,0.01,2.22
PF04004,,,,
PF04005,2.62,2.62,0.00,0.00
PF04006,,,,
PF04031,,,,
PF04032,,,,
PF04034,,,,
PF04037,,,,
PF04042,0.05,0.05,0.00,0.00
PF04045,,,,
PF04046,1.86,1.78,0.08,4.49
PF04048,,,,
PF04049,,,,
PF04050,,,,
PF04051,1.16,1.09,0.07,6.42
PF04053,0.68,0.72,-0.04,-5.56
PF04054,,,,
PF04055,0.18,0.22,-0.04,-18.18
PF04056,5.08,5.08,0.00,0.00
PF04057,,,,
PF04061,4.59,4.59,0.00,0.00
PF04062,,,,
PF04063,,,,
PF04064,,,,
PF04065,,,,
PF04068,1.17,1.07,0.10,9.35
PF04072,2.05,1.86,0.19,10.22
PF04073,,,,
PF04078,,,,
PF04080,,,,
PF04081,,,,
PF04083,,,,
PF04084,,,,
PF04086,,,,
PF04088,,,,
PF04089,0.74,0.79,-0.05,-6.33
PF04091,4.03,3.99,0.04,1.00
PF04095,,,,
PF04096,,,,
PF04097,,,,
PF04098,,,,
PF04099,0.94,0.94,0.00,0.00
PF04100,,,,
PF04101,,,,
PF04103,0.91,0.91,0.00,0.00
PF04104,,,,
PF04106,,,,
PF04109,2.86,2.84,0.02,0.70
PF04110,,,,
PF04111,3.56,3.55,0.01,0.28
PF04112,,,,
PF04113,,,,
PF04114,,,,
PF04116,0.88,0.87,0.01,1.15
PF04117,1.54,1.58,-0.04,-2.53
PF04121,,,,
PF04124,,,,
PF04127,,,,
PF04129,,,,
PF04130,0.81,0.80,0.01,1.25
PF04133,3.63,3.59,0.04,1.11
PF04135,,,,
PF04136,,,,
PF04137,3.79,3.80,-0.01,-0.26
PF04139,2.16,2.16,0.00,0.00
PF04140,,,,
PF04142,1.49,1.48,0.01,0.68
PF04144,3.13,3.11,0.02,0.64
PF04145,1.43,1.33,0.10,7.52
PF04146,2.59,2.79,-0.20,-7.17
PF04147,,,,
PF04148,,,,
PF04152,,,,
PF04153,1.13,1.05,0.08,7.62
PF04157,0.52,0.59,-0.07,-11.86
PF04158,,,,
PF04161,,,,
PF04176,,,,
PF04177,,,,
PF04178,1.08,1.06,0.02,1.89
PF04180,,,,
PF04181,,,,
PF04182,,,,
PF04184,4.34,4.28,0.06,1.40
PF04188,,,,
PF04189,,,,
PF04190,,,,
PF04191,,,,
PF04192,,,,
PF04193,0.46,0.32,0.14,43.75
PF04194,1.97,1.94,0.03,1.55
PF04201,3.04,2.99,0.05,1.67
PF04209,,,,
PF04212,1.39,1.37,0.02,1.46
PF04218,1.51,1.47,0.04,2.72
PF04241,,,,
PF04253,2.35,2.34,0.01,0.43
PF04258,2.11,2.09,0.02,0.96
PF04263,,,,
PF04265,,,,
PF04266,,,,
PF04272,,,,
PF04275,,,,
PF04280,0.06,0.06,0.00,0.00
PF04281,,,,
PF04300,2.20,2.19,0.01,0.46
PF04321,,,,
PF04326,2.01,1.86,0.15,8.06
PF04360,,,,
PF04366,,,,
PF04376,,,,
PF04377,,,,
PF04379,1.69,1.64,0.05,3.05
PF04382,2.74,2.73,0.01,0.37
PF04387,1.95,1.95,0.00,0.00
PF04388,,,,
PF04389,1.02,1.00,0.02,2.00
PF04402,,,,
PF04406,,,,
PF04408,1.87,1.63,0.24,14.72
PF04410,0.51,0.54,-0.03,-5.56
PF04418,,,,
PF04419,2.15,2.15,0.00,0.00
PF04420,,,,
PF04421,,,,
PF04423,,,,
PF04424,3.85,3.72,0.13,3.49
PF04427,0.92,0.92,0.00,0.00
PF04430,0.66,0.62,0.04,6.45
PF04433,1.45,1.48,-0.03,-2.03
PF04434,1.30,1.22,0.08,6.56
PF04437,,,,
PF04438,2.27,2.12,0.15,7.08
PF04440,1.29,1.19,0.10,8.40
PF04442,,,,
PF04446,,,,
PF04457,,,,
PF04487,2.25,2.23,0.02,0.90
PF04488,2.82,2.64,0.18,6.82
PF04493,,,,
PF04494,1.46,1.47,-0.01,-0.68
PF04495,4.04,2.67,1.37,51.31
PF04499,2.95,2.96,-0.01,-0.34
PF04500,4.31,4.31,0.00,0.00
PF04502,,,,
PF04503,4.35,4.35,0.00,0.00
PF04505,1.45,1.50,-0.05,-3.33
PF04506,,,,
PF04511,2.75,2.75,0.00,0.00
PF04515,2.38,2.36,0.02,0.85
PF04516,2.64,2.59,0.05,1.93
PF04538,1.27,1.27,0.00,0.00
PF04547,2.14,2.13,0.01,0.47
PF04548,1.93,1.90,0.03,1.58
PF04549,,,,
PF04553,2.05,1.95,0.10,5.13
PF04557,,,,
PF04558,,,,
PF04560,2.28,2.24,0.04,1.79
PF04561,0.57,0.49,0.08,16.33
PF04563,1.23,1.19,0.04,3.36
PF04564,1.20,1.20,0.00,0.00
PF04565,1.90,1.90,0.00,0.00
PF04566,1.90,1.90,0.00,0.00
PF04567,1.37,1.47,-0.10,-6.80
PF04568,,,,
PF04571,4.05,4.05,0.00,0.00
PF04572,2.35,2.35,0.00,0.00
PF04573,,,,
PF04577,1.47,1.47,0.00,0.00
PF04579,4.99,4.99,0.00,0.00
PF04587,,,,
PF04588,2.48,2.48,0.00,0.00
PF04589,2.21,2.10,0.11,5.24
PF04592,,,,
PF04593,,,,
PF04597,,,,
PF04598,0.88,0.87,0.01,1.15
PF04603,,,,
PF04614,,,,
PF04615,4.20,3.96,0.24,6.06
PF04617,1.84,1.98,-0.14,-7.07
PF04621,2.63,2.64,-0.01,-0.38
PF04622,,,,
PF04627,4.71,4.71,0.00,0.00
PF04628,2.74,2.71,0.03,1.11
PF04629,1.26,1.24,0.02,1.61
PF04636,3.29,3.30,-0.01,-0.30
PF04641,,,,
PF04643,1.04,1.08,-0.04,-3.70
PF04644,0.78,0.78,0.00,0.00
PF04652,,,,
PF04658,3.30,3.44,-0.14,-4.07
PF04664,2.99,2.93,0.06,2.05
PF04666,2.23,2.27,-0.04,-1.76
PF04667,4.96,4.25,0.71,16.71
PF04668,,,,
PF04669,,,,
PF04670,2.22,2.22,0.00,0.00
PF04675,0.40,0.38,0.02,5.26
PF04676,1.63,1.53,0.10,6.54
PF04677,1.69,1.53,0.16,10.46
PF04678,2.74,2.74,0.00,0.00
PF04679,1.06,1.17,-0.11,-9.40
PF04680,5.03,5.09,-0.06,-1.18
PF04683,,,,
PF04685,,,,
PF04691,,,,
PF04692,0.99,0.93,0.06,6.45
PF04695,,,,
PF04696,,,,
PF04697,,,,
PF04698,2.22,2.12,0.10,4.72
PF04699,3.75,3.75,0.00,0.00
PF04704,3.05,3.04,0.01,0.33
PF04706,2.47,2.43,0.04,1.65
PF04707,1.47,1.45,0.02,1.38
PF04710,4.07,4.22,-0.15,-3.55
PF04711,,,,
PF04712,3.56,3.59,-0.03,-0.84
PF04714,4.88,4.88,0.00,0.00
PF04716,,,,
PF04718,4.46,4.46,0.00,0.00
PF04719,,,,
PF04721,,,,
PF04722,,,,
PF04724,,,,
PF04727,1.46,1.41,0.05,3.55
PF04729,4.58,4.58,0.00,0.00
PF04731,1.64,1.67,-0.03,-1.80
PF04732,0.83,0.75,0.08,10.67
PF04733,,,,
PF04734,,,,
PF04739,5.07,5.03,0.04,0.80
PF04749,2.44,2.54,-0.10,-3.94
PF04750,2.06,2.11,-0.05,-2.37
PF04752,2.73,2.70,0.03,1.11
PF04756,2.49,2.42,0.07,2.89
PF04757,-0.05,-0.07,0.02,28.57
PF04758,,,,
PF04762,,,,
PF04768,,,,
PF04774,,,,
PF04775,3.40,3.41,-0.01,-0.29
PF04777,1.50,1.63,-0.13,-7.98
PF04790,1.92,1.88,0.04,2.13
PF04791,0.91,0.91,0.00,0.00
PF04794,,,,
PF04795,,,,
PF04799,3.40,3.40,0.00,0.00
PF04800,,,,
PF04801,,,,
PF04802,3.87,4.17,-0.30,-7.19
PF04803,2.11,2.13,-0.02,-0.94
PF04810,2.90,2.90,0.00,0.00
PF04811,1.63,1.63,0.00,0.00
PF04812,2.41,2.41,0.00,0.00
PF04813,,,,
PF04814,1.78,1.80,-0.02,-1.11
PF04815,1.20,1.18,0.02,1.69
PF04818,1.13,1.14,-0.01,-0.88
PF04819,1.92,1.91,0.01,0.52
PF04821,,,,
PF04822,,,,
PF04824,2.21,2.20,0.01,0.45
PF04825,2.37,2.35,0.02,0.85
PF04826,1.54,1.54,0.00,0.00
PF04828,4.81,4.74,0.07,1.48
PF04831,1.86,1.86,0.00,0.00
PF04832,1.32,1.33,-0.01,-0.75
PF04836,3.69,3.69,0.00,0.00
PF04840,0.81,0.80,0.01,1.25
PF04841,,,,
PF04845,3.71,3.69,0.02,0.54
PF04847,3.66,3.63,0.03,0.83
PF04849,2.00,1.99,0.01,0.50
PF04851,1.36,1.23,0.13,10.57
PF04855,,,,
PF04856,4.42,4.42,0.00,0.00
PF04857,1.24,1.13,0.11,9.73
PF04858,,,,
PF04868,4.97,4.80,0.17,3.54
PF04869,,,,
PF04871,,,,
PF04874,,,,
PF04880,2.76,2.91,-0.15,-5.15
PF04882,,,,
PF04884,,,,
PF04889,,,,
PF04893,0.63,0.61,0.02,3.28
PF04900,1.41,1.41,0.00,0.00
PF04901,1.79,1.79,0.00,0.00
PF04902,,,,
PF04904,4.81,4.81,0.00,0.00
PF04905,3.11,3.09,0.02,0.65
PF04906,2.06,2.04,0.02,0.98
PF04908,2.74,2.71,0.03,1.11
PF04909,,,,
PF04910,,,,
PF04912,,,,
PF04916,,,,
PF04921,4.86,4.57,0.29,6.35
PF04922,5.14,5.14,0.00,0.00
PF04923,3.00,3.01,-0.01,-0.33
PF04925,,,,
PF04926,4.32,4.28,0.04,0.93
PF04928,4.85,4.59,0.26,5.66
PF04930,3.68,3.68,0.00,0.00
PF04931,,,,
PF04934,,,,
PF04935,,,,
PF04938,,,,
PF04939,,,,
PF04949,,,,
PF04950,0.90,0.87,0.03,3.45
PF04952,3.01,2.49,0.52,20.88
PF04959,,,,
PF04960,4.42,4.42,0.00,0.00
PF04961,,,,
PF04968,3.24,3.19,0.05,1.57
PF04969,0.63,0.63,0.00,0.00
PF04970,2.09,2.02,0.07,3.47
PF04979,3.31,3.33,-0.02,-0.60
PF04981,,,,
PF04983,1.31,1.50,-0.19,-12.67
PF04987,,,,
PF04988,2.13,2.13,0.00,0.00
PF04990,,,,
PF04991,2.69,2.59,0.10,3.86
PF04992,,,,
PF04997,0.94,0.93,0.01,1.08
PF04998,2.24,2.21,0.03,1.36
PF05000,1.35,1.27,0.08,6.30
PF05001,4.45,4.60,-0.15,-3.26
PF05002,1.92,1.86,0.06,3.23
PF05004,2.53,2.55,-0.02,-0.78
PF05005,,,,
PF05007,,,,
PF05008,1.16,1.18,-0.02,-1.69
PF05010,3.03,3.03,0.00,0.00
PF05011,,,,
PF05014,,,,
PF05018,0.78,0.74,0.04,5.41
PF05019,,,,
PF05020,,,,
PF05021,,,,
PF05022,,,,
PF05024,,,,
PF05025,,,,
PF05026,,,,
PF05028,,,,
PF05029,,,,
PF05030,3.52,3.46,0.06,1.73
PF05033,1.70,1.68,0.02,1.19
PF05038,,,,
PF05039,3.08,2.68,0.40,14.93
PF05041,3.08,3.01,0.07,2.33
PF05044,4.03,3.98,0.05,1.26
PF05046,,,,
PF05047,0.58,0.55,0.03,5.45
PF05048,,,,
PF05049,1.53,1.52,0.01,0.66
PF05051,,,,
PF05053,,,,
PF05057,4.41,4.43,-0.02,-0.45
PF05060,,,,
PF05063,1.07,1.07,0.00,0.00
PF05064,3.61,3.58,0.03,0.84
PF05066,3.88,3.79,0.09,2.37
PF05071,1.21,1.04,0.17,16.35
PF05076,,,,
PF05083,,,,
PF05089,,,,
PF05090,,,,
PF05091,,,,
PF05093,,,,
PF05104,0.36,0.96,-0.60,-62.50
PF05110,1.97,1.95,0.02,1.03
PF05111,3.65,3.74,-0.09,-2.41
PF05118,2.35,2.30,0.05,2.17
PF05127,,,,
PF05129,,,,
PF05131,,,,
PF05132,,,,
PF05147,2.31,2.30,0.01,0.43
PF05148,,,,
PF05153,,,,
PF05154,1.42,1.36,0.06,4.41
PF05158,,,,
PF05160,,,,
PF05161,,,,
PF05168,,,,
PF05172,,,,
PF05175,0.86,0.78,0.08,10.26
PF05177,,,,
PF05178,,,,
PF05179,,,,
PF05180,,,,
PF05181,,,,
PF05182,,,,
PF05184,1.68,1.40,0.28,20.00
PF05185,,,,
PF05186,2.20,2.11,0.09,4.27
PF05187,,,,
PF05188,0.30,0.24,0.06,25.00
PF05189,0.80,0.80,0.00,0.00
PF05190,0.06,0.04,0.02,50.00
PF05191,3.65,3.65,0.00,0.00
PF05192,0.75,0.58,0.17,29.31
PF05193,0.18,0.08,0.10,125.00
PF05195,0.81,0.80,0.01,1.25
PF05196,3.32,3.32,0.00,0.00
PF05197,2.74,2.74,0.00,0.00
PF05198,,,,
PF05199,,,,
PF05205,3.99,3.99,0.00,0.00
PF05206,,,,
PF05207,3.15,3.09,0.06,1.94
PF05208,,,,
PF05210,2.72,2.70,0.02,0.74
PF05216,,,,
PF05219,,,,
PF05221,3.58,3.55,0.03,0.85
PF05222,0.81,0.81,0.00,0.00
PF05224,3.63,3.69,-0.06,-1.63
PF05225,2.93,2.75,0.18,6.55
PF05236,3.10,3.00,0.10,3.33
PF05238,,,,
PF05241,0.55,0.55,0.00,0.00
PF05250,,,,
PF05251,,,,
PF05253,2.30,2.15,0.15,6.98
PF05254,,,,
PF05255,4.20,4.20,0.00,0.00
PF05270,1.54,1.45,0.09,6.21
PF05276,2.33,2.33,0.00,0.00
PF05277,,,,
PF05279,3.38,2.48,0.90,36.29
PF05281,,,,
PF05282,,,,
PF05283,1.49,1.35,0.14,10.37
PF05285,,,,
PF05287,1.39,1.46,-0.07,-4.79
PF05291,,,,
PF05292,,,,
PF05296,1.62,1.61,0.01,0.62
PF05300,1.32,1.56,-0.24,-15.38
PF05301,,,,
PF05303,,,,
PF05308,0.98,0.95,0.03,3.16
PF05324,5.10,5.10,0.00,0.00
PF05326,,,,
PF05327,4.99,4.92,0.07,1.42
PF05328,,,,
PF05334,2.84,2.80,0.04,1.43
PF05337,,,,
PF05345,,,,
PF05346,,,,
PF05347,1.08,1.04,0.04,3.85
PF05348,,,,
PF05349,2.31,2.29,0.02,0.87
PF05350,4.69,4.20,0.49,11.67
PF05351,1.99,1.99,0.00,0.00
PF05355,,,,
PF05361,2.52,2.40,0.12,5.00
PF05362,2.18,2.20,-0.02,-0.91
PF05365,,,,
PF05366,,,,
PF05368,,,,
PF05378,,,,
PF05383,2.11,2.10,0.01,0.48
PF05386,4.03,4.03,0.00,0.00
PF05391,,,,
PF05392,4.09,4.09,0.00,0.00
PF05395,1.69,1.47,0.22,14.97
PF05399,,,,
PF05404,,,,
PF05405,,,,
PF05406,2.16,2.22,-0.06,-2.70
PF05422,,,,
PF05427,,,,
PF05428,,,,
PF05432,,,,
PF05434,3.20,3.20,0.00,0.00
PF05438,,,,
PF05439,,,,
PF05450,,,,
PF05454,,,,
PF05456,3.21,3.14,0.07,2.23
PF05458,,,,
PF05460,,,,
PF05461,1.78,1.71,0.07,4.09
PF05463,2.11,2.10,0.01,0.48
PF05466,,,,
PF05470,5.17,5.17,0.00,0.00
PF05474,4.40,4.00,0.40,10.00
PF05477,,,,
PF05478,1.24,1.24,0.00,0.00
PF05483,,,,
PF05485,1.73,1.75,-0.02,-1.14
PF05486,,,,
PF05493,4.58,4.50,0.08,1.78
PF05495,,,,
PF05499,,,,
PF05502,,,,
PF05507,1.93,1.90,0.03,1.58
PF05510,2.29,2.33,-0.04,-1.72
PF05511,,,,
PF05517,3.39,3.37,0.02,0.59
PF05527,3.12,3.12,0.00,0.00
PF05529,2.72,2.69,0.03,1.12
PF05536,,,,
PF05544,,,,
PF05556,1.74,1.69,0.05,2.96
PF05557,,,,
PF05571,,,,
PF05572,3.45,3.79,-0.34,-8.97
PF05577,1.43,1.44,-0.01,-0.69
PF05586,3.12,3.05,0.07,2.30
PF05587,2.27,2.27,0.00,0.00
PF05600,,,,
PF05602,1.36,1.33,0.03,2.26
PF05603,,,,
PF05604,,,,
PF05605,2.05,1.98,0.07,3.54
PF05608,,,,
PF05609,3.39,3.39,0.00,0.00
PF05612,,,,
PF05615,,,,
PF05620,,,,
PF05622,2.65,2.62,0.03,1.15
PF05624,4.88,4.88,0.00,0.00
PF05625,,,,
PF05631,,,,
PF05640,3.58,3.58,0.00,0.00
PF05641,4.91,5.03,-0.12,-2.39
PF05644,1.55,1.14,0.41,35.96
PF05645,,,,
PF05647,3.35,3.53,-0.18,-5.10
PF05648,1.36,1.32,0.04,3.03
PF05649,1.91,1.89,0.02,1.06
PF05652,,,,
PF05653,2.05,2.04,0.01,0.49
PF05667,,,,
PF05669,,,,
PF05670,0.88,0.88,0.00,0.00
PF05672,2.37,2.36,0.01,0.42
PF05676,,,,
PF05679,1.26,1.23,0.03,2.44
PF05680,,,,
PF05686,1.94,1.92,0.02,1.04
PF05693,4.18,4.17,0.01,0.24
PF05694,,,,
PF05699,0.28,0.14,0.14,100.00
PF05700,,,,
PF05705,,,,
PF05706,,,,
PF05712,2.62,2.58,0.04,1.55
PF05715,4.00,4.07,-0.07,-1.72
PF05716,1.92,1.87,0.05,2.67
PF05719,3.98,3.98,0.00,0.00
PF05721,0.65,0.65,0.00,0.00
PF05724,,,,
PF05726,,,,
PF05729,1.19,1.18,0.01,0.85
PF05731,0.35,0.32,0.03,9.37
