pfam_id,fasta_seqs,sto_lines
PF08397,5,28
PF08399,4,13
PF08403,3,11
PF08409,4,13
PF08412,4,13
PF08416,8,21
PF08418,1,7
PF08423,7,36
PF08424,1,12
PF08427,1,12
PF08429,4,24
PF08430,3,11
PF08433,2,16
PF08434,3,20
PF08441,16,37
PF08442,2,16
PF08443,2,9
PF08444,5,15
PF08447,10,25
PF08449,4,24
PF08450,1,12
PF08451,1,7
PF08454,6,17
PF08466,3,11
PF08473,4,35
PF08474,4,24
PF08477,5,15
PF08487,8,21
PF08490,1,17
PF08491,1,12
PF08492,1,7
PF08499,3,11
PF08504,3,11
PF08506,3,29
PF08510,1,7
PF08511,1,7
PF08512,2,9
PF08513,7,19
PF08514,4,13
PF08515,7,19
PF08516,19,43
PF08517,3,11
PF08518,4,13
PF08519,1,7
PF08523,1,7
PF08524,1,7
PF08526,5,15
PF08527,5,15
PF08534,1,7
PF08539,2,9
PF08540,2,16
PF08542,3,11
PF08543,1,12
PF08544,4,13
PF08547,1,7
PF08551,1,7
PF08555,1,7
PF08557,2,9
PF08558,2,16
PF08561,1,7
PF08562,3,11
PF08563,1,7
PF08564,1,7
PF08565,2,9
PF08567,1,7
PF08568,1,22
PF08569,2,16
PF08571,1,7
PF08572,1,12
PF08573,1,7
PF08574,1,7
PF08577,1,7
PF08583,2,9
PF08584,1,12
PF08585,2,9
PF08590,1,7
PF08596,2,23
PF08597,1,12
PF08598,3,20
PF08599,1,7
PF08600,1,12
PF08603,2,9
PF08604,1,17
PF08606,1,7
PF08608,2,9
PF08609,2,9
PF08610,1,12
PF08612,1,12
PF08613,2,16
PF08614,2,16
PF08615,1,7
PF08616,2,9
PF08617,1,7
PF08620,1,7
PF08621,1,7
PF08623,2,9
PF08625,1,7
PF08626,1,12
PF08628,4,13
PF08629,2,9
PF08631,1,12
PF08638,1,7
PF08640,1,7
PF08641,1,7
PF08644,1,7
PF08645,1,7
PF08646,2,9
PF08648,1,7
PF08652,1,12
PF08659,1,7
PF08660,1,7
PF08661,1,7
PF08662,2,16
PF08666,1,7
PF08669,4,13
PF08672,1,7
PF08674,2,9
PF08675,1,7
PF08676,2,9
PF08683,3,11
PF08685,2,9
PF08686,11,27
PF08687,4,24
PF08688,3,11
PF08694,1,7
PF08695,1,7
PF08696,1,12
PF08698,1,7
PF08699,6,17
PF08700,3,11
PF08701,1,7
PF08702,3,11
PF08703,4,24
PF08704,2,16
PF08709,6,32
PF08711,10,25
PF08712,1,7
PF08718,5,15
PF08725,6,17
PF08726,6,17
PF08729,2,9
PF08736,13,31
PF08737,2,23
PF08740,1,7
PF08742,53,111
PF08743,2,9
PF08746,1,7
PF08752,2,9
PF08755,2,9
PF08758,7,19
PF08763,7,19
PF08766,4,13
PF08767,1,12
PF08768,1,7
PF08771,1,7
PF08772,1,7
PF08773,1,7
PF08774,1,7
PF08776,3,11
PF08777,2,9
PF08778,2,9
PF08781,3,11
PF08782,4,13
PF08783,1,7
PF08784,2,9
PF08785,1,7
PF08788,3,11
PF08790,1,7
PF08797,1,7
PF08799,2,9
PF08801,1,17
PF08806,2,9
PF08815,3,11
PF08824,3,11
PF08825,1,7
PF08826,4,13
PF08831,1,7
PF08832,3,11
PF08833,2,9
PF08839,1,7
PF08840,5,28
PF08880,2,9
PF08910,1,7
PF08911,1,7
PF08912,2,9
PF08913,2,9
PF08914,1,7
PF08916,3,11
PF08917,1,7
PF08919,2,9
PF08920,1,7
PF08923,1,7
PF08925,1,12
PF08926,4,24
PF08934,2,9
PF08938,1,7
PF08939,1,12
PF08941,1,7
PF08944,3,11
PF08945,1,7
PF08947,3,11
PF08952,2,9
PF08953,8,21
PF08954,1,7
PF08961,1,7
PF08969,3,11
PF08976,4,13
PF08983,1,7
PF08991,1,7
PF08996,1,7
PF08997,1,7
PF08999,1,7
PF09004,1,7
PF09005,4,13
PF09006,1,7
PF09007,2,9
PF09011,10,25
PF09014,1,7
PF09026,1,7
PF09027,2,9
PF09029,2,9
PF09030,2,9
PF09032,1,7
PF09033,1,7
PF09034,1,7
PF09036,1,7
PF09038,1,7
PF09040,1,7
PF09041,1,7
PF09042,2,9
PF09045,2,9
PF09047,1,7
PF09049,1,7
PF09050,1,7
PF09051,1,7
PF09057,1,12
PF09058,1,7
PF09060,1,7
PF09064,1,7
PF09066,3,11
PF09067,5,15
PF09068,6,17
PF09069,6,17
PF09070,1,7
PF09072,2,9
PF09073,1,17
PF09079,2,9
PF09085,1,7
PF09088,1,12
PF09090,1,12
PF09103,1,7
PF09104,1,7
PF09110,2,9
PF09111,2,9
PF09121,1,7
PF09127,4,13
PF09128,3,11
PF09133,1,7
PF09138,1,7
PF09139,1,12
PF09141,2,9
PF09162,4,13
PF09164,1,7
PF09165,2,9
PF09166,1,7
PF09169,1,7
PF09170,1,7
PF09172,1,12
PF09173,2,9
PF09174,1,7
PF09177,2,9
PF09180,1,7
PF09184,1,12
PF09191,1,7
PF09193,1,7
PF09202,1,7
PF09229,2,9
PF09230,1,12
PF09236,1,7
PF09238,1,7
PF09240,7,19
PF09243,1,12
PF09247,2,9
PF09256,1,7
PF09257,1,7
PF09258,5,28
PF09261,5,15
PF09262,1,7
PF09263,1,7
PF09268,2,9
PF09270,2,9
PF09271,2,9
PF09272,1,7
PF09273,3,11
PF09279,8,21
PF09280,2,9
PF09282,1,7
PF09286,1,7
PF09289,5,15
PF09291,3,11
PF09292,1,7
PF09294,9,23
PF09296,2,9
PF09297,2,9
PF09298,1,7
PF09302,1,7
PF09303,1,7
PF09305,2,9
PF09307,1,7
PF09309,1,12
PF09310,1,12
PF09311,2,16
PF09316,3,11
PF09320,3,11
PF09324,4,13
PF09325,5,28
PF09326,1,7
PF09329,1,7
PF09332,1,7
PF09334,2,23
PF09335,3,11
PF09336,7,19
PF09340,1,7
PF09341,3,11
PF09346,1,7
PF09349,1,7
PF09350,1,7
PF09354,2,9
PF09358,3,11
PF09360,4,13
PF09368,1,7
PF09371,1,7
PF09377,1,7
PF09379,28,61
PF09380,26,57
PF09382,2,9
PF09384,1,7
PF09387,1,12
PF09396,1,7
PF09398,2,9
PF09402,2,16
PF09404,1,17
PF09405,1,7
PF09409,3,11
PF09412,1,12
PF09415,1,7
PF09416,1,7
PF09420,1,12
PF09422,4,46
PF09429,1,7
PF09430,1,7
PF09431,1,7
PF09439,1,7
PF09440,1,7
PF09443,4,13
PF09445,1,7
PF09446,1,7
PF09454,1,7
PF09457,6,17
PF09465,1,7
PF09468,1,7
PF09469,2,9
PF09470,1,7
PF09494,1,7
PF09495,1,7
PF09496,1,12
PF09497,2,9
PF09507,1,17
PF09514,11,27
PF09531,1,22
PF09532,3,11
PF09596,3,11
PF09606,1,7
PF09607,1,7
PF09631,1,7
PF09637,1,12
PF09649,1,7
PF09666,1,7
PF09667,1,7
PF09668,4,13
PF09696,1,7
PF09724,1,12
PF09725,1,7
PF09726,1,22
PF09727,4,13
PF09728,3,20
PF09730,2,30
PF09731,1,22
PF09732,1,7
PF09733,1,7
PF09734,1,7
PF09735,2,44
PF09736,1,7
PF09737,1,17
PF09738,3,20
PF09739,1,17
PF09740,1,7
PF09741,1,12
PF09742,1,22
PF09743,1,12
PF09744,5,15
PF09745,1,7
PF09746,1,12
PF09747,1,12
PF09748,1,7
PF09749,1,12
PF09750,2,9
PF09751,1,17
PF09752,1,17
PF09753,1,12
PF09754,1,12
PF09755,1,12
PF09756,1,7
PF09758,1,7
PF09759,1,7
PF09762,1,17
PF09763,1,7
PF09764,1,7
PF09765,1,7
PF09766,1,12
PF09767,1,7
PF09768,1,7
PF09769,2,9
PF09770,2,37
PF09771,1,7
PF09772,1,12
PF09773,1,27
PF09774,1,7
PF09775,1,7
PF09776,1,7
PF09777,1,12
PF09778,1,12
PF09779,1,7
PF09781,1,7
PF09782,1,7
PF09783,1,7
PF09785,1,7
PF09786,1,17
PF09787,1,12
PF09788,2,16
PF09789,1,12
PF09790,2,16
PF09791,2,9
PF09793,1,7
PF09794,2,23
PF09797,1,12
PF09799,3,11
PF09801,1,7
PF09803,1,7
PF09804,1,12
PF09805,1,7
PF09806,2,16
PF09807,1,12
PF09808,1,7
PF09809,1,7
PF09810,2,16
PF09811,2,9
PF09812,1,7
PF09813,1,7
PF09814,1,17
PF09815,9,65
PF09816,2,9
PF09817,1,17
PF09848,2,16
PF09992,1,12
PF10018,1,7
PF10033,1,12
PF10034,6,62
PF10036,1,12
PF10037,2,23
PF10044,1,7
PF10046,1,7
PF10058,1,7
PF10075,3,11
PF10146,1,12
PF10147,1,12
PF10148,2,16
PF10149,1,12
PF10151,1,22
PF10152,1,7
PF10154,1,17
PF10155,1,7
PF10156,1,17
PF10157,1,7
PF10158,1,7
PF10159,1,7
PF10160,1,12
PF10161,1,7
PF10162,6,17
PF10163,1,7
PF10164,1,7
PF10165,2,23
PF10166,1,7
PF10167,1,7
PF10168,1,22
PF10169,1,7
PF10170,1,7
PF10171,1,7
PF10172,1,7
PF10174,2,37
PF10175,1,7
PF10176,4,13
PF10177,3,20
PF10178,1,7
PF10179,1,7
PF10180,1,7
PF10181,1,7
PF10183,1,7
PF10184,1,7
PF10185,1,7
PF10186,2,23
PF10187,1,7
PF10188,1,7
PF10189,1,17
PF10190,2,9
PF10191,1,22
PF10192,2,16
PF10193,1,7
PF10195,2,9
PF10197,3,11
PF10198,1,7
PF10199,1,7
PF10200,1,7
PF10203,1,7
PF10204,2,16
PF10205,1,7
PF10206,1,7
PF10208,2,9
PF10209,1,7
PF10210,1,7
PF10211,2,16
PF10212,1,12
PF10213,1,7
PF10215,1,7
PF10217,1,7
PF10218,1,7
PF10220,1,27
PF10221,1,22
PF10222,1,22
PF10223,3,20
PF10224,1,7
PF10225,2,16
PF10226,3,20
PF10228,2,16
PF10229,1,12
PF10230,1,12
PF10231,1,7
PF10232,1,12
PF10233,1,7
PF10234,1,12
PF10235,1,7
PF10236,1,12
PF10237,2,16
PF10238,1,7
PF10239,3,20
PF10240,5,15
PF10241,1,7
PF10242,7,36
PF10243,1,7
PF10244,1,7
PF10245,1,12
PF10246,1,7
PF10247,1,7
PF10248,2,9
PF10249,1,7
PF10250,2,23
PF10251,1,7
PF10252,1,7
PF10253,1,12
PF10254,2,23
PF10255,1,12
PF10256,4,13
PF10257,4,35
PF10258,1,7
PF10259,1,12
PF10260,1,7
PF10261,1,12
PF10262,5,15
PF10263,2,9
PF10264,2,9
PF10265,2,23
PF10266,1,32
PF10267,5,41
PF10268,2,23
PF10269,3,20
PF10270,1,7
PF10271,2,23
PF10272,1,12
PF10273,1,7
PF10274,3,11
PF10275,2,16
PF10276,1,7
PF10277,6,32
PF10278,1,7
PF10280,1,7
PF10283,2,9
PF10288,1,7
PF10291,3,20
PF10294,11,52
PF10300,4,35
PF10304,1,7
PF10309,1,17
PF10312,1,7
PF10341,1,7
PF10343,1,12
PF10344,1,67
PF10345,1,17
PF10350,1,12
PF10354,1,7
PF10357,1,7
PF10358,4,13
PF10363,1,7
PF10366,2,9
PF10367,2,9
PF10373,3,20
PF10374,3,11
PF10376,1,12
PF10377,1,7
PF10382,1,7
PF10384,1,7
PF10390,3,20
PF10391,4,13
PF10392,1,7
PF10393,4,13
PF10394,1,7
PF10396,1,7
PF10397,1,7
PF10401,7,19
PF10403,1,7
PF10404,1,7
PF10405,1,7
PF10406,1,7
PF10408,2,30
PF10409,9,23
PF10413,1,7
PF10415,1,7
PF10417,5,15
PF10419,1,7
PF10420,1,7
PF10421,7,19
PF10426,1,7
PF10427,3,11
PF10430,1,7
PF10431,2,9
PF10433,3,29
PF10436,5,15
PF10441,1,12
PF10442,1,7
PF10444,1,7
PF10447,1,7
PF10453,1,7
PF10456,3,20
PF10457,2,9
PF10461,1,7
PF10469,3,20
PF10470,3,11
PF10471,1,7
PF10472,1,17
PF10473,3,11
PF10474,1,12
PF10475,2,16
PF10476,1,12
PF10477,1,22
PF10480,1,7
PF10481,1,12
PF10482,2,9
PF10483,2,16
PF10484,1,7
PF10486,4,57
PF10487,1,17
PF10488,2,16
PF10490,1,7
PF10491,1,12
PF10493,1,17
PF10494,1,12
PF10495,2,9
PF10496,1,7
PF10497,2,9
PF10498,1,12
PF10500,1,12
PF10501,1,7
PF10502,4,13
PF10504,1,7
PF10505,1,12
PF10506,3,11
PF10507,1,7
PF10508,1,17
PF10509,2,9
PF10510,1,17
PF10511,1,7
PF10512,1,7
PF10513,8,40
PF10514,1,7
PF10515,3,11
PF10516,1,7
PF10520,1,7
PF10521,1,12
PF10522,3,11
PF10523,13,31
PF10524,4,13
PF10525,2,9
PF10529,6,17
PF10534,4,13
PF10537,2,9
PF10541,4,13
PF10557,6,17
PF10558,2,9
PF10559,2,9
PF10561,1,12
PF10565,3,38
PF10568,3,11
PF10570,1,7
PF10571,1,7
PF10572,1,7
PF10573,1,7
PF10574,1,12
PF10577,3,20
PF10579,1,7
PF10580,1,7
PF10581,3,11
PF10583,1,7
PF10584,8,21
PF10585,3,20
PF10587,2,9
PF10588,1,7
PF10589,1,7
PF10590,1,7
PF10591,7,19
PF10595,2,16
PF10596,1,7
PF10597,1,7
PF10598,1,7
PF10599,1,7
PF10600,4,13
PF10601,3,11
PF10602,2,9
PF10606,2,9
PF10607,8,21
PF10608,3,11
PF10609,3,20
PF10613,18,41
PF10629,4,13
PF10630,5,28
PF10631,1,7
PF10637,1,12
PF10639,1,7
PF10642,1,7
PF10644,1,7
PF10650,1,7
PF10660,2,9
PF10683,1,7
PF10744,1,17
PF10780,1,7
PF10856,1,7
PF10873,1,7
PF10961,1,7
PF10996,4,13
PF11002,5,15
PF11027,1,7
PF11028,1,7
PF11029,1,7
PF11032,1,7
PF11035,1,12
PF11037,1,7
PF11057,5,15
PF11069,1,7
PF11092,1,7
PF11095,1,7
PF11107,1,12
PF11109,1,7
PF11111,1,7
PF11176,1,7
PF11221,1,7
PF11229,1,17
PF11232,3,11
PF11235,1,7
PF11261,3,11
PF11262,1,12
PF11265,1,12
PF11277,1,32
PF11315,1,7
PF11326,1,7
PF11357,29,63
PF11365,6,17
PF11380,1,7
PF11409,1,7
PF11411,1,7
PF11413,3,11
PF11414,4,13
PF11416,1,7
PF11461,3,11
PF11464,2,9
PF11465,1,7
PF11466,1,7
PF11467,2,9
PF11470,1,7
PF11502,2,9
PF11510,1,12
PF11515,3,11
PF11521,1,7
PF11526,1,7
PF11527,2,9
PF11531,1,7
PF11532,1,7
PF11538,1,7
PF11540,2,9
PF11543,1,7
PF11547,1,7
PF11548,2,9
PF11555,1,7
PF11559,1,7
PF11560,1,12
PF11566,2,9
PF11568,1,7
PF11569,3,11
PF11571,1,7
PF11573,1,37
PF11577,2,9
PF11587,1,7
PF11594,1,7
PF11597,1,12
PF11598,3,11
PF11600,1,7
PF11601,4,13
PF11605,1,7
PF11608,1,7
PF11616,2,9
PF11618,2,9
PF11620,1,7
PF11626,1,7
PF11627,4,13
PF11628,2,9
PF11629,2,9
PF11635,1,12
PF11636,1,7
PF11640,1,7
PF11648,3,11
PF11652,2,9
PF11669,3,11
PF11698,1,7
PF11699,1,7
PF11701,2,16
PF11704,2,16
PF11705,2,16
PF11707,1,12
PF11708,1,12
PF11712,1,7
PF11715,1,17
PF11717,5,15
PF11718,1,12
PF11719,1,17
PF11721,1,7
PF11722,1,7
PF11732,1,7
PF11759,13,31
PF11764,2,9
PF11768,1,17
PF11770,1,7
PF11771,1,7
PF11779,2,9
PF11781,1,7
PF11788,1,7
PF11789,1,7
PF11793,1,7
PF11798,1,7
PF11799,4,13
PF11802,1,12
PF11803,1,7
PF11816,1,7
PF11817,1,12
PF11819,4,13
PF11822,1,7
PF11825,2,9
PF11830,2,9
PF11831,1,12
PF11834,1,7
PF11835,5,15
PF11838,8,40
PF11841,3,11
PF11851,4,13
PF11857,4,13
PF11861,1,7
PF11864,1,17
PF11865,1,7
PF11875,1,7
PF11878,6,17
PF11879,3,11
PF11881,3,20
PF11882,3,29
PF11894,1,52
PF11904,4,24
PF11911,1,7
PF11914,1,7
PF11916,1,7
PF11918,4,13
PF11919,1,7
PF11923,1,7
PF11928,3,11
PF11931,1,7
PF11933,6,17
PF11934,3,11
PF11935,1,12
PF11938,7,19
PF11942,1,7
PF11945,5,28
PF11952,2,9
PF11956,2,9
PF11957,1,17
PF11968,1,12
PF11969,3,11
PF11971,6,17
PF11976,6,17
PF11977,7,19
PF11978,1,7
PF11979,2,16
PF11980,2,9
PF11987,2,9
PF12001,5,15
PF12002,1,7
PF12004,3,38
PF12009,1,7
PF12012,5,15
PF12014,1,12
PF12016,1,12
PF12017,1,7
PF12018,1,12
PF12020,5,15
PF12022,1,12
PF12024,2,9
PF12026,4,24
PF12030,3,29
PF12031,2,16
PF12036,3,11
PF12037,3,20
PF12038,1,7
PF12045,4,13
PF12047,1,7
PF12052,4,13
PF12053,2,9
PF12054,1,17
PF12057,1,7
PF12062,4,24
PF12063,2,9
PF12064,1,12
PF12066,1,7
PF12067,3,11
PF12068,4,24
PF12070,1,17
PF12075,4,13
PF12090,3,11
PF12104,1,7
PF12108,1,7
PF12109,1,7
PF12110,1,12
PF12114,3,11
PF12125,2,9
PF12126,2,16
PF12129,2,9
PF12130,8,21
PF12134,1,12
PF12140,5,15
PF12144,2,16
PF12145,2,23
PF12146,5,28
PF12148,2,9
PF12153,1,7
PF12157,2,23
PF12160,1,7
PF12162,1,7
PF12166,2,16
PF12171,8,21
PF12177,1,7
PF12178,1,7
PF12179,2,9
PF12180,2,9
PF12185,2,9
PF12188,1,7
PF12191,1,7
PF12196,1,7
PF12201,1,7
PF12202,6,17
PF12203,3,11
PF12205,2,9
PF12210,1,7
PF12213,1,7
PF12214,1,7
PF12215,1,12
PF12220,1,7
PF12230,1,12
PF12231,1,12
PF12232,2,9
PF12234,4,57
PF12235,3,11
PF12237,1,7
PF12240,3,20
PF12248,1,7
PF12251,1,12
PF12253,1,7
PF12254,1,7
PF12257,1,12
PF12258,1,12
PF12260,6,32
PF12265,3,11
PF12269,1,12
PF12280,2,16
PF12284,4,13
PF12287,2,16
PF12295,1,7
PF12297,1,17
PF12301,4,24
PF12304,2,9
PF12308,3,11
PF12309,1,12
PF12310,3,11
PF12316,4,24
PF12317,1,12
PF12325,1,7
PF12328,1,7
PF12329,1,7
PF12330,1,17
PF12333,1,7
PF12335,2,16
PF12336,5,15
PF12341,1,12
PF12346,1,7
PF12347,5,15
PF12348,4,24
PF12349,8,21
PF12352,4,13
PF12353,1,7
PF12356,1,7
PF12360,2,9
PF12366,1,12
PF12368,1,7
PF12369,1,7
PF12371,2,9
PF12372,1,27
PF12374,1,7
PF12394,2,9
PF12397,1,7
PF12400,1,7
PF12402,2,9
PF12403,3,11
PF12409,4,13
PF12413,3,11
PF12414,3,11
PF12416,1,7
PF12422,1,7
PF12423,5,15
PF12424,5,15
PF12430,2,9
PF12432,1,7
PF12436,1,12
PF12440,23,51
PF12443,2,9
PF12444,3,11
PF12448,2,9
PF12451,1,7
PF12453,1,7
PF12455,1,12
PF12456,3,11
PF12457,1,7
PF12460,1,17
PF12463,1,12
PF12465,2,9
PF12470,1,12
PF12473,7,19
PF12474,4,13
PF12478,2,9
PF12480,9,23
PF12483,1,7
PF12485,3,11
PF12489,2,9
PF12490,1,7
PF12491,1,7
PF12494,1,7
PF12496,4,13
PF12497,1,7
PF12509,3,11
PF12510,3,11
PF12513,1,7
PF12516,2,9
PF12529,2,9
PF12530,1,12
PF12533,4,13
PF12534,5,28
PF12537,2,9
PF12540,1,7
PF12542,1,7
PF12547,2,30
PF12548,3,11
PF12549,2,9
PF12554,1,7
PF12560,1,12
PF12567,1,7
PF12569,2,23
PF12572,1,7
PF12576,1,7
PF12577,1,7
PF12578,3,11
PF12580,1,7
PF12583,1,7
PF12584,1,12
PF12589,1,7
PF12595,2,9
PF12597,1,7
PF12598,2,9
PF12605,4,13
PF12606,3,11
PF12610,2,9
PF12612,1,7
PF12618,1,7
PF12619,1,7
PF12624,4,123
PF12627,1,7
PF12631,2,16
PF12632,1,12
PF12640,1,12
PF12643,1,7
PF12656,1,7
PF12657,1,17
PF12660,1,7
PF12661,79,163
PF12662,49,103
PF12678,2,9
PF12689,1,7
PF12697,3,20
PF12698,22,190
PF12701,3,11
PF12705,1,12
PF12706,1,12
PF12714,18,41
PF12717,2,9
PF12719,1,12
PF12721,3,11
PF12722,1,27
PF12733,1,7
PF12734,1,7
PF12736,6,32
PF12738,4,13
PF12739,1,17
PF12742,1,7
PF12743,1,7
PF12745,1,12
PF12752,3,11
PF12755,2,9
PF12756,4,13
PF12763,19,43
PF12765,1,7
PF12767,2,16
PF12769,1,7
PF12770,1,12
PF12772,1,12
PF12773,1,7
PF12774,17,76
PF12775,16,72
PF12777,15,68
PF12780,16,72
PF12781,15,68
PF12783,4,13
PF12796,449,1804
PF12799,18,41
PF12807,1,7
PF12810,2,16
PF12816,1,7
PF12820,1,7
PF12826,1,7
PF12830,1,7
PF12832,2,23
PF12836,5,15
PF12838,1,7
PF12842,1,7
PF12845,3,11
PF12848,2,9
PF12850,1,7
PF12851,3,38
PF12859,2,30
PF12861,1,7
PF12862,2,9
PF12871,1,7
PF12872,10,25
PF12874,57,119
PF12877,2,30
PF12881,8,78
PF12884,3,11
PF12885,3,11
PF12886,3,11
PF12894,3,11
PF12895,4,13
PF12896,1,12
PF12901,3,11
PF12906,11,27
PF12922,1,7
PF12923,2,9
PF12924,3,11
PF12925,3,11
PF12926,2,9
PF12928,1,7
PF12931,3,20
PF12932,2,9
PF12933,1,12
PF12934,1,7
PF12936,1,7
PF12937,56,117
PF12938,1,12
PF12940,1,7
PF12947,34,73
PF12971,1,7
PF12972,1,12
PF12998,5,15
PF12999,1,7
PF13000,2,23
PF13001,1,17
PF13012,3,11
PF13015,1,7
PF13017,1,12
PF13023,1,7
PF13085,1,7
PF13086,17,76
PF13087,12,56
PF13088,4,35
PF13091,3,11
PF13092,1,12
PF13094,1,7
PF13096,1,7
PF13097,1,7
PF13167,1,7
PF13174,4,13
PF13176,8,21
PF13177,1,7
PF13180,2,9
PF13181,89,183
PF13191,3,11
PF13193,17,39
PF13202,27,59
PF13229,6,32
PF13233,3,11
PF13234,2,16
PF13236,1,12
PF13238,4,13
PF13240,1,7
PF13242,5,15
PF13243,1,12
PF13246,32,136
PF13249,1,12
PF13251,1,7
PF13270,2,9
PF13271,1,7
PF13279,1,7
PF13281,3,20
PF13287,1,7
PF13289,2,9
PF13293,3,11
PF13297,2,9
PF13299,1,7
PF13300,1,7
PF13302,1,7
PF13306,10,25
PF13307,6,32
PF13324,1,7
PF13325,1,7
PF13328,1,7
PF13329,5,158
PF13330,22,49
PF13339,1,7
PF13341,1,7
PF13344,5,15
PF13347,5,41
PF13349,1,12
PF13359,1,7
PF13361,1,12
PF13365,7,36
PF13369,1,7
PF13374,12,29
PF13378,1,12
PF13383,1,12
PF13385,8,40
PF13392,1,7
PF13393,3,20
PF13402,2,16
PF13405,6,17
PF13409,3,11
PF13410,6,17
PF13414,11,27
PF13415,1,12
PF13417,5,15
PF13419,1,7
PF13423,1,12
PF13424,42,89
PF13426,11,27
PF13431,2,9
PF13432,37,79
PF13439,1,7
PF13445,41,87
PF13450,7,19
PF13460,2,9
PF13465,89,183
PF13469,2,16
PF13472,2,9
PF13476,2,16
PF13481,1,12
PF13483,1,12
PF13489,4,24
PF13499,123,251
PF13506,1,12
PF13507,1,12
PF13510,1,7
PF13513,9,23
PF13516,142,289
PF13517,2,9
PF13519,6,17
PF13520,15,101
PF13522,3,11
PF13532,7,36
PF13534,1,7
PF13537,1,7
PF13540,1,7
PF13543,1,7
PF13553,2,9
PF13558,1,7
PF13561,11,52
PF13570,1,12
PF13574,2,16
PF13589,18,80
PF13593,1,12
PF13602,3,11
PF13603,1,7
PF13604,1,12
PF13606,4,13
PF13616,1,7
PF13620,14,33
PF13621,7,36
PF13622,1,7
PF13625,1,7
PF13637,38,81
PF13638,4,13
PF13639,51,107
PF13640,11,27
PF13641,2,16
PF13646,8,21
PF13649,7,19
PF13653,2,9
PF13656,4,13
PF13660,1,12
PF13661,1,7
PF13664,1,7
PF13669,1,7
PF13671,9,23
PF13676,4,13
PF13679,3,20
PF13691,1,7
PF13695,7,19
PF13696,2,9
PF13704,6,32
PF13705,2,23
PF13716,14,64
PF13718,1,12
PF13725,1,12
PF13733,7,19
PF13738,1,12
PF13757,2,9
PF13764,1,27
PF13765,44,93
PF13768,10,48
PF13771,11,27
PF13772,1,7
PF13774,5,15
PF13775,1,7
PF13778,5,15
PF13793,5,15
PF13802,7,36
PF13804,16,37
PF13812,4,13
PF13815,2,9
PF13820,1,7
PF13821,1,7
PF13831,13,31
PF13832,14,33
PF13833,22,49
PF13836,4,13
PF13837,12,29
PF13838,3,11
PF13840,5,15
PF13841,25,55
PF13842,1,7
PF13843,6,47
PF13844,1,17
PF13846,1,7
PF13847,4,13
PF13848,10,48
PF13850,3,11
PF13851,1,7
PF13853,430,2591
PF13854,2,16
PF13855,370,745
PF13857,3,11
PF13862,1,12
PF13863,4,13
PF13864,2,9
PF13865,2,9
PF13866,2,9
PF13867,2,9
PF13868,5,28
PF13869,1,7
PF13870,2,9
PF13871,2,16
PF13872,2,16
PF13873,6,17
PF13874,1,7
PF13877,3,11
PF13878,2,9
PF13879,3,11
PF13880,2,9
PF13881,1,7
PF13882,4,13
PF13883,2,9
PF13884,2,9
PF13885,66,137
PF13886,2,16
PF13887,2,9
PF13888,2,9
PF13889,2,9
PF13890,1,7
PF13891,4,13
PF13892,1,7
PF13893,6,17
PF13894,30,65
PF13895,97,199
PF13896,4,24
PF13897,2,9
PF13898,3,20
PF13899,4,13
PF13901,5,28
PF13902,1,7
PF13903,10,48
PF13904,1,7
PF13905,5,15
PF13906,5,15
PF13907,3,11
PF13908,11,27
PF13909,5,15
PF13910,1,7
PF13911,3,11
PF13912,132,269
PF13913,11,27
PF13914,2,9
PF13915,2,9
PF13916,2,9
PF13917,2,9
PF13918,3,11
PF13919,3,11
PF13920,38,81
PF13921,6,17
PF13922,3,11
PF13923,29,63
PF13925,2,9
PF13926,3,11
PF13927,274,553
PF13931,1,7
PF13932,1,7
PF13934,1,12
PF13949,2,16
PF13959,4,13
PF13964,2,16
PF13965,2,30
PF13967,3,20
PF13971,1,12
PF13975,1,7
PF14008,1,7
PF14046,4,13
PF14047,2,9
PF14048,8,21
PF14049,3,11
PF14050,2,9
PF14051,3,11
PF14061,3,11
PF14073,2,9
PF14075,2,16
PF14077,1,7
PF14138,1,7
PF14160,4,13
PF14161,4,13
PF14186,1,7
PF14204,1,7
PF14222,2,23
PF14225,2,16
PF14228,7,104
PF14237,1,7
PF14252,1,7
PF14260,2,9
PF14291,2,16
PF14304,2,9
PF14306,2,9
PF14309,1,7
PF14324,4,13
PF14327,2,9
PF14336,1,12
PF14360,3,11
PF14369,1,7
PF14370,2,9
PF14374,1,7
PF14377,7,19
PF14381,1,12
PF14382,2,9
PF14396,1,12
PF14413,1,7
PF14429,11,52
PF14438,2,9
PF14443,2,9
PF14444,3,11
PF14447,1,7
PF14465,1,7
PF14469,1,7
PF14473,2,9
PF14478,1,7
PF14484,2,9
PF14492,5,15
PF14493,1,7
PF14497,5,15
PF14500,1,12
PF14513,4,13
PF14520,3,11
PF14523,3,11
PF14533,3,20
PF14538,1,7
PF14542,1,7
PF14545,2,9
PF14551,6,17
PF14554,1,7
PF14555,6,17
PF14559,8,21
PF14560,3,11
PF14565,1,7
PF14566,2,9
PF14570,1,7
PF14572,5,15
PF14575,14,33
PF14578,1,7
PF14580,23,100
PF14593,1,7
PF14596,1,7
PF14598,11,27
PF14599,1,7
PF14603,3,11
PF14604,70,145
PF14608,16,37
PF14617,1,12
PF14619,2,9
PF14621,1,12
PF14622,1,7
PF14629,1,12
PF14630,1,7
PF14631,1,42
